DR_NO,AREA,AREA NAME,Rpt Dist No,LOCATION,Cross Street,LAT,LON,,,,,,,,,,,,,,,
210113778,1,Central,133,300 W 2ND ST,,34.0524,-118.2467,,,,,,,,,,,,,,,
210614288,6,Hollywood,666,6200 LELAND WY,,0,0,,,,,,,,,,,,,,,
210811722,8,West LA,831,11900 KIOWA AV,,34.0468,-118.4678,,,,,,,,,,,,,,,
211010201,10,West Valley,1003,18500 SATICOY ST,,34.2148,-118.5404,,,,,,,,,,,,,,,
211512071,15,N Hollywood,1548,11300 CHANDLER BL,,34.1681,-118.3789,,,,,,,,,,,,,,,
211409335,14,Pacific,1453,13400 BEACH AV,,33.9901,-118.4467,,,,,,,,,,,,,,,
210817989,8,West LA,841,11900 ROCHESTER AV,,34.0436,-118.4624,,,,,,,,,,,,,,,
211415916,14,Pacific,1407,3700 JASMINE AV,,34.0221,-118.4022,,,,,,,,,,,,,,,
210109082,1,Central,164,7TH,SPRING,34.0445,-118.2523,,,,,,,,,,,,,,,
211419148,14,Pacific,1407,3800 DUNN DR,,34.0212,-118.3982,,,,,,,,,,,,,,,
212007129,20,Olympic,2005,4500 MAPLEWOOD AV,,34.0799,-118.3023,,,,,,,,,,,,,,,
210114051,1,Central,182,1100 S GRAND AV,,34.0405,-118.263,,,,,,,,,,,,,,,
210117861,1,Central,182,1200 S HOPE ST,,34.0406,-118.2646,,,,,,,,,,,,,,,
210812287,8,West LA,851,12000 IDAHO AV,,34.0395,-118.4603,,,,,,,,,,,,,,,
212014060,20,Olympic,2033,3600 WILSHIRE BL,,34.0617,-118.3087,,,,,,,,,,,,,,,
210815873,8,West LA,853,1800 BUTLER AV,,34.0408,-118.4479,,,,,,,,,,,,,,,
211415712,14,Pacific,1424,3100 S BARRINGTON AV,,34.0167,-118.4382,,,,,,,,,,,,,,,
212012717,20,Olympic,2033,800 S OXFORD AV,,34.0573,-118.3078,,,,,,,,,,,,,,,
211608262,16,Foothill,1685,8200 LANKERSHIM BL,,34.2193,-118.3878,,,,,,,,,,,,,,,
210810898,8,West LA,831,11900 MONTANA AV,,34.0473,-118.4768,,,,,,,,,,,,,,,
211107967,11,Northeast,1137,5000 MONTE VISTA ST,,34.1109,-118.2016,,,,,,,,,,,,,,,
210610240,6,Hollywood,648,HOLLYWOOD,ST ANDREWS,34.1,-118.3113,,,,,,,,,,,,,,,
210807073,8,West LA,898,8900 W 25TH ST,,34.0385,-118.3854,,,,,,,,,,,,,,,
211420203,14,Pacific,1412,00 ROSE AV,,33.9953,-118.4794,,,,,,,,,,,,,,,
210121606,1,Central,144,400 S SPRING ST,,34.0482,-118.2489,,,,,,,,,,,,,,,
210122284,1,Central,119,800 N ALAMEDA ST,,34.0561,-118.2375,,,,,,,,,,,,,,,
212015407,20,Olympic,2023,400 S KINGSLEY DR,,34.0654,-118.3028,,,,,,,,,,,,,,,
221504436,15,N Hollywood,1557,10900 HARTSOOK ST,,34.1636,-118.3681,,,,,,,,,,,,,,,
210916712,9,Van Nuys,939,13100 OXNARD ST,,34.1794,-118.4189,,,,,,,,,,,,,,,
211013085,10,West Valley,1043,18500 COLLINS ST,,34.1745,-118.5407,,,,,,,,,,,,,,,
210915211,9,Van Nuys,929,6500 WOODMAN AV,,34.1887,-118.4313,,,,,,,,,,,,,,,
211418565,14,Pacific,1454,13400 MAXELLA AV,,33.987,-118.4407,,,,,,,,,,,,,,,
211507220,15,N Hollywood,1567,RIVERSIDE DR,LANKERSHIM BL,34.1523,-118.3664,,,,,,,,,,,,,,,
212014610,20,Olympic,2011,W 3RD ST,S MANHATTAN,34.069,-118.3104,,,,,,,,,,,,,,,
210409128,4,Hollenbeck,468,3000 E 4TH ST,,34.0388,-118.1987,,,,,,,,,,,,,,,
210817931,8,West LA,836,1800 PELHAM AV,,34.0516,-118.4316,,,,,,,,,,,,,,,
211422628,14,Pacific,1458,11300 CULVER BL,,33.9998,-118.4138,,,,,,,,,,,,,,,
210109863,1,Central,182,1200 S HOPE ST,,34.0406,-118.2646,,,,,,,,,,,,,,,
210320660,3,Southwest,328,700 W 27TH ST,,34.0281,-118.2788,,,,,,,,,,,,,,,
211408655,14,Pacific,1425,3200 SAWTELLE BL,,34.0234,-118.4292,,,,,,,,,,,,,,,
210815378,8,West LA,898,2300 S CORNING ST,,34.0387,-118.3804,,,,,,,,,,,,,,,
210708957,7,Wilshire,735,600 S DUNSMUIR AV,,34.0629,-118.3483,,,,,,,,,,,,,,,
211407478,14,Pacific,1409,3700 BAGLEY AV,,34.0259,-118.3955,,,,,,,,,,,,,,,
210119865,1,Central,182,1200 S HOPE ST,,34.0406,-118.2646,,,,,,,,,,,,,,,
211412371,14,Pacific,1472,MANCHESTER AV,PERSHING DR,33.9564,-118.4424,,,,,,,,,,,,,,,
210318544,3,Southwest,325,2800 ELLENDALE PL,,34.0307,-118.2923,,,,,,,,,,,,,,,
211422772,14,Pacific,1452,00 UNION JACK ST,,33.968,-118.4575,,,,,,,,,,,,,,,
210808838,8,West LA,855,1400 CAMDEN AV,,34.0514,-118.445,,,,,,,,,,,,,,,
210815223,8,West LA,853,11500 SANTA MONICA BL,,34.0454,-118.4522,,,,,,,,,,,,,,,
211409267,14,Pacific,1441,OCEAN FRONT WK,28TH,33.9806,-118.4682,,,,,,,,,,,,,,,
220706270,7,Wilshire,732,6200 WILSHIRE BL,,34.0665,-118.3662,,,,,,,,,,,,,,,
211416867,14,Pacific,1443,900 VENICE BL,,33.9926,-118.4556,,,,,,,,,,,,,,,
211904648,19,Mission,1985,ROSCOE BL,LENNOX AV,34.2216,-118.446,,,,,,,,,,,,,,,
211404775,14,Pacific,1454,13400 MAXELLA AV,,33.987,-118.4407,,,,,,,,,,,,,,,
210317268,3,Southwest,357,1200 W 37TH PL,,34.02,-118.2944,,,,,,,,,,,,,,,
210817299,8,West LA,839,AVENUE OF THE STARS,CONSTELLATION,34.0598,-118.4169,,,,,,,,,,,,,,,
212116829,21,Topanga,2157,21000 KITTRIDGE ST,,34.1911,-118.5906,,,,,,,,,,,,,,,
211714362,17,Devonshire,1762,21100 PLUMMER ST,,34.2465,-118.5841,,,,,,,,,,,,,,,
211715928,17,Devonshire,1752,9900 LURLINE AV,,34.2536,-118.5913,,,,,,,,,,,,,,,
210807989,8,West LA,832,11800 MAYFIELD AV,,34.0493,-118.4666,,,,,,,,,,,,,,,
212016309,20,Olympic,2004,4500 OAKWOOD AV,,34.0776,-118.3054,,,,,,,,,,,,,,,
211408773,14,Pacific,1464,13000 VILLOSA PL,,33.9735,-118.4256,,,,,,,,,,,,,,,
210112266,1,Central,111,COLLEGE,SPRING,34.0637,-118.2361,,,,,,,,,,,,,,,
211407814,14,Pacific,1438,3600 KELTON AV,,34.018,-118.4134,,,,,,,,,,,,,,,
210612369,6,Hollywood,629,CANYON,TUXEDO,34.115,-118.3161,,,,,,,,,,,,,,,
211406038,14,Pacific,1456,4400 S CENTINELA AV,,33.994,-118.4248,,,,,,,,,,,,,,,
210514798,5,Harbor,564,BERTH 34,BERTH 34,33.741,-118.2838,,,,,,,,,,,,,,,
211410027,14,Pacific,1432,700 CALIFORNIA AV,,33.9934,-118.4641,,,,,,,,,,,,,,,
210609634,6,Hollywood,649,N KINGSLEY DR,HOLLYWOOD,34.1017,-118.3033,,,,,,,,,,,,,,,
211713972,17,Devonshire,1785,18300 RAYEN ST,,34.2319,-118.5324,,,,,,,,,,,,,,,
210314786,3,Southwest,325,2800 ELLENDALE PL,,34.0307,-118.2923,,,,,,,,,,,,,,,
211505488,15,N Hollywood,1548,11100 WEDDINGTON ST,,34.167,-118.3748,,,,,,,,,,,,,,,
211410406,14,Pacific,1406,3800 KEYSTONE AV,,34.0189,-118.4056,,,,,,,,,,,,,,,
210211889,2,Rampart,241,300 S RENO ST,,34.0667,-118.2843,,,,,,,,,,,,,,,
210818027,8,West LA,852,11700 SANTA MONICA BL,,34.0435,-118.4565,,,,,,,,,,,,,,,
220804779,8,West LA,855,1700 GLENDON AV,,34.0522,-118.4378,,,,,,,,,,,,,,,
210811900,8,West LA,837,10900 STRATHMORE DR,,34.0678,-118.4512,,,,,,,,,,,,,,,
210315478,3,Southwest,328,700 W 27TH ST,,34.0281,-118.2788,,,,,,,,,,,,,,,
210612802,6,Hollywood,645,HOLLYWOOD BL,HIGHLAND,34.1016,-118.3387,,,,,,,,,,,,,,,
210816354,8,West LA,833,10900 WILSHIRE BL,,34.0586,-118.4446,,,,,,,,,,,,,,,
211406816,14,Pacific,1463,13100 FOUNTAIN PARK DR,,33.9747,-118.4287,,,,,,,,,,,,,,,
210608682,6,Hollywood,622,7200 HILLSIDE AV,,34.1046,-118.3489,,,,,,,,,,,,,,,
210121034,1,Central,162,800 S HOPE ST,,34.046,-118.2595,,,,,,,,,,,,,,,
211513002,15,N Hollywood,1555,5000 KLUMP AV,,34.1608,-118.3758,,,,,,,,,,,,,,,
210806445,8,West LA,834,10600 KINNARD AV,,34.0559,-118.4322,,,,,,,,,,,,,,,
210806289,8,West LA,835,1900 MALCOLM AV,,34.0478,-118.4324,,,,,,,,,,,,,,,
211311992,13,Newton,1307,GLADYS AV,E 8TH ST,34.0359,-118.246,,,,,,,,,,,,,,,
210115250,1,Central,119,800 N ALAMEDA ST,,34.0561,-118.2375,,,,,,,,,,,,,,,
211311431,13,Newton,1371,100 W 54TH ST,,33.9933,-118.2743,,,,,,,,,,,,,,,
210716736,7,Wilshire,762,1400 STEARNS DR,,34.0519,-118.3712,,,,,,,,,,,,,,,
211516016,15,N Hollywood,1583,4100 TUJUNGA AV,,34.1451,-118.3875,,,,,,,,,,,,,,,
210109945,1,Central,156,500 WALL ST,,34.044,-118.2467,,,,,,,,,,,,,,,
210118706,1,Central,139,900 E 3RD ST,,34.0459,-118.2352,,,,,,,,,,,,,,,
210604420,6,Hollywood,644,1300 N DETROIT ST,,34.0943,-118.3452,,,,,,,,,,,,,,,
211407952,14,Pacific,1432,1600 ABBOT KINNEY BL,,33.9934,-118.46,,,,,,,,,,,,,,,
211222862,12,77th Street,1251,7700 S VICTORIA AV,,33.9691,-118.333,,,,,,,,,,,,,,,
210808577,8,West LA,882,1900 SAWTELLE BL,,34.041,-118.4437,,,,,,,,,,,,,,,
210122368,1,Central,185,1100 S HILL ST,,34.0395,-118.2604,,,,,,,,,,,,,,,
210119081,1,Central,163,700 S BROADWAY,,34.0444,-118.2541,,,,,,,,,,,,,,,
211109886,11,Northeast,1148,4800 SYCAMORE TR,,34.1023,-118.2034,,,,,,,,,,,,,,,
210609938,6,Hollywood,666,WILCOX,FOUNTAIN,34.0943,-118.331,,,,,,,,,,,,,,,
210204062,2,Rampart,256,1900 W 6TH ST,,34.0585,-118.2725,,,,,,,,,,,,,,,
210117988,1,Central,162,700 W 7TH ST,,34.048,-118.2577,,,,,,,,,,,,,,,
211416586,14,Pacific,1443,700 CRESTMOORE PL,,33.9894,-118.4561,,,,,,,,,,,,,,,
211409014,14,Pacific,1452,3100 VIA DOLCE,,33.979,-118.4621,,,,,,,,,,,,,,,
210606975,6,Hollywood,646,1300 N JUNE ST,,34.0944,-118.3342,,,,,,,,,,,,,,,
210605646,6,Hollywood,666,6100 FOUNTAIN AV,,34.0944,-118.3234,,,,,,,,,,,,,,,
210907667,9,Van Nuys,961,4900 N SEPULVEDA BL,,34.16,-118.4661,,,,,,,,,,,,,,,
210711384,7,Wilshire,702,700 N GARDNER ST,,34.0837,-118.3533,,,,,,,,,,,,,,,
212111148,21,Topanga,2134,7100 SHOUP AV,,34.1996,-118.6147,,,,,,,,,,,,,,,
210413059,4,Hollenbeck,463,CUMMINGS ST,CESAR E CHAVEZ AV,34.049,-118.2127,,,,,,,,,,,,,,,
210914886,9,Van Nuys,971,15300 VENTURA BL,,34.1564,-118.463,,,,,,,,,,,,,,,
210913180,9,Van Nuys,914,14600 GAULT ST,,34.1994,-118.453,,,,,,,,,,,,,,,
210604946,6,Hollywood,645,1700 EL CERRITO PL,,34.1015,-118.3447,,,,,,,,,,,,,,,
210918102,9,Van Nuys,909,7200 WOODMAN AV,,34.2012,-118.4312,,,,,,,,,,,,,,,
212107021,21,Topanga,2114,8100 MOORCROFT AV,,34.2167,-118.6114,,,,,,,,,,,,,,,
211419217,14,Pacific,1491,12000 VISTA DEL MAR,,33.9355,-118.4386,,,,,,,,,,,,,,,
210110474,1,Central,152,600 S FIGUEROA ST,,34.0505,-118.2588,,,,,,,,,,,,,,,
212107312,21,Topanga,2143,22800 VICTORY BL,,34.1865,-118.6238,,,,,,,,,,,,,,,
210112762,1,Central,162,7TH ST,HOPE,34.048,-118.2577,,,,,,,,,,,,,,,
211910193,19,Mission,1984,8500 WILLIS AV,,34.2247,-118.4553,,,,,,,,,,,,,,,
210318593,3,Southwest,327,1100 W 28TH ST,,34.0294,-118.2846,,,,,,,,,,,,,,,
210314884,3,Southwest,308,2300 PORTLAND ST,,34.0334,-118.2813,,,,,,,,,,,,,,,
211418791,14,Pacific,1445,12800 CASWELL AV,,33.9972,-118.4393,,,,,,,,,,,,,,,
211423710,14,Pacific,1464,12600 VILLAGE LN,,33.9779,-118.4142,,,,,,,,,,,,,,,
211413470,14,Pacific,1465,5300 MESMER AV,,33.9895,-118.4063,,,,,,,,,,,,,,,
210708064,7,Wilshire,702,900 N MARTEL AV,,34.0871,-118.3511,,,,,,,,,,,,,,,
210113019,1,Central,143,400 S SPRING ST,,34.0488,-118.25,,,,,,,,,,,,,,,
211109396,11,Northeast,1162,4500 FOUNTAIN AV,,34.0957,-118.2872,,,,,,,,,,,,,,,
211406300,14,Pacific,1464,12600 VILLAGE LN,,33.9778,-118.4145,,,,,,,,,,,,,,,
212006365,20,Olympic,2024,3700 WILSHIRE BL,,34.0636,-118.3047,,,,,,,,,,,,,,,
211407581,14,Pacific,1453,13400 BEACH AV,,33.9901,-118.4467,,,,,,,,,,,,,,,
210813721,8,West LA,851,1500 AMHERST AV,,34.0392,-118.4633,,,,,,,,,,,,,,,
210614789,6,Hollywood,645,1300 N ORANGE DR,,34.0943,-118.3415,,,,,,,,,,,,,,,
210613997,6,Hollywood,635,6600 FRANKLIN AV,,34.1079,-118.3337,,,,,,,,,,,,,,,
211108795,11,Northeast,1116,5000 ALDAMA ST,,34.1154,-118.2031,,,,,,,,,,,,,,,
210814630,8,West LA,855,1600 CAMDEN AV,,34.0487,-118.4426,,,,,,,,,,,,,,,
210318487,3,Southwest,308,2300 SCARFF ST,,34.0347,-118.2809,,,,,,,,,,,,,,,
211106030,11,Northeast,1143,3300 ROWENA AV,,34.111,-118.2796,,,,,,,,,,,,,,,
210815308,8,West LA,855,1400 S BENTLEY AV,,34.0509,-118.4459,,,,,,,,,,,,,,,
211714393,17,Devonshire,1762,PLUMMER ST,VARIEL AV,34.2427,-118.5928,,,,,,,,,,,,,,,
210106240,1,Central,182,500 W OLYMPIC BL,,34.043,-118.2606,,,,,,,,,,,,,,,
210710150,7,Wilshire,735,600 S COCHRAN AV,,34.0623,-118.3472,,,,,,,,,,,,,,,
211412513,14,Pacific,1432,1600 OAKWOOD AV,,33.9936,-118.4608,,,,,,,,,,,,,,,
210911923,9,Van Nuys,985,14200 DICKENS ST,,34.1486,-118.4425,,,,,,,,,,,,,,,
210812649,8,West LA,896,9800 NATIONAL BL,,34.0313,-118.4007,,,,,,,,,,,,,,,
210108956,1,Central,162,800 W 7TH ST,,34.0487,-118.2588,,,,,,,,,,,,,,,
210112464,1,Central,182,1200 S HOPE ST,,34.0406,-118.2646,,,,,,,,,,,,,,,
210319555,3,Southwest,338,1200 W 30TH ST,,34.0274,-118.29,,,,,,,,,,,,,,,
210207435,2,Rampart,256,WILSHIRE BL,S UNION AV,34.0554,-118.2702,,,,,,,,,,,,,,,
211112087,11,Northeast,1128,6300 MERIDIAN ST,,34.1201,-118.1787,,,,,,,,,,,,,,,
211409080,14,Pacific,1415,1400 ELKGROVE CI,,34.0011,-118.4582,,,,,,,,,,,,,,,
210804713,8,West LA,833,WILSHIRE BL,MIDVALE,34.0585,-118.445,,,,,,,,,,,,,,,
210316701,3,Southwest,329,2800 S FIGUEROA ST,,34.0263,-118.2772,,,,,,,,,,,,,,,
212115041,21,Topanga,2146,6900 ALABAMA AV,,34.1956,-118.599,,,,,,,,,,,,,,,
211412786,14,Pacific,1449,11400 VENICE BL,,34.0102,-118.4218,,,,,,,,,,,,,,,
210813350,8,West LA,841,1200 AMHERST AV,,34.043,-118.4678,,,,,,,,,,,,,,,
211009653,10,West Valley,1018,15900 SHERMAN WY,,34.2013,-118.4756,,,,,,,,,,,,,,,
212013439,20,Olympic,2088,1500 W WASHINGTON BL,,34.0421,-118.2879,,,,,,,,,,,,,,,
212005403,20,Olympic,2044,900 S ARDMORE AV,,34.0545,-118.302,,,,,,,,,,,,,,,
210319143,3,Southwest,338,3100 ORCHARD AV,,34.0261,-118.2882,,,,,,,,,,,,,,,
210609940,6,Hollywood,666,WILCOX,FOUNTAIN,34.0943,-118.331,,,,,,,,,,,,,,,
210319016,3,Southwest,358,1000 W 34TH ST,,34.024,-118.2869,,,,,,,,,,,,,,,
212016387,20,Olympic,2031,600 S WESTERN AV,,34.0599,-118.3139,,,,,,,,,,,,,,,
210810237,8,West LA,842,1200 ARMACOST AV,,34.0462,-118.4639,,,,,,,,,,,,,,,
211411111,14,Pacific,1454,MARINA POINTE DR,LINCOLN,33.9832,-118.4327,,,,,,,,,,,,,,,
211416523,14,Pacific,1446,3800 S CENTINELA AV,,34.0032,-118.4331,,,,,,,,,,,,,,,
221404261,14,Pacific,1409,3500 HUGHES AV,,34.029,-118.4031,,,,,,,,,,,,,,,
210806659,8,West LA,832,11600 DARLINGTON AV,,34.0507,-118.4667,,,,,,,,,,,,,,,
210916119,9,Van Nuys,969,5000 COLDWATER CANYON AV,,34.1613,-118.4138,,,,,,,,,,,,,,,
211907981,19,Mission,1985,8400 VAN NUYS BL,,34.2229,-118.4487,,,,,,,,,,,,,,,
211518709,15,N Hollywood,1545,12000 ALBERS ST,,34.1703,-118.3954,,,,,,,,,,,,,,,
220804064,8,West LA,853,1500 COLBY AV,,34.0461,-118.4539,,,,,,,,,,,,,,,
210816841,8,West LA,859,CORNING,PICO,34.0495,-118.3805,,,,,,,,,,,,,,,
211518087,15,N Hollywood,1581,4300 BABCOCK AV,,34.1486,-118.4063,,,,,,,,,,,,,,,
211310708,13,Newton,1313,700 E 18TH ST,,34.0283,-118.2562,,,,,,,,,,,,,,,
211513857,15,N Hollywood,1525,6200 MORELLA AV,,34.183,-118.39,,,,,,,,,,,,,,,
210704732,7,Wilshire,734,300 HAUSER BL,,34.0693,-118.351,,,,,,,,,,,,,,,
211408609,14,Pacific,1431,17TH AV,SPEEDWAY,33.9863,-118.4728,,,,,,,,,,,,,,,
210807533,8,West LA,836,1900 S BEVERLY GLEN BL,,34.0548,-118.4231,,,,,,,,,,,,,,,
211417723,14,Pacific,1432,1600 ABBOT KINNEY BL,,33.9934,-118.46,,,,,,,,,,,,,,,
210805442,8,West LA,885,10500 ROUNTREE RD,,34.0382,-118.4185,,,,,,,,,,,,,,,
210807557,8,West LA,839,10200 SANTA MONICA BL,,34.06,-118.42,,,,,,,,,,,,,,,
211413024,14,Pacific,1488,8800 BELFORD AV,,33.9563,-118.384,,,,,,,,,,,,,,,
210616972,6,Hollywood,678,800 N HOBART BL,,34.0852,-118.3051,,,,,,,,,,,,,,,
211009203,10,West Valley,1031,6200 CALVIN AV,,34.1826,-118.5558,,,,,,,,,,,,,,,
210616805,6,Hollywood,647,1500 VINE ST,,0,0,,,,,,,,,,,,,,,
210813287,8,West LA,855,1400 VETERAN AV,,34.0517,-118.442,,,,,,,,,,,,,,,
210318844,3,Southwest,356,1400 W 37TH ST,,34.021,-118.3029,,,,,,,,,,,,,,,
211508822,15,N Hollywood,1549,5400 LANKERSHIM BL,,34.1689,-118.3771,,,,,,,,,,,,,,,
210111235,1,Central,182,HOPE,OLYMPIC BL,34.0437,-118.2617,,,,,,,,,,,,,,,
210107557,1,Central,141,300 S FIGUEROA ST,,34.0542,-118.2566,,,,,,,,,,,,,,,
211417218,14,Pacific,1415,INDIANA AV,LINCOLN BL,33.9996,-118.4634,,,,,,,,,,,,,,,
211414205,14,Pacific,1483,8700 PERSHING DR,,33.9538,-118.4407,,,,,,,,,,,,,,,
210708103,7,Wilshire,777,1700 BUCKINGHAM RD,,34.0405,-118.336,,,,,,,,,,,,,,,
210312795,3,Southwest,333,3600 CRENSHAW BL,,34.0239,-118.3351,,,,,,,,,,,,,,,
212107934,21,Topanga,2138,20400 COHASSET ST,,34.2071,-118.5775,,,,,,,,,,,,,,,
211411940,14,Pacific,1407,VENICE,MOTOR,34.0205,-118.404,,,,,,,,,,,,,,,
210608878,6,Hollywood,666,6100 DE LONGPRE AV,,34.0962,-118.3237,,,,,,,,,,,,,,,
210217120,2,Rampart,236,300 N WESTLAKE AV,,34.0687,-118.2672,,,,,,,,,,,,,,,
210512731,5,Harbor,558,600 N HARBOR BL,,33.7483,-118.2804,,,,,,,,,,,,,,,
211407989,14,Pacific,1432,800 SUPERBA AV,,33.9932,-118.4599,,,,,,,,,,,,,,,
211415969,14,Pacific,1453,4000 GLENCOE AV,,33.9918,-118.4446,,,,,,,,,,,,,,,
210109440,1,Central,138,4TH ST,LOS ANGELES,34.0473,-118.2462,,,,,,,,,,,,,,,
212111149,21,Topanga,2158,21000 ERWIN ST,,34.1828,-118.5916,,,,,,,,,,,,,,,
210707919,7,Wilshire,701,700 N ORLANDO AV,,34.0836,-118.3731,,,,,,,,,,,,,,,
210107219,1,Central,159,600 S SANTA FE AV,,34.0364,-118.2303,,,,,,,,,,,,,,,
211510252,15,N Hollywood,1549,BURBANK,CAHUENGA,34.1721,-118.3616,,,,,,,,,,,,,,,
210817840,8,West LA,837,500 LANDFAIR AV,,34.0673,-118.4498,,,,,,,,,,,,,,,
221405002,14,Pacific,1474,80TH ST,LOYOLA BL,33.9659,-118.4167,,,,,,,,,,,,,,,
210113510,1,Central,159,PALMETTO ST,COLYTON ST,34.0401,-118.236,,,,,,,,,,,,,,,
210209885,2,Rampart,236,200 N UNION AV,,34.0657,-118.268,,,,,,,,,,,,,,,
211409486,14,Pacific,1428,10700 PALMS BL,,34.0265,-118.4184,,,,,,,,,,,,,,,
210215452,2,Rampart,245,WILSHIRE,ALVARADO,34.0584,-118.2763,,,,,,,,,,,,,,,
211318140,13,Newton,1303,1100 SAN JULIAN ST,,34.0344,-118.2544,,,,,,,,,,,,,,,
210709807,7,Wilshire,729,200 N ARDEN BL,,34.0746,-118.326,,,,,,,,,,,,,,,
211116611,11,Northeast,1125,4600 YORK BL,,34.1231,-118.2156,,,,,,,,,,,,,,,
210620811,6,Hollywood,638,1800 N GRAMERCY PL,,34.1036,-118.3123,,,,,,,,,,,,,,,
211422995,14,Pacific,1463,13100 FOUNTAIN PARK DR,,33.9747,-118.4287,,,,,,,,,,,,,,,
210811873,8,West LA,859,8600 W PICO BL,,34.0538,-118.3785,,,,,,,,,,,,,,,
211914663,19,Mission,1916,HUBBARD ST,BORDEN AV,34.3021,-118.4362,,,,,,,,,,,,,,,
211416952,14,Pacific,1493,12200 VISTA DEL MAR,,33.9281,-118.4336,,,,,,,,,,,,,,,
210117745,1,Central,162,7TH ST,HOPE,34.048,-118.2577,,,,,,,,,,,,,,,
210317230,3,Southwest,308,2300 PORTLAND ST,,34.0334,-118.2813,,,,,,,,,,,,,,,
212111943,21,Topanga,2157,6600 VARIEL AV,,34.1892,-118.5928,,,,,,,,,,,,,,,
211405868,14,Pacific,1441,OCEAN FRONT WK,N VENICE BL,33.9842,-118.4714,,,,,,,,,,,,,,,
210811143,8,West LA,836,2000 S BEVERLY GLEN BL,,34.0532,-118.4226,,,,,,,,,,,,,,,
210708555,7,Wilshire,713,400 N GENESEE AV,,34.0782,-118.3584,,,,,,,,,,,,,,,
210509594,5,Harbor,541,1400 BRETT PL,,33.7553,-118.3056,,,,,,,,,,,,,,,
210613173,6,Hollywood,632,1500 N HAYWORTH AV,,34.098,-118.3629,,,,,,,,,,,,,,,
220804268,8,West LA,897,3300 S CANFIELD AV,,34.0313,-118.3947,,,,,,,,,,,,,,,
210109991,1,Central,162,700 S FLOWER ST,,34.0477,-118.2597,,,,,,,,,,,,,,,
210814121,8,West LA,852,1500 GRANVILLE AV,,34.0426,-118.458,,,,,,,,,,,,,,,
210814730,8,West LA,833,10900 WELLWORTH AV,,34.0569,-118.4431,,,,,,,,,,,,,,,
210810974,8,West LA,827,500 S BARRINGTON AV,,34.0604,-118.4684,,,,,,,,,,,,,,,
210807436,8,West LA,847,2300 PELHAM AV,,34.0428,-118.4241,,,,,,,,,,,,,,,
212118068,21,Topanga,2125,OWENSMOUTH AV,SATICOY ST,34.2083,-118.6016,,,,,,,,,,,,,,,
210810686,8,West LA,827,600 S BARRINGTON AV,,34.0563,-118.4677,,,,,,,,,,,,,,,
210112388,1,Central,139,900 E 3RD ST,,34.0459,-118.2352,,,,,,,,,,,,,,,
211409933,14,Pacific,1441,400 S VENICE BL,,33.9858,-118.4676,,,,,,,,,,,,,,,
220304814,3,Southwest,328,700 W 28TH ST,,34.027,-118.2794,,,,,,,,,,,,,,,
210106582,1,Central,174,700 S MAIN ST,,34.0437,-118.2518,,,,,,,,,,,,,,,
210113373,1,Central,111,600 N GRAND AV,,34.0607,-118.2435,,,,,,,,,,,,,,,
210611752,6,Hollywood,637,6200 HOLLYWOOD BL,,34.103,-118.3225,,,,,,,,,,,,,,,
211713489,17,Devonshire,1792,CORBIN AV,PARTHENIA ST,34.2282,-118.5623,,,,,,,,,,,,,,,
211404478,14,Pacific,1453,4000 REDWOOD AV,,33.9906,-118.4391,,,,,,,,,,,,,,,
210907333,9,Van Nuys,911,15300 VANOWEN ST,,34.1939,-118.467,,,,,,,,,,,,,,,
211410447,14,Pacific,1409,9800 HANNUM DR,,34.0271,-118.4017,,,,,,,,,,,,,,,
211714858,17,Devonshire,1764,19600 NORDHOFF ST,,34.2355,-118.5602,,,,,,,,,,,,,,,
211419576,14,Pacific,1454,13400 MAXELLA AV,,33.987,-118.4407,,,,,,,,,,,,,,,
210215663,2,Rampart,231,100 S VENDOME ST,,34.0703,-118.2832,,,,,,,,,,,,,,,
211411941,14,Pacific,1431,OCEAN FRONT WK,VENICE,33.9842,-118.4714,,,,,,,,,,,,,,,
211419170,14,Pacific,1456,11700 COURTLEIGH DR,,33.9974,-118.4188,,,,,,,,,,,,,,,
210415369,4,Hollenbeck,411,BARRANCA ST,SAN FERNANDO RD,34.0769,-118.2214,,,,,,,,,,,,,,,
211913110,19,Mission,1994,14800 CANTARA ST,,34.2193,-118.4564,,,,,,,,,,,,,,,
212010532,20,Olympic,2033,800 S SERRANO AV,,34.0572,-118.3066,,,,,,,,,,,,,,,
210606190,6,Hollywood,615,2800 WESTSHIRE DR,,34.1267,-118.3316,,,,,,,,,,,,,,,
210815046,8,West LA,853,1700 SAWTELLE BL,,34.0453,-118.4474,,,,,,,,,,,,,,,
211510024,15,N Hollywood,1535,LANKERSHIM,CALIFA,34.1775,-118.3822,,,,,,,,,,,,,,,
210109827,1,Central,142,4TH ST,FLOWER,34.0532,-118.2555,,,,,,,,,,,,,,,
210118861,1,Central,192,400 W PICO BL,,34.0389,-118.2643,,,,,,,,,,,,,,,
210119864,1,Central,142,400 S FIGUEROA ST,,34.0533,-118.2561,,,,,,,,,,,,,,,
211115526,11,Northeast,1118,5800 MARMION WY,,34.111,-118.1925,,,,,,,,,,,,,,,
211416346,14,Pacific,1433,1200 VENICE BL,,33.9945,-118.452,,,,,,,,,,,,,,,
211509572,15,N Hollywood,1567,10600 BLOOMFIELD ST,,34.1496,-118.3615,,,,,,,,,,,,,,,
