DR_NO	Date Rptd	DATE OCC	TIME OCC	AREA	AREA NAME	Rpt Dist No	Part 1-2	Crm Cd	Vict Age	Vict Sex	Vict Descent	LAT	LON
232007295	03/22/2023 12:00:00 AM	03/01/2020 12:00:00 AM	900	20	Olympic	2022	2	624	46	F	H	34.0635	-118.311
231510507	06/01/2023 12:00:00 AM	09/06/2020 12:00:00 AM	1700	15	N Hollywood	1532	2	354	31	F	B	34.1797	-118.4014
210604151	01/05/2021 12:00:00 AM	12/31/2020 12:00:00 AM	1620	6	Hollywood	668	1	442	0	Others	X	34.0981	-118.3103
232017258	10/16/2023 12:00:00 AM	01/28/2020 12:00:00 AM	1305	20	Olympic	2046	2	354	32	M	W	34.0577	-118.2941
230109313	03/25/2023 12:00:00 AM	02/25/2020 12:00:00 AM	1045	1	Central	162	2	354	27	M	O	34.0466	-118.259
221504303	01/09/2022 12:00:00 AM	12/01/2020 12:00:00 AM	2300	15	N Hollywood	1539	1	821	24	M	H	34.1758	-118.3643
230808592	04/03/2023 12:00:00 AM	10/12/2020 12:00:00 AM	1340	8	West LA	806	2	354	55	F	W	34.0894	-118.4418
240304549	01/11/2024 12:00:00 AM	06/10/2020 12:00:00 AM	1655	3	Southwest	314	2	354	34	F	B	34.0328	-118.323
231107472	04/04/2023 12:00:00 AM	07/15/2020 12:00:00 AM	1445	11	Northeast	1169	2	354	17	F	B	34.1039	-118.2014
220910836	06/27/2022 12:00:00 AM	06/25/2020 12:00:00 AM	2000	9	Van Nuys	926	2	740	24	F	B	34.193	-118.4378
230212110	06/08/2023 12:00:00 AM	07/03/2020 12:00:00 AM	1300	2	Rampart	245	2	354	24	M	B	34.0613	-118.2765
221916217	10/28/2022 12:00:00 AM	12/23/2020 12:00:00 AM	1	19	Mission	1912	2	354	58	M	H	34.3184	-118.467
220909185	05/15/2022 12:00:00 AM	12/01/2020 12:00:00 AM	1	9	Van Nuys	933	2	812	12	F	H	34.1817	-118.4509
201410297	05/01/2020 12:00:00 AM	04/30/2020 12:00:00 AM	1900	14	Pacific	1438	1	510	0			34.0172	-118.4148
231420990	11/26/2023 12:00:00 AM	12/28/2020 12:00:00 AM	2130	14	Pacific	1435	2	626	21	F	A	34.0123	-118.4328
222005168	01/07/2022 12:00:00 AM	02/10/2020 12:00:00 AM	1410	20	Olympic	2044	2	354	30	M	K	34.0559	-118.3042
231204321	01/02/2023 12:00:00 AM	07/02/2020 12:00:00 AM	1520	12	77th Street	1266	2	354	27	F	B	33.9669	-118.2813
231717133	11/02/2023 12:00:00 AM	12/02/2020 12:00:00 AM	900	17	Devonshire	1785	1	310	51	F	H	34.2319	-118.5425
232009763	04/21/2023 12:00:00 AM	11/23/2020 12:00:00 AM	1700	20	Olympic	2042	2	354	68	M	K	34.0564	-118.3131
231513372	08/10/2023 12:00:00 AM	08/10/2020 12:00:00 AM	135	15	N Hollywood	1555	2	354	0	M	O	34.1611	-118.3723
221013527	09/02/2022 12:00:00 AM	01/14/2020 12:00:00 AM	200	10	West Valley	1004	2	922	44	M	O	34.2177	-118.5317
221609445	06/13/2022 12:00:00 AM	01/01/2020 12:00:00 AM	1200	16	Foothill	1664	2	354	61	M	W	34.2457	-118.385
222017127	11/14/2022 12:00:00 AM	03/01/2020 12:00:00 AM	700	20	Olympic	2062	2	354	53	F	A	34.0506	-118.3127
220813395	08/17/2022 12:00:00 AM	11/22/2020 12:00:00 AM	1300	8	West LA	841	2	649	63	F	W	34.046	-118.4652
220609056	04/15/2022 12:00:00 AM	04/04/2020 12:00:00 AM	1200	6	Hollywood	636	2	354	21	F	W	34.1034	-118.3325
