DR_NO	Date Rptd	DATE OCC	TIME OCC	AREA	AREA NAME	Rpt Dist No	Part 1-2	Crm Cd	Vict Age	Vict Sex	Vict Descent	LAT	LON
231208405	02/24/2023 12:00:00 AM	02/24/2020 12:00:00 AM	1210	12	77th Street	1265	2	354	41	F	B	33.9618	-118.3025
221407872	03/20/2022 12:00:00 AM	04/01/2020 12:00:00 AM	1200	14	Pacific	1453	1	310	65	F	O	33.9918	-118.4446
231306429	02/16/2023 12:00:00 AM	01/01/2020 12:00:00 AM	1410	13	Newton	1362	2	354	30	F	H	34.0011	-118.2718
221407832	03/18/2021 12:00:00 AM	12/14/2020 12:00:00 AM	805	14	Pacific	1496	2	668	0			33.9472	-118.3909
232110766	06/22/2023 12:00:00 AM	09/09/2020 12:00:00 AM	1300	21	Topanga	2189	2	662	50	F	A	34.1719	-118.5682
221307404	03/04/2022 12:00:00 AM	11/16/2020 12:00:00 AM	200	13	Newton	1372	2	626	33	F	H	33.9924	-118.272
221211864	05/12/2022 12:00:00 AM	01/01/2020 12:00:00 AM	1200	12	77th Street	1233	1	121	15	F	B	33.9892	-118.3089
221715312	10/16/2022 12:00:00 AM	07/11/2020 12:00:00 AM	200	17	Devonshire	1712	2	626	30	M	O	34.2854	-118.5601
230618649	12/06/2023 12:00:00 AM	08/01/2020 12:00:00 AM	1	6	Hollywood	646	1	341	36	M	B	34.0998	-118.3288
230309680	04/18/2023 12:00:00 AM	02/02/2020 12:00:00 AM	830	3	Southwest	373	2	354	26	F	B	34.0171	-118.3329
220220487	11/20/2022 12:00:00 AM	09/14/2020 12:00:00 AM	1530	2	Rampart	205	2	354	35	F	B	34.0795	-118.2729
221916131	10/26/2022 12:00:00 AM	03/26/2020 12:00:00 AM	2125	19	Mission	1994	2	354	38	M	H	34.2184	-118.4547
221005218	02/02/2022 12:00:00 AM	09/09/2020 12:00:00 AM	1500	10	West Valley	1043	2	354	38	M	O	34.1775	-118.536
231804643	01/10/2023 12:00:00 AM	01/01/2020 12:00:00 AM	800	18	Southeast	1864	2	812	12	F	H	33.9309	-118.2586
231715652	09/23/2023 12:00:00 AM	01/17/2020 12:00:00 AM	1215	17	Devonshire	1761	2	354	41	M	H	34.2427	-118.5976
220817354	11/28/2022 12:00:00 AM	08/01/2020 12:00:00 AM	1	8	West LA	801	2	354	46	F	H	34.0764	-118.5628
231218894	09/04/2023 12:00:00 AM	02/02/2020 12:00:00 AM	1200	12	77th Street	1256	2	626	20	F	H	33.9718	-118.2783
230504426	01/10/2023 12:00:00 AM	10/31/2020 12:00:00 AM	1400	5	Harbor	506	2	354	39	M	H	33.8335	-118.3017
221917878	12/13/2022 12:00:00 AM	08/01/2020 12:00:00 AM	1200	19	Mission	1907	2	812	11	F	H	34.3063	-118.423
231212872	05/26/2023 12:00:00 AM	11/06/2020 12:00:00 AM	2355	12	77th Street	1283	2	354	44	M	B	33.9455	-118.3093
220512200	08/05/2022 12:00:00 AM	08/05/2020 12:00:00 AM	1640	5	Harbor	524	2	956	25	M	H	33.7731	-118.2749
220604150	01/04/2022 12:00:00 AM	03/16/2020 12:00:00 AM	1200	6	Hollywood	632	1	341	70	M	W	34.0999	-118.3643
220109442	04/01/2022 12:00:00 AM	01/01/2020 12:00:00 AM	1	1	Central	111	2	354	75	F	H	34.0645	-118.2432
231412095	06/09/2023 12:00:00 AM	06/19/2020 12:00:00 AM	2300	14	Pacific	1458	1	121	41	F	W	33.9943	-118.408
210808759	04/29/2021 12:00:00 AM	08/03/2020 12:00:00 AM	1105	8	West LA	855	2	354	37	M	H	34.0487	-118.4426
220504759	01/20/2022 12:00:00 AM	01/19/2020 12:00:00 AM	500	5	Harbor	506	1	310	36	M	O	33.8291	-118.3065
220707275	03/27/2022 12:00:00 AM	06/07/2020 12:00:00 AM	1200	7	Wilshire	742	2	434	59	F	W	34.0634	-118.3657
231711731	05/25/2023 12:00:00 AM	06/02/2020 12:00:00 AM	1	17	Devonshire	1737	2	354	-2	M	W	34.272	-118.4978
220318720	10/19/2022 12:00:00 AM	07/10/2020 12:00:00 AM	1000	3	Southwest	395	2	666	60	F	H	34.0109	-118.3067
211406426	10/25/2020 12:00:00 AM	07/02/2020 12:00:00 AM	1	14	Pacific	1488	2	860	16	M	O	33.9456	-118.3797
220613117	07/12/2022 12:00:00 AM	01/02/2020 12:00:00 AM	1	6	Hollywood	637	2	354	46	F	A	34.1017	-118.3224
231110083	06/13/2023 12:00:00 AM	09/22/2020 12:00:00 AM	600	11	Northeast	1151	2	649	57	M	A	34.0982	-118.294
220306276	02/19/2022 12:00:00 AM	09/20/2020 12:00:00 AM	1522	3	Southwest	392	2	354	31	F	B	33.996	-118.3309
220318758	10/19/2022 12:00:00 AM	01/15/2020 12:00:00 AM	2000	3	Southwest	363	2	956	28	F	B	34.0121	-118.3423
231804115	12/28/2022 12:00:00 AM	11/22/2020 12:00:00 AM	1	18	Southeast	1802	1	121	10	F	H	33.9537	-118.2739
201511143	06/11/2020 12:00:00 AM	06/09/2020 12:00:00 AM	2130	15	N Hollywood	1517	1	510	0			34.194	-118.3768
231214452	01/01/2020 12:00:00 AM	01/01/2020 12:00:00 AM	1200	12	77th Street	1268	2	354	59	M	H	33.9628	-118.2739
231609173	06/14/2023 12:00:00 AM	10/15/2020 12:00:00 AM	1200	16	Foothill	1659	2	354	31	F	O	34.2485	-118.2671
221006841	03/17/2022 12:00:00 AM	09/20/2020 12:00:00 AM	1215	10	West Valley	1063	2	354	29	M	B	34.1723	-118.536
220404154	01/05/2022 12:00:00 AM	12/31/2020 12:00:00 AM	2320	4	Hollenbeck	448	2	626	23	F	H	34.0593	-118.1959
230706782	03/01/2023 12:00:00 AM	07/12/2020 12:00:00 AM	1925	7	Wilshire	726	2	354	47	F	W	34.0736	-118.3486
231306038	02/09/2023 12:00:00 AM	03/02/2020 12:00:00 AM	1340	13	Newton	1393	2	354	77	M	B	33.9756	-118.2739
221515656	10/01/2022 12:00:00 AM	02/22/2020 12:00:00 AM	745	15	N Hollywood	1548	2	354	34	M	B	34.1681	-118.3725
220404758	01/25/2022 12:00:00 AM	04/12/2020 12:00:00 AM	1800	4	Hollenbeck	416	2	956	51	M	O	34.088	-118.1998
230106509	02/07/2023 12:00:00 AM	03/07/2020 12:00:00 AM	1506	1	Central	131	2	354	32	M	B	34.0569	-118.254
221307738	03/08/2022 12:00:00 AM	02/15/2020 12:00:00 AM	1130	13	Newton	1377	2	354	31	M	H	33.993	-118.2446
231221484	10/17/2023 12:00:00 AM	07/16/2020 12:00:00 AM	1730	12	77th Street	1269	2	354	30	F	B	33.9637	-118.2651
221014385	09/23/2022 12:00:00 AM	09/21/2020 12:00:00 AM	600	10	West Valley	1006	2	354	-1	M	W	34.2147	-118.5142
212111298	07/12/2021 12:00:00 AM	11/04/2020 12:00:00 AM	900	21	Topanga	2196	2	354	72	F	W	34.1537	-118.5905
221322193	12/09/2022 12:00:00 AM	06/09/2020 12:00:00 AM	2035	13	Newton	1373	2	354	39	M	B	33.9916	-118.2628
221918167	12/20/2022 12:00:00 AM	12/19/2020 12:00:00 AM	1900	19	Mission	1966	1	330	27	F	H	34.2389	-118.4449
210206749	03/08/2021 12:00:00 AM	11/27/2020 12:00:00 AM	1125	2	Rampart	281	2	354	30	F	H	34.0491	-118.2823
230114590	06/20/2023 12:00:00 AM	02/01/2020 12:00:00 AM	1200	1	Central	111	2	354	25	M	H	34.0599	-118.2426
212106349	01/14/2021 12:00:00 AM	10/14/2020 12:00:00 AM	1015	21	Topanga	2185	1	341	53	M	W	34.1696	-118.6102
221208508	03/22/2022 12:00:00 AM	10/15/2020 12:00:00 AM	1200	12	77th Street	1268	1	510	0			33.964	-118.2739
211404448	01/06/2021 12:00:00 AM	12/20/2020 12:00:00 AM	2300	14	Pacific	1441	1	440	22	F	W	33.9826	-118.4681
241204450	01/06/2024 12:00:00 AM	05/06/2020 12:00:00 AM	1440	12	77th Street	1251	2	354	26	M	B	33.9682	-118.3287
220315466	08/21/2022 12:00:00 AM	08/20/2020 12:00:00 AM	1330	3	Southwest	363	1	330	29	F	H	34.0104	-118.3398
221222292	10/25/2022 12:00:00 AM	10/25/2020 12:00:00 AM	200	12	77th Street	1283	1	510	0			33.9527	-118.3058
222019110	10/12/2022 12:00:00 AM	02/09/2020 12:00:00 AM	1205	20	Olympic	2005	2	354	50	M	H	34.0799	-118.3034
221107379	04/01/2022 12:00:00 AM	06/10/2020 12:00:00 AM	1140	11	Northeast	1116	2	354	34	M	W	34.1122	-118.2077
231613718	11/03/2023 12:00:00 AM	12/20/2020 12:00:00 AM	1200	16	Foothill	1637	2	354	54	F	W	34.266	-118.3004
221410135	05/03/2022 12:00:00 AM	08/19/2020 12:00:00 AM	830	14	Pacific	1414	2	354	37	M	A	33.9991	-118.4721
221822190	12/14/2022 12:00:00 AM	06/16/2020 12:00:00 AM	920	18	Southeast	1838	2	354	45	F	B	33.9399	-118.2362
231405764	02/10/2023 12:00:00 AM	01/01/2020 12:00:00 AM	1	14	Pacific	1457	2	812	14	M	W	33.9884	-118.4177
231004261	01/05/2023 12:00:00 AM	01/02/2020 12:00:00 AM	1800	10	West Valley	1029	1	420	30	F	O	34.1994	-118.4837
220808005	04/07/2022 12:00:00 AM	03/08/2020 12:00:00 AM	1	8	West LA	832	2	354	34	F	K	34.0513	-118.4659
220108255	03/14/2022 12:00:00 AM	01/01/2020 12:00:00 AM	420	1	Central	182	2	354	22	M	V	34.0408	-118.2644
220412117	08/15/2022 12:00:00 AM	06/03/2020 12:00:00 AM	5	4	Hollenbeck	427	2	354	34	F	K	34.0821	-118.1811
221110194	06/08/2022 12:00:00 AM	01/22/2020 12:00:00 AM	815	11	Northeast	1189	2	354	44	M	H	34.0878	-118.2151
230704850	01/21/2023 12:00:00 AM	01/23/2020 12:00:00 AM	1000	7	Wilshire	737	1	420	0			34.0689	-118.3419
231109377	05/25/2023 12:00:00 AM	05/08/2020 12:00:00 AM	2359	11	Northeast	1124	2	845	0	Others	X	34.118	-118.2489
222110400	06/11/2022 12:00:00 AM	04/19/2020 12:00:00 AM	1430	21	Topanga	2138	2	354	33	M	W	34.2039	-118.5808
230916996	12/02/2023 12:00:00 AM	07/01/2020 12:00:00 AM	800	9	Van Nuys	906	2	649	64	M	O	34.2012	-118.4444
231223987	11/27/2023 12:00:00 AM	06/20/2020 12:00:00 AM	2045	12	77th Street	1283	2	354	24	F	B	33.9505	-118.3154
232015967	09/27/2023 12:00:00 AM	09/11/2020 12:00:00 AM	1800	20	Olympic	2022	2	812	10	F	H	34.069	-118.3104
212115371	10/18/2021 12:00:00 AM	11/19/2020 12:00:00 AM	1717	21	Topanga	2157	2	354	65	F	W	34.1907	-118.5753
231009996	05/19/2023 12:00:00 AM	01/03/2020 12:00:00 AM	1625	10	West Valley	1017	2	354	33	F	W	34.2062	-118.5076
221704065	01/04/2022 12:00:00 AM	12/15/2020 12:00:00 AM	1400	17	Devonshire	1718	2	662	67	F	F	34.2754	-118.4782
221107905	04/15/2022 12:00:00 AM	12/16/2020 12:00:00 AM	1819	11	Northeast	1124	2	354	48	M	H	34.1141	-118.2451
221906797	03/10/2022 12:00:00 AM	06/30/2020 12:00:00 AM	700	19	Mission	1917	2	354	28	F	H	34.312	-118.4382
221610929	07/30/2022 12:00:00 AM	07/01/2020 12:00:00 AM	1200	16	Foothill	1695	2	627	12	M	H	34.2139	-118.3703
231321739	12/08/2023 12:00:00 AM	02/20/2020 12:00:00 AM	915	13	Newton	1364	2	354	33	F	B	33.996	-118.2565
220810198	05/31/2022 12:00:00 AM	07/01/2020 12:00:00 AM	1600	8	West LA	889	1	510	0			34.0414	-118.3825
220718228	12/25/2022 12:00:00 AM	07/21/2020 12:00:00 AM	120	7	Wilshire	773	2	354	55	F	B	34.0419	-118.3572
220513949	09/20/2022 12:00:00 AM	08/12/2020 12:00:00 AM	800	5	Harbor	521	2	354	25	M	W	33.7596	-118.2953
220510809	06/30/2022 12:00:00 AM	06/22/2020 12:00:00 AM	1220	5	Harbor	514	2	956	38	F	H	33.7897	-118.2787
231306523	02/18/2023 12:00:00 AM	11/01/2020 12:00:00 AM	1200	13	Newton	1383	2	354	27	F	H	33.9851	-118.2739
220515053	10/19/2022 12:00:00 AM	07/10/2020 12:00:00 AM	1500	5	Harbor	555	2	812	7	F	H	33.7442	-118.2901
221612872	09/30/2022 12:00:00 AM	09/29/2020 12:00:00 AM	1130	16	Foothill	1612	2	624	28	M	H	34.2704	-118.4162
212005882	02/22/2021 12:00:00 AM	07/20/2020 12:00:00 AM	1200	20	Olympic	2024	1	440	53	M	W	34.0642	-118.3091
230606590	02/20/2023 12:00:00 AM	01/01/2020 12:00:00 AM	1340	6	Hollywood	632	2	354	23	M	B	34.1074	-118.3786
231212326	05/19/2023 12:00:00 AM	03/19/2020 12:00:00 AM	400	12	77th Street	1232	2	354	61	F	H	33.9863	-118.3264
221319009	10/07/2022 12:00:00 AM	10/07/2020 12:00:00 AM	2250	13	Newton	1326	2	354	51	M	H	34.0157	-118.2509
221214276	06/03/2022 12:00:00 AM	03/03/2020 12:00:00 AM	1250	12	77th Street	1273	2	354	50	M	B	33.9563	-118.3069
221223354	11/12/2022 12:00:00 AM	09/01/2020 12:00:00 AM	1200	12	77th Street	1218	1	815	12	F	H	33.9932	-118.2897
201909255	04/29/2020 12:00:00 AM	04/28/2020 12:00:00 AM	1700	19	Mission	1952	1	510	0			34.2537	-118.4698
221110474	06/16/2022 12:00:00 AM	06/15/2020 12:00:00 AM	2000	11	Northeast	1132	1	815	8	F	H	34.1161	-118.271
240904082	01/03/2024 12:00:00 AM	07/07/2020 12:00:00 AM	1200	9	Van Nuys	914	2	354	39	M	B	34.1939	-118.4574
221313546	06/27/2022 12:00:00 AM	11/12/2020 12:00:00 AM	1200	13	Newton	1377	2	354	24	F	B	33.993	-118.2478
241204448	01/05/2024 12:00:00 AM	08/19/2020 12:00:00 AM	1830	12	77th Street	1258	2	354	30	M	B	33.9718	-118.2765
220710490	04/09/2022 12:00:00 AM	08/20/2020 12:00:00 AM	2144	7	Wilshire	759	2	354	44	F	W	34.0495	-118.3215
221322933	12/16/2022 12:00:00 AM	07/16/2020 12:00:00 AM	1730	13	Newton	1385	2	354	64	M	B	33.9861	-118.2696
211704018	12/31/2020 12:00:00 AM	12/30/2020 12:00:00 AM	1140	17	Devonshire	1782	2	624	30	M	A	34.2318	-118.5711
230506258	03/01/2023 12:00:00 AM	07/22/2020 12:00:00 AM	2000	5	Harbor	567	2	810	14	F	X	33.7297	-118.2858
222115311	10/12/2022 12:00:00 AM	11/19/2020 12:00:00 AM	1200	21	Topanga	2107	2	354	51	F	H	34.2222	-118.5885
231907171	03/21/2023 12:00:00 AM	03/15/2020 12:00:00 AM	1200	19	Mission	1983	2	812	14	F	H	34.2246	-118.4654
220717331	12/03/2022 12:00:00 AM	11/18/2020 12:00:00 AM	1350	7	Wilshire	782	1	440	46	F	P	34.0365	-118.3734
221322196	12/09/2022 12:00:00 AM	02/09/2020 12:00:00 AM	545	13	Newton	1393	2	354	19	M	B	33.9786	-118.2761
220808996	05/02/2022 12:00:00 AM	12/30/2020 12:00:00 AM	1	8	West LA	823	2	354	68	M	W	34.0363	-118.5298
221508746	04/19/2022 12:00:00 AM	10/30/2020 12:00:00 AM	900	15	N Hollywood	1523	2	740	27	M	O	34.1794	-118.4094
221704848	01/20/2022 12:00:00 AM	03/08/2020 12:00:00 AM	1200	17	Devonshire	1791	2	956	57	F	W	34.2246	-118.5885
221614389	11/18/2022 12:00:00 AM	11/17/2020 12:00:00 AM	1015	16	Foothill	1641	2	354	31	F	H	34.2552	-118.4225
220416185	12/09/2022 12:00:00 AM	02/09/2020 12:00:00 AM	1710	4	Hollenbeck	462	2	354	51	M	H	34.0431	-118.2196
221105114	01/31/2022 12:00:00 AM	07/27/2020 12:00:00 AM	1305	11	Northeast	1152	2	354	25	M	W	34.1	-118.2819
221316918	09/01/2022 12:00:00 AM	09/01/2020 12:00:00 AM	600	13	Newton	1317	1	510	0			34.0284	-118.24
221319458	10/17/2022 12:00:00 AM	09/01/2020 12:00:00 AM	1200	13	Newton	1367	2	627	13	F	H	33.9993	-118.2432
230905264	02/04/2023 12:00:00 AM	07/04/2020 12:00:00 AM	1155	9	Van Nuys	974	2	354	28	F	O	34.1558	-118.4498
221514166	08/25/2022 12:00:00 AM	04/25/2020 12:00:00 AM	815	15	N Hollywood	1591	2	354	57	F	W	34.1395	-118.4051
220106667	02/15/2022 12:00:00 AM	02/06/2020 12:00:00 AM	1000	1	Central	153	2	354	61	M	B	34.0467	-118.252
221604195	01/05/2022 12:00:00 AM	02/10/2020 12:00:00 AM	1230	16	Foothill	1622	2	354	28	M	H	34.2653	-118.4269
221005417	02/08/2022 12:00:00 AM	06/30/2020 12:00:00 AM	1300	10	West Valley	1001	2	354	53	M	H	34.2143	-118.5534
232009541	05/08/2023 12:00:00 AM	08/01/2020 12:00:00 AM	2155	20	Olympic	2054	2	354	29	M	B	34.0526	-118.3004
231715667	09/25/2023 12:00:00 AM	09/03/2020 12:00:00 AM	2000	17	Devonshire	1722	2	354	42	F	O	34.2607	-118.6025
220911156	07/06/2022 12:00:00 AM	01/01/2020 12:00:00 AM	1	9	Van Nuys	941	1	310	64	F	W	34.1757	-118.4662
231820987	11/27/2023 12:00:00 AM	01/27/2020 12:00:00 AM	1320	18	Southeast	1844	2	354	18	M	H	33.9356	-118.2652
231304299	01/06/2023 12:00:00 AM	01/06/2020 12:00:00 AM	905	13	Newton	1391	2	354	26	F	B	33.9774	-118.2783
221420220	12/10/2022 12:00:00 AM	10/24/2020 12:00:00 AM	1500	14	Pacific	1407	2	354	21	F	W	34.0269	-118.4037
230312758	06/26/2023 12:00:00 AM	08/17/2020 12:00:00 AM	1435	3	Southwest	361	2	354	20	F	B	34.0215	-118.3515
222007220	03/18/2022 12:00:00 AM	07/05/2020 12:00:00 AM	448	20	Olympic	2014	1	815	25	F	H	34.0726	-118.3029
231310852	05/17/2023 12:00:00 AM	11/19/2020 12:00:00 AM	1540	13	Newton	1361	2	354	67	M	H	34.001	-118.2766
200308100	03/07/2020 12:00:00 AM	03/06/2020 12:00:00 AM	2200	3	Southwest	317	1	510	0			34.0344	-118.2915
220509311	05/19/2022 12:00:00 AM	12/17/2020 12:00:00 AM	2210	5	Harbor	515	1	331	54	F	H	33.7932	-118.2659
220806536	03/03/2022 12:00:00 AM	12/29/2020 12:00:00 AM	1	8	West LA	857	2	354	31	F	W	34.0553	-118.3965
222013904	07/13/2022 12:00:00 AM	07/05/2020 12:00:00 AM	1640	20	Olympic	2033	2	354	70	M	W	34.0559	-118.3066
221218275	08/24/2022 12:00:00 AM	06/01/2020 12:00:00 AM	1	12	77th Street	1253	2	662	66	M	B	33.9746	-118.3068
220304310	01/07/2022 12:00:00 AM	09/22/2020 12:00:00 AM	1000	3	Southwest	334	1	352	52	M	B	34.0276	-118.3293
220304311	01/07/2022 12:00:00 AM	06/07/2020 12:00:00 AM	950	3	Southwest	379	2	354	24	M	W	34.0169	-118.2915
232110968	06/27/2023 12:00:00 AM	03/01/2020 12:00:00 AM	1100	21	Topanga	2128	2	662	38	M	A	34.2107	-118.5754
222106599	03/09/2022 12:00:00 AM	05/28/2020 12:00:00 AM	1200	21	Topanga	2111	2	354	57	M	A	34.215	-118.6503
231307986	03/15/2023 12:00:00 AM	01/01/2020 12:00:00 AM	1	13	Newton	1364	2	626	42	F	H	33.9994	-118.2543
221614385	11/19/2022 12:00:00 AM	11/18/2020 12:00:00 AM	2130	16	Foothill	1684	1	510	0			34.2103	-118.3943
220805315	02/01/2022 12:00:00 AM	01/01/2020 12:00:00 AM	1200	8	West LA	898	1	236	31	F	H	34.0326	-118.3941
231209551	04/03/2023 12:00:00 AM	07/02/2020 12:00:00 AM	1200	12	77th Street	1242	2	354	24	F	B	33.9818	-118.3221
220612379	06/23/2022 12:00:00 AM	01/02/2020 12:00:00 AM	1200	6	Hollywood	642	2	354	56	M	W	34.0999	-118.3594
231210119	04/12/2023 12:00:00 AM	01/01/2020 12:00:00 AM	1500	12	77th Street	1208	2	354	28	F	B	34.0017	-118.2838
222117701	12/08/2022 12:00:00 AM	08/01/2020 12:00:00 AM	5	21	Topanga	2128	1	235	13	F	H	34.212	-118.5754
231507736	03/31/2023 12:00:00 AM	01/09/2020 12:00:00 AM	930	15	N Hollywood	1581	2	354	23	F	W	34.1486	-118.4042
221516997	11/04/2022 12:00:00 AM	08/04/2020 12:00:00 AM	1200	15	N Hollywood	1523	2	354	62	F	W	34.1867	-118.4117
220308398	04/01/2022 12:00:00 AM	04/01/2020 12:00:00 AM	1015	3	Southwest	379	2	354	41	F	B	34.0142	-118.2915
210605032	01/25/2021 12:00:00 AM	12/12/2020 12:00:00 AM	700	6	Hollywood	676	1	440	32	M	O	34.0853	-118.3288
230606956	03/06/2023 12:00:00 AM	01/06/2020 12:00:00 AM	1555	6	Hollywood	669	2	354	29	M	B	34.0929	-118.3048
221017702	12/14/2022 12:00:00 AM	01/14/2020 12:00:00 AM	1615	10	West Valley	1023	2	354	25	F	H	34.1896	-118.5515
232008549	04/20/2023 12:00:00 AM	04/19/2020 12:00:00 AM	2300	20	Olympic	2004	1	220	47	M	O	34.0799	-118.3068
221821949	12/09/2022 12:00:00 AM	03/15/2020 12:00:00 AM	1100	18	Southeast	1826	1	420	0			33.9451	-118.2482
220616628	09/19/2022 12:00:00 AM	10/26/2020 12:00:00 AM	1000	6	Hollywood	667	2	649	71	F	H	34.0908	-118.3201
220804701	11/25/2020 12:00:00 AM	11/24/2020 12:00:00 AM	1520	8	West LA	898	1	310	-1	Others	X	34.0394	-118.385
220111693	02/09/2022 12:00:00 AM	05/28/2020 12:00:00 AM	900	1	Central	124	2	845	-1	Others	X	34.0522	-118.2434
230608066	04/05/2023 12:00:00 AM	09/01/2020 12:00:00 AM	1600	6	Hollywood	645	1	121	28	F	A	34.0943	-118.3415
230221295	11/20/2023 12:00:00 AM	11/18/2020 12:00:00 AM	1600	2	Rampart	211	1	230	29	M	H	34.0818	-118.2917
221109039	05/11/2022 12:00:00 AM	03/01/2020 12:00:00 AM	1500	11	Northeast	1143	1	121	15	F	H	34.1072	-118.277
221404794	11/25/2020 12:00:00 AM	10/28/2020 12:00:00 AM	900	14	Pacific	1499	2	668	0			33.9322	-118.37
231916568	11/13/2023 12:00:00 AM	01/01/2020 12:00:00 AM	1510	19	Mission	1988	2	354	50	F	H	34.2273	-118.4207
231308569	04/01/2023 12:00:00 AM	01/01/2020 12:00:00 AM	900	13	Newton	1391	2	354	19	F	B	33.9789	-118.2795
231514037	08/25/2023 12:00:00 AM	01/03/2020 12:00:00 AM	5	15	N Hollywood	1519	2	661	49	F	B	34.1922	-118.366
231907935	04/11/2023 12:00:00 AM	09/24/2020 12:00:00 AM	1100	19	Mission	1988	2	740	45	F	H	34.2198	-118.4278
220221673	12/14/2022 12:00:00 AM	01/01/2020 12:00:00 AM	610	2	Rampart	235	2	354	30	F	H	34.0667	-118.2729
231215913	06/27/2023 12:00:00 AM	06/03/2020 12:00:00 AM	1200	12	77th Street	1241	2	354	36	F	B	33.9821	-118.3318
220605196	01/26/2022 12:00:00 AM	09/20/2020 12:00:00 AM	2155	6	Hollywood	642	2	354	44	F	W	34.0981	-118.3577
222005269	01/12/2022 12:00:00 AM	08/20/2020 12:00:00 AM	1740	20	Olympic	2014	2	956	41	M	W	34.0737	-118.3029
211506042	02/19/2021 12:00:00 AM	11/03/2020 12:00:00 AM	1540	15	N Hollywood	1595	1	440	62	F	W	34.1317	-118.3806
231108513	05/01/2023 12:00:00 AM	06/15/2020 12:00:00 AM	600	11	Northeast	1129	2	354	44	F	H	34.1226	-118.1753
220804378	01/12/2022 12:00:00 AM	01/01/2020 12:00:00 AM	1200	8	West LA	829	1	341	81	F	H	34.0647	-118.43
221214939	07/01/2022 12:00:00 AM	07/20/2020 12:00:00 AM	1900	12	77th Street	1266	1	510	0			33.9661	-118.2849
220322029	12/18/2022 12:00:00 AM	01/01/2020 12:00:00 AM	1155	3	Southwest	362	2	354	28	F	O	34.0133	-118.3487
231219251	08/29/2023 12:00:00 AM	05/01/2020 12:00:00 AM	1000	12	77th Street	1251	2	354	25	F	H	33.9718	-118.3309
221808474	03/30/2022 12:00:00 AM	01/01/2020 12:00:00 AM	1730	18	Southeast	1805	2	354	42	F	H	33.9542	-118.2684
221207260	03/01/2022 12:00:00 AM	01/01/2020 12:00:00 AM	1400	12	77th Street	1283	2	810	13	F	B	33.9455	-118.309
221714096	09/27/2022 12:00:00 AM	01/09/2020 12:00:00 AM	1200	17	Devonshire	1764	2	654	84	F	H	34.2552	-118.5551
222011168	06/14/2022 12:00:00 AM	06/01/2020 12:00:00 AM	1200	20	Olympic	2029	1	235	4	F	A	34.0685	-118.2843
212104482	01/15/2021 12:00:00 AM	12/24/2020 12:00:00 AM	2200	21	Topanga	2158	1	330	40	F	W	34.1792	-118.5904
220904316	01/10/2022 12:00:00 AM	11/24/2020 12:00:00 AM	1200	9	Van Nuys	911	1	310	69	M	W	34.1903	-118.4676
231715494	09/20/2023 12:00:00 AM	06/17/2020 12:00:00 AM	800	17	Devonshire	1772	2	661	13	F	W	34.2392	-118.5696
211705022	12/15/2020 12:00:00 AM	12/11/2020 12:00:00 AM	1535	17	Devonshire	1754	1	330	51	M	H	34.2554	-118.5361
221808473	04/01/2022 12:00:00 AM	08/01/2020 12:00:00 AM	1925	18	Southeast	1881	2	354	29	F	B	33.8907	-118.2916
221514872	09/11/2022 12:00:00 AM	06/22/2020 12:00:00 AM	247	15	N Hollywood	1523	2	956	19	F	W	34.1849	-118.412
221418660	11/08/2022 12:00:00 AM	06/18/2020 12:00:00 AM	1200	14	Pacific	1412	1	236	27	F	W	33.9888	-118.4746
230405444	02/14/2023 12:00:00 AM	02/13/2020 12:00:00 AM	1500	4	Hollenbeck	406	1	330	45	M	W	34.0935	-118.1856
201909450	05/05/2020 12:00:00 AM	05/05/2020 12:00:00 AM	430	19	Mission	1987	1	648	42	F	H	34.23	-118.442
210605155	12/26/2020 12:00:00 AM	12/25/2020 12:00:00 AM	2031	6	Hollywood	643	2	956	0	Others	X	34.0998	-118.349
231223483	11/21/2023 12:00:00 AM	04/21/2020 12:00:00 AM	1	12	77th Street	1266	2	845	0	Others	X	33.9645	-118.2827
221912349	07/11/2022 12:00:00 AM	10/14/2020 12:00:00 AM	1010	19	Mission	1925	2	354	55	F	F	34.2944	-118.451
222011665	06/27/2022 12:00:00 AM	08/30/2020 12:00:00 AM	1200	20	Olympic	2017	2	354	38	M	O	34.0709	-118.2941
220116792	07/22/2022 12:00:00 AM	06/19/2020 12:00:00 AM	1200	1	Central	155	2	845	-1	Others	X	34.0448	-118.2474
221005036	01/29/2022 12:00:00 AM	10/01/2020 12:00:00 AM	1900	10	West Valley	1035	1	121	13	F	H	34.1902	-118.5335
221115841	11/02/2022 12:00:00 AM	01/21/2020 12:00:00 AM	2359	11	Northeast	1124	2	845	-1	Others	X	34.118	-118.2489
221010902	06/24/2022 12:00:00 AM	05/21/2020 12:00:00 AM	921	10	West Valley	1018	2	354	60	M	W	34.2066	-118.4815
231109641	06/01/2023 12:00:00 AM	05/31/2020 12:00:00 AM	814	11	Northeast	1146	2	354	41	M	B	34.0983	-118.2436
231204451	01/06/2023 12:00:00 AM	01/06/2020 12:00:00 AM	1550	12	77th Street	1283	2	354	22	F	P	33.9527	-118.3058
210206454	03/01/2021 12:00:00 AM	09/15/2020 12:00:00 AM	1155	2	Rampart	219	2	354	32	F	H	34.073	-118.2513
221704520	12/05/2021 12:00:00 AM	12/02/2020 12:00:00 AM	1400	17	Devonshire	1781	2	354	64	M	X	34.2286	-118.5885
