DR_NO,Vict Age,Vict Sex,Vict Descent
200507407,42,F,B
201814214,55,F,H
201115069,20,F,H
201315004,28,M,H
200412633,56,F,H
201210671,50,F,B
201908251,20,F,H
200207168,0,F,H
202111037,31,F,H
201812428,33,F,H
200909244,31,M,O
201804439,52,M,W
200212954,59,M,H
201114713,48,F,H
201614269,26,F,H
201613718,64,M,H
200122493,46,M,B
200609390,23,F,B
202115056,55,F,H
200609596,62,M,W
201208108,26,F,B
200516496,0,X,X
200512743,42,F,W
202113352,30,F,O
200207627,25,F,H
201016045,36,F,H
200516765,28,F,H
201812116,63,M,H
201007080,59,F,O
200510406,55,F,W
201708199,49,F,H
200407188,44,M,H
201810453,62,F,H
202009907,23,F,H
201516879,65,F,W
201207221,60,F,B
200515150,50,M,O
200610386,37,F,W
201915010,16,M,H
200806579,34,F,W
201223605,28,F,H
202110391,35,F,H
200511881,42,F,W
201819466,21,M,H
200815556,29,F,O
202115500,60,F,B
200406414,53,F,O
202017194,43,F,B
201807364,85,M,H
200507999,35,F,B
201412239,58,F,O
201911408,42,F,H
201711841,69,M,W
201319912,48,F,H
200408849,24,F,H
201609451,45,F,H
200404734,37,F,H
200108173,62,F,H
200816016,46,M,W
200614727,48,F,H
201904946,25,M,H
200512657,40,M,H
201321586,48,F,H
200406320,17,F,H
200706356,48,F,B
202111099,18,F,O
200409496,34,F,H
201319915,9,M,H
201914964,41,F,H
201319251,32,F,B
200716337,32,M,B
201917814,34,F,H
201305697,45,F,B
200516895,0,X,X
200507532,42,F,B
200205385,38,F,O
201812271,24,F,H
202017739,62,M,B
200715665,41,F,W
200908978,64,F,K
200115305,54,M,B
200713962,22,F,H
200707569,54,F,B
201227214,77,F,B
201821270,25,F,H
200504225,38,F,H
201009913,70,F,W
201709569,32,F,W
201914436,61,F,H
200911460,36,F,H
200315859,33,F,H
201206199,37,F,H
202014597,63,F,H
200406419,63,F,H
201910820,61,F,H
202110951,28,F,H
200211462,32,F,O
200317958,62,M,H
200810939,34,F,W
200312917,39,F,H
201318164,32,F,B
201318608,22,F,H
200304368,25,F,H
201821209,30,F,B
200517115,43,F,H
200300770,20,F,H
202109731,28,F,H
200507544,9,X,X
200504834,38,M,H
202112278,12,M,X
200115657,38,F,H
200817933,34,F,H
200715455,29,M,H
201904492,23,F,H
200804265,29,F,O
202110250,31,F,H
201107112,77,M,H
201512465,41,F,H
202114233,46,M,W
200316666,28,M,A
200606878,23,F,B
200305021,28,F,B
201104290,27,F,H
200507849,40,F,W
201906983,35,F,H
201819090,50,F,H
200305696,50,F,B
200713137,40,F,W
200305582,39,F,B
201912986,44,F,A
202009160,26,F,H
201612992,35,F,W
201011708,72,F,W
201107604,77,M,H
201506578,31,F,H
201208093,44,F,B
201504327,57,F,H
201113000,49,F,W
201708649,40,F,O
200212657,8,F,W
200310536,29,F,B
200508491,39,F,B
201900822,61,M,H
200514878,28,F,H
200112927,33,F,B
201615850,55,F,O
201015125,52,F,O
200712959,35,F,W
201211056,23,F,H
202110368,31,F,H
200510262,65,M,H
200410713,37,F,H
202114642,36,F,H
201914274,48,F,H
200504237,48,M,W
200404770,36,F,H
200411241,36,F,H
200509920,28,F,A
200707542,62,F,B
202008514,23,F,H
200816004,84,F,W
201313348,27,M,H
201007795,63,F,O
200511001,52,F,H
201321775,22,F,H
201504254,62,M,W
201820970,66,M,H
200119087,43,F,H
201010727,28,F,H
202117484,36,F,W
201205984,47,F,H
201313407,52,F,H
200216085,27,F,H
201319920,50,F,H
200513224,33,F,H
200513001,39,F,H
201815349,29,F,H
201806715,38,F,H
201515175,64,F,W
201107731,32,F,H
200309863,60,F,B
201605079,0,M,H
200211995,40,M,H
201321468,53,F,B
200207567,33,F,A
201016054,53,F,H
200516946,29,F,B
200907650,40,F,H
201307654,39,F,H
201704618,79,F,W
200119430,0,F,B
200321246,33,F,B
202009809,27,F,H
200413761,44,F,H
201906225,36,F,H
200815325,34,M,H
200414340,70,M,H
201014082,31,F,W
201918470,40,F,H
200915323,30,M,H
201610614,5,F,H
200611209,44,F,H
201305009,44,F,H
200406719,68,F,H
200916860,36,F,H
200508846,38,F,B
202111982,28,F,H
200906864,71,M,B
200711849,32,M,H
201206538,24,F,B
200411220,30,F,H
201909463,30,M,H
200311766,34,M,H
200515264,58,F,H
201613386,59,F,W
202109687,36,F,W
200322282,35,F,B
201608484,28,F,H
202105218,39,F,O
200511662,20,F,H
200509191,31,F,H
202112279,10,M,X
201311461,70,M,H
201915365,60,M,H
201911492,48,F,H
200409638,0,M,H
201712402,47,F,W
202007050,77,M,O
200808393,18,F,W
201808771,45,F,H
200609185,43,M,W
202100722,39,F,H
200204366,33,F,H
200515453,49,F,H
201015875,23,F,W
202005202,39,F,B
201822669,44,F,B
201711638,22,F,H
200811983,27,F,A
201204241,40,F,H
201906620,36,F,H
201008419,29,M,H
200508342,47,F,B
202104483,41,F,H
201307863,57,M,B
201204657,47,F,B
201105127,32,F,H
201408679,35,F,H
200506284,19,F,H
202010484,67,F,A
211613692,34,F,H
201309177,48,F,H
201604304,0,F,H
201009117,31,F,H
200304625,53,F,H
201305085,69,M,H
201219635,33,F,H
201414333,33,M,W
200413540,85,M,H
200811466,39,M,W
202114935,43,F,W
201914891,18,M,H
202108978,34,M,H
200508497,31,F,H
201714249,36,F,H
201811014,42,F,H
200716152,21,M,W
201104784,53,F,H
200508051,28,F,H
201514538,34,F,W
201211378,31,F,W
200316514,29,F,B
202104169,33,F,H
200509570,31,F,H
201712564,47,F,H
200713260,24,M,B
200608893,0,F,O
200322137,24,F,H
200616811,32,F,B
200411235,32,F,H
200708559,35,F,W
201108819,47,F,H
200507695,57,M,W
200209034,39,F,O
200312693,63,F,H
201911987,40,M,H
200516363,0,F,H
200613055,50,F,W
201707627,69,F,W
200805824,49,F,W
201422039,46,F,W
201910580,39,M,H
202110480,39,M,W
201812212,63,M,H
200615327,54,M,W
201108663,49,F,H
202117203,24,F,H
201716068,36,F,H
201006222,47,F,W
201512156,31,M,O
202115449,52,F,H
202114452,61,M,H
200412871,47,F,H
201815898,48,F,H
202017245,54,F,H
201010584,34,M,H
202107912,20,F,H
200511065,19,F,H
200712013,30,F,B
200815323,52,F,W
201710989,70,M,H
202017958,25,F,H
201010821,31,F,W
201905407,31,F,H
201910145,36,M,H
200515418,38,F,W
201819400,24,F,H
201714618,42,F,H
201009804,32,F,H
200514892,49,M,H
200509974,38,M,H
201806768,34,F,H
200312087,74,M,W
201917406,35,F,H
200516638,42,F,B
201114982,33,F,W
200714911,34,F,W
201319506,50,F,H
202110751,49,F,W
200914135,42,F,H
201914488,33,F,O
200508476,50,F,W
201913823,40,F,H
201609144,20,F,H
200412881,47,F,H
201306744,47,F,H
201213291,29,F,H
201606841,59,F,W
200322356,28,M,A
202112702,28,F,H
201914813,61,F,H
200609005,50,F,O
200217279,52,F,H
200905421,60,F,H
201705238,26,F,B
201515087,29,F,H
201917960,53,F,H
200705267,50,F,W
202109557,44,F,H
201909008,80,F,H
201112614,38,F,W
200915018,42,F,H
200412318,57,M,H
200408551,47,F,H
201506190,49,F,W
200206692,43,F,H
201821544,46,F,H
200816241,35,F,O
200709750,35,F,H
201613500,38,F,H
200509244,31,F,H
201107378,36,F,H
200409112,68,F,H
200322301,44,F,H
200907117,39,M,W
200907096,36,F,H
202005118,55,M,B
201213253,27,F,B
201908971,23,F,H
200507542,18,X,X
201310554,23,F,H
201222776,28,M,B
201515056,50,F,H
201813083,40,F,H
200619621,30,F,A
201906551,43,F,H
200810422,34,F,H
200507725,36,F,H
201419693,23,F,W
200508701,21,F,H
201913689,47,F,H
200504478,24,F,H
201305240,64,F,H
200111650,43,F,H
201518940,60,M,W
200505658,21,M,W
202016725,38,F,H
201007872,35,M,H
200514441,41,F,H
201915866,33,M,H
201704890,40,F,A
201314092,49,F,H
201909487,35,F,H
200308782,62,M,B
201907911,41,F,A
202107374,24,F,W
202116705,19,F,O
200411853,55,F,H
201515112,34,F,H
201105211,28,F,H
200609298,23,F,W
202111045,43,F,W
201904645,28,F,H
200815328,71,M,W
200209046,36,F,H
200210620,26,F,H
201822806,66,M,B
202114856,20,F,H
201213119,23,F,B
201805970,19,M,B
201814746,66,M,H
200508734,43,F,H
201822640,44,F,B
200404337,50,F,W
200406348,54,F,H
200316040,30,F,B
201208552,86,M,H
200511936,38,F,H
201313761,75,F,H
201319445,27,F,H
200611041,29,M,W
202112982,20,F,W
201316377,69,F,H
201110415,59,F,H
201912785,37,M,H
202110019,54,F,H
201308255,47,F,H
201300678,31,F,B
201219882,39,F,B
201314139,49,F,H
200310360,36,F,B
200918761,42,M,W
201614961,57,F,O
202014384,62,F,W
202108787,76,M,W
201904302,27,F,H
202004982,0,F,B
201305222,32,F,H
200510167,31,F,H
200706903,52,M,W
202112700,40,M,O
201111935,34,F,O
201815896,45,M,H
200914887,19,F,H
201313897,25,F,H
201909407,57,M,W
201313918,51,F,H
201116381,23,M,H
200516806,59,F,H
201204163,26,F,B
200216041,31,F,B
201709823,40,F,F
201811835,41,F,H
201909344,37,M,H
200715577,41,F,W
201206189,72,M,B
200907049,48,F,B
201913341,40,F,H
201816394,34,F,H
200217196,30,F,H
200514279,58,F,W
201604360,56,F,O
201411115,30,M,B
201414779,62,F,W
201714627,74,F,H
201605861,0,M,H
201206325,28,F,B
201614587,54,F,H
200407699,44,F,H
202010116,26,F,H
200708260,52,F,H
201213810,55,M,B
200516551,47,F,H
202109634,70,F,H
200313355,52,M,W
201013156,59,F,H
200411029,34,F,H
201218573,40,M,H
200900542,48,M,W
200513452,27,F,H
200909486,40,F,H
201822047,56,F,H
200808394,71,M,W
201900626,44,F,H
201608021,45,F,B
200212326,43,F,H
200907546,20,F,B
200507670,34,F,B
201705556,44,M,O
201309032,45,F,H
201812889,19,M,H
200512072,20,F,H
200405575,51,F,H
201816961,57,M,B
200409889,19,F,H
201907023,43,M,H
200208754,43,F,H
201610725,26,F,H
201812765,60,F,B
200512309,56,F,H
201806447,36,F,H
200814917,66,M,W
200314885,52,F,W
200712418,40,F,W
200105825,50,M,W
201220769,61,M,B
200404698,71,F,H
200707606,29,F,H
212004600,34,F,H
201211129,50,F,B
201100640,57,M,W
201204727,70,M,B
201208530,37,F,H
201207433,33,F,H
201612462,36,F,O
201912117,34,F,H
200407690,63,F,H
201110225,32,F,H
200315333,53,F,H
200314714,36,F,H
200507696,15,F,O
202017369,0,X,X
201213512,40,F,H
201900781,36,F,H
201912718,21,F,O
200410250,66,F,W
202111552,36,F,H
201405885,24,F,O
200317583,30,F,H
201411773,0,X,X
200611561,68,M,W
200716559,59,M,O
200415131,45,M,H
201205160,43,M,H
201113912,33,F,W
201321322,61,F,H
201814135,34,F,H
201916011,47,F,H
200212748,8,M,H
201105066,28,F,H
201900823,13,M,H
201316735,28,F,H
200509828,61,F,H
200405752,38,F,H
200507694,38,F,H
201217616,61,F,B
201814098,37,F,H
200118342,57,M,B
200509490,31,F,H
200315571,53,F,H
200316305,0,X,X
202018428,14,F,H
201612383,50,M,W
202006431,58,F,K
201309886,70,F,A
201411630,61,M,W
202011847,34,F,H
200413245,63,F,H
201417761,60,M,B
201912060,39,F,H
200514633,34,F,W
200617488,45,F,W
201708932,60,F,H
201911188,25,F,H
211104019,55,F,W
200507816,27,F,O
201504164,47,F,H
201815619,24,F,H
200507102,33,M,H
200320725,41,F,H
200321941,39,F,B
201206419,24,F,B
201819373,68,F,B
201911789,21,F,H
201909189,36,M,H
200804869,24,F,W
202010832,37,F,H
201910030,40,F,H
202017531,39,M,W
200610123,50,F,O
201812544,44,F,H
200509825,31,F,H
201111170,36,F,W
200105997,48,F,B
201319165,73,M,H
201608633,28,F,H
202007719,54,M,B
201012384,70,M,W
200415337,63,F,H
201318577,21,F,B
201204347,8,M,H
200807963,45,M,O
200413177,35,F,H
201808966,34,F,B
201109100,26,F,O
200413872,47,F,H
200510582,26,F,H
201817319,71,F,H
201610983,54,F,B
200511134,31,F,H
201421541,24,F,W
200404146,70,M,H
200406872,39,M,H
200305113,44,F,B
202007804,84,F,H
202008470,47,M,H
202006100,21,F,H
201114400,27,F,H
200305669,29,M,H
201508202,46,F,W
200209388,66,F,H
200613328,37,M,W
200415724,12,M,H
201512774,29,M,W
201411033,38,M,B
200706907,56,F,B
201913621,48,F,H
201607789,30,F,H
200407245,85,M,H
202116681,70,F,B
201913593,17,M,H
201820052,49,F,H
201223171,59,F,B
200509409,25,F,W
200614176,38,F,W
200509848,41,F,W
200206685,70,M,H
201518990,45,M,W
201206198,17,F,H
201318121,52,M,H
202114782,41,F,H
200605978,54,F,W
200607554,23,F,B
201711830,33,F,H
201504909,47,M,H
202010045,67,F,K
200415921,65,M,B
201615303,33,M,O
200508359,35,F,B
200508596,31,F,H
202114931,26,M,W
201313945,20,F,H
200319992,28,F,H
200509491,70,M,H
200510333,60,F,H
200513375,53,F,H
202004432,50,F,H
201812527,44,F,H
200120870,39,M,B
201818523,34,F,H
200321837,58,F,H
200908636,44,F,W
201817335,63,F,B
202104033,14,M,H
200909243,46,M,O
202007264,0,X,X
200807571,30,F,O
201111934,43,M,W
201816929,63,F,B
201815482,39,F,H
201812632,34,F,H
200716289,19,F,B
200316897,66,F,B
201313765,75,F,H
201315983,52,F,B
200507682,34,F,B
200217105,35,F,H
201911352,25,F,H
201108061,29,F,H
202016304,43,F,B
200715858,55,M,B
201813662,50,F,H
201917990,31,F,B
201011012,37,F,O
200511375,56,F,H
200815931,66,M,W
200512787,60,F,H
211304060,32,M,B
201409314,53,M,H
201609069,27,F,H
200110587,33,F,H
201413608,52,F,O
200516671,32,F,H
200904086,41,F,H
201806649,18,M,H
201221367,36,F,H
201613929,59,F,W
201306584,47,F,H
201914416,40,F,H
201715053,68,F,O
201115086,69,F,H
201712654,35,F,H
200806361,33,F,W
201816190,42,F,H
200322092,25,F,H
200504095,70,F,H
200707938,47,F,H
201610400,48,F,H
201912804,34,F,H
200509593,24,F,H
201612394,67,M,H
200517344,50,M,O
201817448,48,F,H
201612215,52,F,H
201607575,48,M,H
200316207,62,M,H
200506874,24,F,B
200316285,54,F,O
201514369,36,F,H
200406495,32,F,H
201611801,55,F,H
200610672,31,M,O
202111727,49,F,O
201907226,86,M,H
200306900,61,M,B
211804358,42,F,H
201415705,31,M,H
211704025,52,F,H
200509827,26,F,H
201820281,51,F,H
202015296,48,M,H
200509575,28,F,B
201805516,32,F,H
200617872,73,M,W
200910408,42,F,H
200211131,32,F,O
200506861,34,F,H
200412431,19,F,H
201204874,37,F,H
201610612,8,M,H
200115496,54,M,B
201804577,62,F,B
202116264,48,F,W
201710678,42,F,H
201221279,43,M,H
201108453,55,F,O
201912778,34,F,H
201917387,53,F,W
200610230,31,M,A
200416338,55,M,H
201714168,0,M,W
200416105,66,M,B
200813112,56,M,W
200609441,37,F,B
200514508,44,F,H
201308597,14,M,H
201227260,50,F,H
201007170,44,F,O
200208026,38,F,B
200516362,26,F,H
201906167,28,M,H
200117142,54,M,B
201817336,64,M,H
210304212,27,M,A
201008427,44,M,H
200807346,27,F,A
202117233,32,F,H
201707248,53,M,W
201711271,42,M,W
201610345,36,F,H
201310147,46,F,B
201510559,27,M,H
210104542,25,F,H
201404725,27,F,H
200515010,28,M,H
200413039,70,M,H
201408964,43,M,B
201112871,0,F,H
201309958,52,F,H
202007480,50,F,H
201612463,24,F,H
201809080,48,F,B
201314778,29,F,H
202112994,26,F,H
200606964,68,M,W
202117476,45,F,W
201109121,27,F,H
200322188,30,F,H
201704808,62,F,W
201321619,21,M,H
201110385,59,F,H
201208349,53,F,B
201110221,32,F,H
200317283,28,F,O
200708209,35,F,W
200813202,0,X,X
201705229,59,F,H
201611389,35,M,H
201116103,52,F,O
200304756,57,M,H
200509261,21,M,W
201313308,23,F,B
201114668,27,F,H
201610957,18,F,H
200715713,41,F,W
200511837,15,M,H
201913005,54,M,H
200814027,39,M,W
201113919,32,F,H
200307256,46,F,H
201904077,60,F,H
200319106,66,F,B
201319916,4,M,H
201208967,38,F,H
200304159,34,F,H
200809688,64,M,W
201709026,23,F,H
201509079,62,M,W
201911937,31,F,H
201812269,0,F,H
201611233,41,M,W
201316188,80,F,H
202012192,44,M,H
200516114,48,F,W
201821119,25,F,H
201106167,50,F,H
201114393,8,F,H
200510718,60,F,H
201610676,51,M,B
201513680,33,M,H
200410312,45,F,H
201013697,63,M,H
201209345,50,M,B
201319453,50,F,H
201108040,48,F,W
200516361,50,M,O
202108188,20,F,H
200205982,48,F,B
201517767,78,F,H
201611995,29,F,W
201713411,33,F,H
200117471,50,F,W
201708751,64,F,H
201606327,28,F,H
200513835,34,F,H
200404271,49,M,H
202004741,22,F,H
200405576,31,F,H
201304971,32,F,H
201909604,39,F,H
200506522,38,F,H
202111562,22,F,W
201415436,26,F,W
200916053,56,F,B
200206069,58,M,H
202113936,15,M,H
200909578,42,F,H
200915741,25,F,H
201608755,60,F,H
201317471,17,F,H
200413705,61,F,H
200308895,60,F,B
201613075,34,F,H
200612888,44,F,H
201213194,59,F,B
201915134,54,M,W
201812130,79,F,H
201222083,62,F,B
200710147,35,F,I
202115315,24,F,B
202116287,29,F,H
200513412,53,F,H
200913835,0,X,X
202108497,66,F,H
200410116,25,F,H
201809776,51,F,H
201206607,24,F,B
201807473,44,F,B
201211854,46,F,B
202107080,26,F,H
200613199,0,X,X
201314856,35,M,H
200316950,42,F,B
201811346,24,F,H
200716200,35,F,W
200210209,70,M,H
200118463,57,M,B
201607591,23,F,H
201814701,47,M,B
200911087,54,F,H
202009258,32,F,H
200410089,41,F,H
201916302,29,F,H
201321940,17,M,H
202014353,25,F,H
201319913,24,F,H
202010784,26,F,H
201422385,58,F,H
201316138,39,F,H
200309845,24,F,H
200214907,45,F,H
200110692,34,F,B
200514225,55,F,H
201904775,63,F,B
201807461,27,F,B
200705077,48,F,B
200507541,38,F,H
200308781,30,F,B
201811483,0,F,H
200308902,60,F,H
200807540,45,M,O
201811969,45,F,H
201614908,49,F,W
200204136,32,F,H
201822501,44,F,B
200917463,22,M,H
201911493,37,F,H
200814687,46,M,O
200312484,0,F,H
200717421,37,F,H
200813770,39,M,W
200510647,56,F,H
201313243,44,F,H
201305759,40,F,B
202014924,23,F,H
201711059,57,F,W
201011645,62,M,W
201611751,26,F,H
201912204,39,F,H
200212747,36,F,H
201917362,36,F,W
200508861,50,F,W
201115857,62,F,O
201806171,62,F,H
202011684,36,F,H
201220080,48,F,H
200813508,42,F,O
201813113,55,F,W
200414893,61,F,H
201609790,59,M,H
200814835,46,M,O
202107104,59,F,H
200214134,31,F,H
201223866,74,M,W
201305459,25,F,H
200321404,27,F,H
201913091,30,F,H
201907485,86,M,H
202114525,30,F,H
202010364,42,F,H
202112277,18,F,X
201205767,50,F,B
200416421,35,F,H
201111489,53,M,H
202015209,51,M,W
200212544,38,F,H
200914297,56,F,B
201421319,47,F,O
200518186,46,F,H
202008746,27,F,H
200305439,50,F,O
201905577,78,F,H
201908073,40,F,H
202006473,64,M,B
201112770,53,M,W
200404341,60,F,H
200908079,52,M,W
200306783,26,F,H
200513018,39,F,H
201611561,26,F,H
201610608,8,M,H
201808922,86,M,H
201914048,78,F,H
202017592,68,F,O
201804892,57,M,B
201710910,22,F,H
202011998,78,M,A
202116793,23,F,W
201913883,25,F,H
201610610,6,M,H
200511383,46,F,B
200509204,68,F,H
201911595,52,F,H
200205826,27,F,H
201512981,49,F,H
201307359,27,F,H
200407122,62,F,H
201608199,25,M,H
201910136,42,F,H
201911038,53,F,H
202114024,89,F,H
201917478,49,F,B
201116202,32,F,H
200408338,84,M,H
201009080,29,F,O
200319750,48,F,H
200412502,27,M,H
201613984,59,F,W
200304439,59,F,H
201907910,16,M,H
200313873,62,M,H
201808975,57,F,H
200218569,39,F,W
201912570,31,F,H
200205035,38,F,H
202013557,55,M,B
201317008,32,F,H
201910205,29,F,H
202014505,48,M,H
200913258,33,F,W
200413166,44,F,W
201008506,56,F,W
201304174,30,F,H
201814259,30,F,H
200814393,39,M,W
200320031,28,F,H
200411215,76,F,H
200714978,34,F,W
200512758,60,F,H
201615249,70,M,W
201210514,37,F,H
201610611,12,M,H
201310091,21,F,H
200709002,35,F,O
201915583,36,F,H
201817634,0,F,B
201013809,41,F,O
201908136,40,F,H
202114635,24,F,B
200813277,64,M,B
200715197,36,F,W
202112420,26,F,H
200414742,27,F,H
202116150,37,M,W
201800761,30,F,H
201107071,48,F,W
200813557,67,F,B
202008879,25,M,H
201210918,15,F,H
200516766,39,M,W
201811793,27,M,H
201908184,17,M,H
200407890,47,F,H
201814345,47,M,B
201809714,81,M,H
201320239,51,F,H
201817447,39,F,H
201510949,32,F,O
201206470,50,F,B
200408211,47,F,H
201709383,69,M,W
201917226,65,F,H
201612214,59,F,W
200500845,43,F,H
200611197,74,M,H
200406138,47,F,H
201312091,27,F,H
200704801,40,F,H
200512077,38,F,H
201305057,38,M,H
201712391,70,M,H
200509258,31,F,H
201206417,43,F,H
201916162,32,F,H
200411812,47,F,H
202013803,24,F,H
200808695,45,M,O
200109474,34,F,B
200617898,19,F,W
200814074,65,M,B
201914478,20,F,H
200715855,44,M,W
200916868,72,M,B
201006245,35,F,H
200214180,32,F,H
201114704,49,F,W
201105347,55,F,H
201805692,38,F,H
201105872,31,F,H
200516483,43,F,H
201809060,57,F,H
201321268,52,F,B
201113560,71,M,O
200619543,68,F,W
202004452,51,M,W
201106162,40,F,H
202111084,35,F,H
201705453,21,F,H
201607255,26,F,H
200411811,47,F,H
201210345,32,F,H
201311075,45,F,B
200318479,28,F,O
202113924,19,F,H
200707255,38,F,X
200317346,23,F,B
200510837,22,M,H
200406588,66,F,H
200814683,46,M,O
202115670,70,F,B
201915378,44,F,H
200214318,43,F,H
202111485,61,M,H
200322393,50,F,H
201912035,42,F,H
201814300,37,F,H
202017190,44,F,B
202004549,48,F,H
201513820,0,X,X
201817318,71,M,H
201808718,86,M,H
202115970,36,F,H
201816991,38,F,B
200510283,31,F,H
201900547,21,F,H
200716881,48,F,B
201817320,30,M,H
202014339,60,M,H
201300862,30,F,B
201504273,29,M,W
200611918,25,F,H
200414169,37,F,H
200619255,68,F,W
201713808,53,F,W
202114538,36,F,O
201918261,25,F,H
200916685,49,F,H
200413084,42,F,H
202115864,42,F,B
201905044,38,F,H
200118694,31,F,B
200507005,61,F,H
201918244,53,F,W
201821192,22,M,H
200305398,54,F,B
200320352,75,M,B
200716087,37,F,W
200210318,34,F,H
201605224,32,F,H
200514934,44,F,H
201808474,43,F,B
201918260,52,M,H
200909821,35,M,O
200414615,65,F,H
201817992,14,M,H
201611183,42,F,H
201918366,44,F,H
200806355,42,F,W
200610231,25,F,W
202107064,65,M,O
201700903,30,F,H
200510083,57,F,W
201319167,63,F,H
202008691,32,F,H
201308750,20,M,H
200415034,65,M,W
201715307,41,F,H
201911690,41,F,H
201319020,52,F,H
201205497,42,F,H
200306365,63,M,B
200514352,32,M,H
201822078,36,F,H
201010989,48,F,W
201614838,51,F,B
200517681,32,F,H
200513417,16,M,H
200608973,54,F,W
200914869,35,F,H
200413322,32,F,B
201508885,24,M,O
201904708,24,M,H
201912947,35,F,H
201813981,50,F,H
201911721,52,F,H
202015118,67,M,H
201706432,49,F,H
200313918,48,F,H
201907780,43,M,H
201912787,25,F,H
201710600,3,F,H
200316172,62,M,H
200213188,32,M,B
201116677,28,F,H
201518438,41,F,W
200811985,63,F,A
200413170,53,F,H
200208549,41,F,H
201908503,58,F,H
201609599,36,F,H
201111124,24,M,H
202010294,32,M,O
200117314,0,F,H
201108683,49,F,H
201115994,32,F,H
201909001,61,F,H
201816656,42,F,H
200322269,58,M,H
201607788,54,F,W
200816978,40,F,W
200508171,38,F,H
201305113,27,F,H
202005654,40,F,H
201807982,0,F,B
200211025,40,F,H
202000772,46,F,W
200309490,46,F,W
201319440,29,F,H
201008249,23,F,O
200414721,66,F,H
201910849,25,F,H
202110481,35,F,W
201416713,38,F,O
201406258,65,F,W
202111658,31,F,H
200114212,59,F,H
201419257,88,F,W
201700562,37,F,W
201313946,38,F,H
201410814,47,F,H
200207460,43,F,H
200516452,54,M,B
201816170,38,F,H
200312077,52,M,W
201205829,26,M,B
200320574,26,F,B
200314565,34,F,B
201308427,48,F,H
201904304,27,F,H
201415775,0,X,X
201713553,29,F,H
201916501,44,F,H
200806490,0,X,X
201605860,48,M,H
200513405,69,F,B
201321515,53,F,B
200120669,39,M,B
202006780,23,F,H
200411122,20,F,H
202007271,50,F,K
201412845,26,F,W
200507948,62,F,H
200411405,66,F,H
200504163,23,F,H
200411361,20,F,H
201615823,75,M,W
200918043,91,M,W
201006784,26,F,W
200814394,43,M,W
200304747,77,M,B
200507182,24,F,B
200509474,31,F,H
202014963,51,M,W
201907000,44,F,H
201815767,24,M,H
200616225,33,M,W
200309446,77,F,B
201914349,44,F,H
200112285,35,F,B
201206775,54,M,H
201813605,22,F,H
200416199,48,F,H
200212012,34,F,H
200710393,26,F,H
201613103,50,M,W
200808803,30,F,W
200405431,32,F,H
200516510,64,M,H
200507545,7,X,X
200413072,59,M,H
200514574,42,M,H
201908938,60,F,H
201916890,23,M,A
201910059,40,F,H
201611378,42,F,H
200210926,62,F,H
201821676,31,F,H
201709543,37,F,H
201909094,57,M,B
202116156,28,M,B
201408153,33,F,H
201110611,43,M,H
200306303,40,F,H
201321292,52,F,B
201811138,45,F,H
201218644,61,F,B
201111488,45,M,W
202109380,15,M,H
201911958,47,F,H
201710915,68,F,O
201217233,87,F,B
200617841,37,M,B
202014109,54,F,H
200516888,46,F,H
200908548,38,F,W
200312330,47,F,H
200816340,0,X,X
200315875,34,F,H
201208920,62,M,B
201206613,50,F,B
200513422,50,F,H
200805624,45,M,W
200109300,61,M,H
201917775,32,F,H
200515058,42,F,H
201913309,40,F,H
200509762,64,M,H
202018425,37,F,H
201321729,56,F,B
201006194,35,F,H
202111553,25,F,H
200218498,30,F,H
201107706,32,F,W
201811027,67,F,H
200408027,30,F,H
200909286,37,F,W
200810650,56,X,X
201319438,37,F,H
200321990,40,M,B
200306600,57,F,B
202116007,36,F,W
200906630,41,F,B
201913844,32,F,H
200508976,41,F,H
200510633,43,F,H
201008469,28,F,H
201307961,35,F,H
200209614,60,F,B
201814809,76,F,H
201014131,63,M,H
200511988,23,F,H
200709524,0,F,H
201312584,24,F,H
200515814,50,M,X
201116081,71,F,W
201808817,54,F,B
200516405,28,F,H
201109131,22,F,H
201812400,37,F,H
201308717,23,F,H
201225070,43,F,B
201215184,49,F,B
202115463,32,F,H
211206395,40,F,H
201411926,54,M,W
201008522,48,F,W
200406509,35,M,H
201300869,43,F,H
202110158,39,F,H
200414258,65,M,B
201409340,53,M,H
201714780,74,F,H
202006363,40,F,H
200409152,49,M,H
200313200,41,F,H
201600893,47,M,H
201518662,65,F,W
202009788,58,F,W
201817107,57,F,H
202008880,33,F,A
200914090,39,F,H
202116265,8,F,W
200604287,45,M,H
200616427,68,M,W
200909069,31,M,H
200407806,40,F,H
201510619,27,F,H
200322275,40,F,W
200218359,60,M,H
201410824,47,F,H
202107813,48,F,W
201917978,46,F,H
200317052,62,F,B
201608282,45,F,B
201611526,55,M,H
201006750,43,F,O
201915627,21,F,H
201223854,44,F,H
201911525,35,F,H
200511685,70,M,H
201709470,47,F,W
200612651,26,F,H
202010570,32,M,O
200318522,39,M,H
200916179,72,M,B
200307620,61,M,B
200110458,50,F,H
200313120,41,M,B
200913442,36,F,B
200315154,52,F,W
201708259,45,F,B
200316037,26,F,B
201308748,53,F,H
201906326,49,M,O
200411261,47,F,H
201821874,27,F,H
201815154,49,F,H
200516537,62,F,W
201225397,62,F,B
202112995,29,F,H
201805281,49,F,H
201822639,68,F,B
201108260,31,F,H
200119479,26,F,H
200516730,38,F,H
201315678,32,F,B
201715158,38,F,W
