DR_NO,AREA,AREA NAME,Rpt Dist No,LOCATION,Cross Street,LAT,LON,,,,,,,,,,,,,,,
211300766,13,Newton,1313,400 E WASHINGTON BL,,34.0289,-118.2602,,,,,,,,,,,,,,,
211811218,18,Southeast,1851,132ND ST,VERMONT AV,33.9123,-118.2916,,,,,,,,,,,,,,,
210404552,4,Hollenbeck,451,MYERS ST,ALISO ST,34.0526,-118.2278,,,,,,,,,,,,,,,
210400945,4,Hollenbeck,407,4600 FERN PL,,34.0817,-118.1903,,,,,,,,,,,,,,,
211313595,13,Newton,1381,300 W 61ST ST,,33.9842,-118.2789,,,,,,,,,,,,,,,
211221087,12,77th Street,1249,6500 DENVER AV,,33.9795,-118.2838,,,,,,,,,,,,,,,
210119828,1,Central,162,7TH,HILL ST,34.0463,-118.255,,,,,,,,,,,,,,,
210214227,2,Rampart,295,UNION AV,VENICE BL,34.0416,-118.2791,,,,,,,,,,,,,,,
211014462,10,West Valley,1015,18200 SHERMAN WY,,34.2012,-118.5304,,,,,,,,,,,,,,,
210114604,1,Central,157,E 6TH ST,SAN PEDRO AV,34.0423,-118.2453,,,,,,,,,,,,,,,
210122775,1,Central,132,THADDEUS KOS,OLIVE,34.0547,-118.2505,,,,,,,,,,,,,,,
211908928,19,Mission,1985,14600 RAYEN ST,,34.2317,-118.4502,,,,,,,,,,,,,,,
211112809,11,Northeast,1142,VERMONT AV,FRANKLIN AV,34.1054,-118.2918,,,,,,,,,,,,,,,
212111245,21,Topanga,2146,VANOWEN ST,CANOGA,34.1938,-118.5975,,,,,,,,,,,,,,,
211315178,13,Newton,1307,800 GLADYS AV,,34.0344,-118.2471,,,,,,,,,,,,,,,
211814702,18,Southeast,1821,FIGUEROA ST,95TH ST,33.9501,-118.2827,,,,,,,,,,,,,,,
210613585,6,Hollywood,676,EL CENTRO,CAMERFORD,34.0844,-118.3244,,,,,,,,,,,,,,,
210204659,2,Rampart,238,100 DOUGLAS ST,,34.0616,-118.2586,,,,,,,,,,,,,,,
211817326,18,Southeast,1824,700 E 101ST ST,,33.9447,-118.2625,,,,,,,,,,,,,,,
211404758,14,Pacific,1414,600 FLOWER AV,,33.9984,-118.4713,,,,,,,,,,,,,,,
211821790,18,Southeast,1862,100 E 119TH ST,,33.9247,-118.2739,,,,,,,,,,,,,,,
210111081,1,Central,156,6TH,SAN JULIAN,34.0435,-118.2471,,,,,,,,,,,,,,,
210404823,4,Hollenbeck,409,WADENA ST,GUARDIA AV,34.0929,-118.1697,,,,,,,,,,,,,,,
210711116,7,Wilshire,765,4500 W PICO BL,,34.0485,-118.3334,,,,,,,,,,,,,,,
211210685,12,77th Street,1248,68TH ST,BONSALLO AV,33.9792,-118.2893,,,,,,,,,,,,,,,
211907748,19,Mission,1902,13400 PHILLIPPI AV,,34.3151,-118.4498,,,,,,,,,,,,,,,
211219289,12,77th Street,1273,MANCHESTER AV,WESTERN AV,33.96,-118.309,,,,,,,,,,,,,,,
210400940,4,Hollenbeck,451,200 N MYERS ST,,34.0493,-118.2287,,,,,,,,,,,,,,,
210304920,3,Southwest,316,1800 W 22ND ST,,34.0364,-118.3025,,,,,,,,,,,,,,,
210506315,5,Harbor,528,COIL,L,33.7876,-118.2465,,,,,,,,,,,,,,,
210506130,5,Harbor,528,1200 E MAURETANIA ST,,33.7902,-118.2487,,,,,,,,,,,,,,,
210515169,5,Harbor,585,21ST ST,ALMA,33.7252,-118.299,,,,,,,,,,,,,,,
211815930,18,Southeast,1846,11200 HOOPER AV,,33.9316,-118.2522,,,,,,,,,,,,,,,
211413698,14,Pacific,1414,FLOWER AV,LINCOLN,34.0008,-118.4667,,,,,,,,,,,,,,,
211818524,18,Southeast,1844,E 112TH ST,AVALON BL,33.933,-118.2652,,,,,,,,,,,,,,,
211106212,11,Northeast,1176,2300 BIRKDALE ST,,34.0919,-118.2397,,,,,,,,,,,,,,,
210205971,2,Rampart,215,SILVERLAKE,LONDON,34.0757,-118.2777,,,,,,,,,,,,,,,
211314639,13,Newton,1385,AVALON BL,61ST ST,33.9843,-118.2652,,,,,,,,,,,,,,,
211310094,13,Newton,1361,51ST ST,GRAND AV,33.9965,-118.2801,,,,,,,,,,,,,,,
211215596,12,77th Street,1259,7400 AVALON BL,,33.9726,-118.2652,,,,,,,,,,,,,,,
211411968,14,Pacific,1402,GATEWAY BL,S BARRINGTON AV,34.0291,-118.443,,,,,,,,,,,,,,,
210607819,6,Hollywood,668,WESTERN,FERNWOOD,34.0958,-118.3092,,,,,,,,,,,,,,,
211815326,18,Southeast,1844,AVALON BL,IMPERIAL HY,33.931,-118.2652,,,,,,,,,,,,,,,
211507101,15,N Hollywood,1501,13200 SATICOY ST,,34.2078,-118.4204,,,,,,,,,,,,,,,
210213967,2,Rampart,291,MALVERN,VENICE,34.0448,-118.2819,,,,,,,,,,,,,,,
210415300,4,Hollenbeck,429,3200 DORCHESTER AV,,34.0824,-118.1643,,,,,,,,,,,,,,,
210404373,4,Hollenbeck,443,SOTO,CESAR E CHAVEZ AV,34.0609,-118.2052,,,,,,,,,,,,,,,
211414402,14,Pacific,1452,00 WASHINGTON BL,,33.9792,-118.4666,,,,,,,,,,,,,,,
210207342,2,Rampart,231,OCCIDENTAL,COUNCIL,34.0721,-118.2785,,,,,,,,,,,,,,,
211221966,12,77th Street,1213,1800 W SLAUSON AV,,33.9921,-118.3108,,,,,,,,,,,,,,,
211814225,18,Southeast,1802,89TH ST,GRAND AV,33.956,-118.2803,,,,,,,,,,,,,,,
211220441,12,77th Street,1256,FIGUEROA ST,FLORENCE AV,33.9747,-118.2827,,,,,,,,,,,,,,,
211218549,12,77th Street,1241,3300 HYDE PARK BL,,33.9806,-118.3301,,,,,,,,,,,,,,,
212110197,21,Topanga,2138,20300 SATICOY ST,,34.2084,-118.5758,,,,,,,,,,,,,,,
211513835,15,N Hollywood,1526,KITTRIDGE ST,BECK AV,34.1903,-118.3835,,,,,,,,,,,,,,,
211804727,18,Southeast,1864,900 E 119TH ST,,33.9244,-118.2556,,,,,,,,,,,,,,,
211211959,12,77th Street,1268,100 W 82ND ST,,33.965,-118.2783,,,,,,,,,,,,,,,
211012829,10,West Valley,1039,WOODLEY,VICTORY,34.1866,-118.4836,,,,,,,,,,,,,,,
212008153,20,Olympic,2034,8TH ST,IROLO ST,34.0577,-118.3009,,,,,,,,,,,,,,,
210207544,2,Rampart,236,3RD,UNION,34.0611,-118.2684,,,,,,,,,,,,,,,
211224325,12,77th Street,1203,1700 W 51ST ST,,33.9969,-118.3089,,,,,,,,,,,,,,,
211914526,19,Mission,1993,7900 NORWICH AV,,34.215,-118.461,,,,,,,,,,,,,,,
211206871,12,77th Street,1263,1600 W 84TH ST,,33.9627,-118.3047,,,,,,,,,,,,,,,
211220301,12,77th Street,1259,700 E 79TH ST,,33.9711,-118.2629,,,,,,,,,,,,,,,
211815134,18,Southeast,1837,107TH ST,WILMINGTON AV,33.939,-118.239,,,,,,,,,,,,,,,
210308202,3,Southwest,319,800 W WASHINGTON BL,,34.036,-118.2756,,,,,,,,,,,,,,,
210304219,3,Southwest,396,800 W 43RD ST,,34.0055,-118.2894,,,,,,,,,,,,,,,
211213668,12,77th Street,1249,68TH ST,DENVER AV,33.9783,-118.2838,,,,,,,,,,,,,,,
212016817,20,Olympic,2002,BEVERLY BL,WESTERN AV,34.0763,-118.3091,,,,,,,,,,,,,,,
210121991,1,Central,182,1200 S FLOWER ST,,34.0409,-118.2661,,,,,,,,,,,,,,,
210320090,3,Southwest,318,25TH ST,E VERMONT AV,34.0336,-118.2915,,,,,,,,,,,,,,,
210316191,3,Southwest,356,3500 DALTON,,34.0192,-118.304,,,,,,,,,,,,,,,
210801068,8,West LA,849,900 S SHERBOURNE DR,,34.0594,-118.3793,,,,,,,,,,,,,,,
211220533,12,77th Street,1213,WESTERN AV,SLAUSON BL,33.9892,-118.3089,,,,,,,,,,,,,,,
211516875,15,N Hollywood,1516,LANKERSHIM BL,KITTRIDGE AV,34.1903,-118.3878,,,,,,,,,,,,,,,
210206072,2,Rampart,238,TEMPLE ST,BIXEL ST,34.066,-118.2539,,,,,,,,,,,,,,,
211213549,12,77th Street,1241,6500 WEST BL,,33.9802,-118.3352,,,,,,,,,,,,,,,
211815239,18,Southeast,1837,1800 E 114TH ST,,33.9308,-118.2393,,,,,,,,,,,,,,,
211311246,13,Newton,1372,5300 S MAIN ST,,33.9936,-118.274,,,,,,,,,,,,,,,
210511604,5,Harbor,529,D ST,BROAD AV,33.7743,-118.2607,,,,,,,,,,,,,,,
211511189,15,N Hollywood,1506,11100 LEADWELL ST,,34.2039,-118.3725,,,,,,,,,,,,,,,
211612961,16,Foothill,1602,FILMORE ST,BROMONT AV,34.2826,-118.4066,,,,,,,,,,,,,,,
211417755,14,Pacific,1441,00 WASHINGTON BL,,33.9791,-118.4667,,,,,,,,,,,,,,,
210506562,5,Harbor,515,1400 N FRIES AV,,33.791,-118.2658,,,,,,,,,,,,,,,
211423490,14,Pacific,1479,7300 LA TIJERA BL,,33.9656,-118.385,,,,,,,,,,,,,,,
211312038,13,Newton,1307,CERES ST,OLYMPIC AV,34.0351,-118.2459,,,,,,,,,,,,,,,
211819680,18,Southeast,1841,500 W 107TH ST,,33.9391,-118.2848,,,,,,,,,,,,,,,
212014116,20,Olympic,2088,1800 MAGNOLIA AV,,34.0412,-118.2864,,,,,,,,,,,,,,,
210708540,7,Wilshire,759,1100 S NORTON AV,,34.0476,-118.3238,,,,,,,,,,,,,,,
210616199,6,Hollywood,636,6500 YUCCA ST,,34.1039,-118.3318,,,,,,,,,,,,,,,
211214949,12,77th Street,1255,7800 S HALLDALE AV,,33.9678,-118.3025,,,,,,,,,,,,,,,
211810486,18,Southeast,1802,8600 S FIGUEROA ST,,33.9596,-118.2827,,,,,,,,,,,,,,,
211812204,18,Southeast,1862,BROADWAY,115TH ST,33.9301,-118.2784,,,,,,,,,,,,,,,
211509081,15,N Hollywood,1555,11000 OTSEGO ST,,34.163,-118.3729,,,,,,,,,,,,,,,
211818708,18,Southeast,1851,132ND ST,E VERMONT AV,33.9123,-118.2916,,,,,,,,,,,,,,,
211814668,18,Southeast,1842,10800 S MAIN ST,,33.9378,-118.2739,,,,,,,,,,,,,,,
211821295,18,Southeast,1842,112TH ST,MAIN ST,33.933,-118.2739,,,,,,,,,,,,,,,
210401046,4,Hollenbeck,439,VALLEY BL,MARIONDALE AV,34.0741,-118.1651,,,,,,,,,,,,,,,
210218223,2,Rampart,275,11TH ST,WESTLAKE AV,34.05,-118.2802,,,,,,,,,,,,,,,
210119725,1,Central,138,4TH,WALL ST,34.0464,-118.2447,,,,,,,,,,,,,,,
210211853,2,Rampart,245,S GRAND VIEW,W 7TH ST,34.061,-118.2775,,,,,,,,,,,,,,,
212009338,20,Olympic,2044,IROLO ST,SAN MARINO ST,34.0545,-118.3009,,,,,,,,,,,,,,,
210215344,2,Rampart,246,ALVARADO,7TH,34.0569,-118.2765,,,,,,,,,,,,,,,
211107445,11,Northeast,1181,2700 W SUNSET BL,,34.0808,-118.2655,,,,,,,,,,,,,,,
211711872,17,Devonshire,1796,16900 ROSCOE BL,,34.2292,-118.4999,,,,,,,,,,,,,,,
210304584,3,Southwest,392,3100 W 48TH ST,,34,-118.3282,,,,,,,,,,,,,,,
211813702,18,Southeast,1837,1700 E 114TH ST,,33.9311,-118.2425,,,,,,,,,,,,,,,
210300935,3,Southwest,357,1100 W 37TH DR,,34.019,-118.2944,,,,,,,,,,,,,,,
211212886,12,77th Street,1243,6200 S VAN NESS AV,,33.9818,-118.3177,,,,,,,,,,,,,,,
210316835,3,Southwest,363,4100 PALMYRA RD,,34.0149,-118.3436,,,,,,,,,,,,,,,
210320018,3,Southwest,336,2100 W 29TH PL,,34.0282,-118.3151,,,,,,,,,,,,,,,
211221560,12,77th Street,1239,59TH ST,BONSALLO AV,33.9875,-118.286,,,,,,,,,,,,,,,
212116610,21,Topanga,2115,21700 ROSCOE BL,,34.2197,-118.6025,,,,,,,,,,,,,,,
211216553,12,77th Street,1213,WESTERN AV,SLAUSON AV,33.9892,-118.3089,,,,,,,,,,,,,,,
210217757,2,Rampart,245,WILSHIRE,ALVARADO,34.0584,-118.2763,,,,,,,,,,,,,,,
211207587,12,77th Street,1233,5900 S DENKER AV,,33.9862,-118.3111,,,,,,,,,,,,,,,
211000895,10,West Valley,1012,18500 SHERMAN WY,,34.2012,-118.5392,,,,,,,,,,,,,,,
210500730,5,Harbor,567,1300 S BEACON ST,,33.7324,-118.2805,,,,,,,,,,,,,,,
211008351,10,West Valley,1047,5900 BALBOA BL,,34.1773,-118.5013,,,,,,,,,,,,,,,
210104432,1,Central,147,5TH ST,WALL ST,34.0449,-118.2458,,,,,,,,,,,,,,,
211806097,18,Southeast,1821,VERMONT AV,COLDEN AV,33.9491,-118.2916,,,,,,,,,,,,,,,
211314514,13,Newton,1313,1200 E 20TH ST,,34.0247,-118.2536,,,,,,,,,,,,,,,
212017681,20,Olympic,2029,4TH,VERMONT,34.0673,-118.2917,,,,,,,,,,,,,,,
210811369,8,West LA,817,900 BROXTON AV,,34.0637,-118.447,,,,,,,,,,,,,,,
211609243,16,Foothill,1655,11000 MCBROOM ST,,34.2609,-118.3699,,,,,,,,,,,,,,,
211116938,11,Northeast,1178,3300 SEYMOUR ST,,34.0903,-118.2223,,,,,,,,,,,,,,,
211820496,18,Southeast,1801,9100 S HOOVER ST,,33.9541,-118.287,,,,,,,,,,,,,,,
210714623,7,Wilshire,743,800 S CURSON AV,,34.0575,-118.3571,,,,,,,,,,,,,,,
211220427,12,77th Street,1232,5800 6TH AV,,33.9891,-118.3235,,,,,,,,,,,,,,,
211613347,16,Foothill,1651,9800 RINCON AV,,34.2483,-118.4191,,,,,,,,,,,,,,,
212009611,20,Olympic,2044,ARDMORE,SAN MARINO,34.0545,-118.302,,,,,,,,,,,,,,,
211101117,11,Northeast,1124,3100 SAN FERNANDO RD,,34.1149,-118.2459,,,,,,,,,,,,,,,
211209690,12,77th Street,1255,77TH ST,BUDLONG AV,33.9702,-118.2962,,,,,,,,,,,,,,,
210411534,4,Hollenbeck,423,MAIN ST,MISSION RD,34.0661,-118.2073,,,,,,,,,,,,,,,
211904998,19,Mission,1998,7900 VAN NUYS BL,,34.2143,-118.4488,,,,,,,,,,,,,,,
210219271,2,Rampart,241,400 S LA FAYETTE P PL,,34.0657,-118.2825,,,,,,,,,,,,,,,
210313879,3,Southwest,378,EXPOSITION BL,VERMONT AV,34.0182,-118.2915,,,,,,,,,,,,,,,
210505462,5,Harbor,558,200 W AMAR ST,,33.7478,-118.2822,,,,,,,,,,,,,,,
211907188,19,Mission,1994,VAN NUYS,TITUS,34.2197,-118.4488,,,,,,,,,,,,,,,
211000988,10,West Valley,1039,16100 VANOWEN ST,,34.1939,-118.4843,,,,,,,,,,,,,,,
211216855,12,77th Street,1207,800 W 50TH PL,,33.997,-118.2873,,,,,,,,,,,,,,,
211215076,12,77th Street,1258,SAN PEDRO ST,76TH ST,33.9713,-118.2696,,,,,,,,,,,,,,,
210513791,5,Harbor,528,1200 E PACIFIC COAST HY,,33.7909,-118.2485,,,,,,,,,,,,,,,
211912849,19,Mission,1967,13900 OSBORNE ST,,34.2416,-118.4371,,,,,,,,,,,,,,,
210201029,2,Rampart,245,600 S CORONADO ST,,34.061,-118.2811,,,,,,,,,,,,,,,
211222085,12,77th Street,1253,7800 S HARVARD BL,,33.9678,-118.3068,,,,,,,,,,,,,,,
211110641,11,Northeast,1123,3800 LEGION LN,,34.1197,-118.2681,,,,,,,,,,,,,,,
210618273,6,Hollywood,646,SUNSET,CAHUENGA BL,34.098,-118.3295,,,,,,,,,,,,,,,
212110942,21,Topanga,2155,6300 RANDI AV,,34.1838,-118.6102,,,,,,,,,,,,,,,
210109028,1,Central,142,5TH ST,FIGUEROA,34.0523,-118.2571,,,,,,,,,,,,,,,
211210753,12,77th Street,1266,800 W 81ST ST,,33.9655,-118.2877,,,,,,,,,,,,,,,
211006908,10,West Valley,1025,6900 CANBY AV,,34.1957,-118.5347,,,,,,,,,,,,,,,
210607250,6,Hollywood,643,VISTA,HAWTHORN,34.0998,-118.351,,,,,,,,,,,,,,,
211113520,11,Northeast,1124,3300 DREW ST,,34.1199,-118.2431,,,,,,,,,,,,,,,
212008220,20,Olympic,2088,1700 S WESTMORELAND AV,,34.0427,-118.2892,,,,,,,,,,,,,,,
210707100,7,Wilshire,773,HAUSER,WASHINGTON,34.0391,-118.3603,,,,,,,,,,,,,,,
211608424,16,Foothill,1659,LOWELL,FOOTHILL,34.2404,-118.2661,,,,,,,,,,,,,,,
211012480,10,West Valley,1024,RESEDA BL,KITTRIDGE ST,34.1905,-118.536,,,,,,,,,,,,,,,
210212759,2,Rampart,201,HELIOTROPE,WILLOWBROOK,34.0873,-118.296,,,,,,,,,,,,,,,
210700499,7,Wilshire,732,6500 COLGATE AV,,34.0697,-118.3673,,,,,,,,,,,,,,,
211510029,15,N Hollywood,1529,6000 CAHUENGA BL,,34.1794,-118.3616,,,,,,,,,,,,,,,
210301025,3,Southwest,363,4000 PALMWOOD DR,,34.0132,-118.3424,,,,,,,,,,,,,,,
210613601,6,Hollywood,635,1900 N CAHUENGA BL,,34.1079,-118.3337,,,,,,,,,,,,,,,
211211827,12,77th Street,1269,900 E 81ST ST,,33.9656,-118.2586,,,,,,,,,,,,,,,
210810523,8,West LA,859,1400 S SHENANDOAH ST,,34.0539,-118.3817,,,,,,,,,,,,,,,
210708366,7,Wilshire,782,LA CIENEGA,VENICE,34.0352,-118.3779,,,,,,,,,,,,,,,
211307966,13,Newton,1321,SANTEE ST,WASHINGTON,34.03,-118.2626,,,,,,,,,,,,,,,
212110743,21,Topanga,2136,SATICOY,CANOGA,34.2083,-118.5975,,,,,,,,,,,,,,,
211318677,13,Newton,1307,8TH,MERCHANT,34.0344,-118.2442,,,,,,,,,,,,,,,
211900607,19,Mission,1959,TERRA BELLA ST,SHARP AV,34.2504,-118.4291,,,,,,,,,,,,,,,
210318804,3,Southwest,334,2800 S NORTON AV,,34.0295,-118.3327,,,,,,,,,,,,,,,
212018448,20,Olympic,2001,MAPLEWOOD,WILTON,34.0803,-118.3135,,,,,,,,,,,,,,,
211907528,19,Mission,1958,LASSEN,WOODMAN,34.2507,-118.4506,,,,,,,,,,,,,,,
210215528,2,Rampart,201,KENMORE,SANTA MONICA,34.0909,-118.297,,,,,,,,,,,,,,,
210510730,5,Harbor,529,600 PIONEER AV,,33.7782,-118.248,,,,,,,,,,,,,,,
211315145,13,Newton,1313,1900 S SAN PEDRO ST,,34.0273,-118.2577,,,,,,,,,,,,,,,
211308919,13,Newton,1362,400 E 51ST ST,,33.9966,-118.2674,,,,,,,,,,,,,,,
211905749,19,Mission,1977,13400 BRACKEN ST,,34.232,-118.427,,,,,,,,,,,,,,,
210207114,2,Rampart,245,2200 W 6TH ST,,34.0601,-118.2761,,,,,,,,,,,,,,,
211108151,11,Northeast,1195,ACADEMY RD,PARK,34.0796,-118.2361,,,,,,,,,,,,,,,
210715295,7,Wilshire,775,ST ELMO DR,RIMPAU,34.0433,-118.3418,,,,,,,,,,,,,,,
210716047,7,Wilshire,702,7400 MELROSE AV,,34.0836,-118.3511,,,,,,,,,,,,,,,
211506709,15,N Hollywood,1596,10600 VENTURA BL,,34.1372,-118.3633,,,,,,,,,,,,,,,
210112879,1,Central,158,600 S CENTRAL AV,,34.0381,-118.2401,,,,,,,,,,,,,,,
210200733,2,Rampart,256,1900 W 7TH ST,,34.0565,-118.2724,,,,,,,,,,,,,,,
211517740,15,N Hollywood,1569,10100 RIVERSIDE DR,,34.1522,-118.3507,,,,,,,,,,,,,,,
212012203,20,Olympic,2017,200 S NEW HAMPSHIRE AV,,34.0705,-118.2929,,,,,,,,,,,,,,,
210112938,1,Central,111,500 N FIGUEROA ST,,34.0615,-118.247,,,,,,,,,,,,,,,
210314526,3,Southwest,357,VERMONT AV,36TH ST,34.0231,-118.2915,,,,,,,,,,,,,,,
210205072,2,Rampart,261,800 S CARONDELET ST,,34.0553,-118.283,,,,,,,,,,,,,,,
211307407,13,Newton,1309,1900 E 20TH ST,,34.018,-118.2369,,,,,,,,,,,,,,,
210209764,2,Rampart,219,SUNSET,BEAUDRY,34.0653,-118.2492,,,,,,,,,,,,,,,
210308802,3,Southwest,341,5900 BOWCROFT ST,,34.0193,-118.3751,,,,,,,,,,,,,,,
211607097,16,Foothill,1663,SAN FERNANDO,SHELDON,34.2393,-118.3937,,,,,,,,,,,,,,,
210410869,4,Hollenbeck,466,1ST,MOTT,34.0421,-118.206,,,,,,,,,,,,,,,
210206463,2,Rampart,257,400 LOMA DR,,34.0566,-118.2681,,,,,,,,,,,,,,,
211906771,19,Mission,1983,SEPULVEDA BL,PARTHENIA,34.2283,-118.4677,,,,,,,,,,,,,,,
210600653,6,Hollywood,646,CHEROKEE,HOLLYWOOD,34.1016,-118.335,,,,,,,,,,,,,,,
211915945,19,Mission,1984,CEDROS,CHASE,34.2247,-118.4536,,,,,,,,,,,,,,,
210709326,7,Wilshire,773,VENICE BL,REDONDO BL,34.0451,-118.3504,,,,,,,,,,,,,,,
211314853,13,Newton,1307,1300 E OLYMPIC BL,,34.0349,-118.2436,,,,,,,,,,,,,,,
210613044,6,Hollywood,636,HOLLYWOOD,LAS PALMAS,34.1016,-118.3361,,,,,,,,,,,,,,,
210619175,6,Hollywood,647,5800 HAROLD WY,,34.0993,-118.316,,,,,,,,,,,,,,,
211010780,10,West Valley,1025,SHERMAN WY,RESEDA BL,34.2011,-118.536,,,,,,,,,,,,,,,
211109781,11,Northeast,1125,4800 YORK BL,,34.1222,-118.2108,,,,,,,,,,,,,,,
210711189,7,Wilshire,755,REDONDO BL,PICO BL,34.048,-118.3491,,,,,,,,,,,,,,,
210212179,2,Rampart,269,1500 CAMBRIA ST,,34.0523,-118.2699,,,,,,,,,,,,,,,
210506310,5,Harbor,519,MAURETANIA,GOODRICH,33.7905,-118.2389,,,,,,,,,,,,,,,
210604507,6,Hollywood,636,6700 HOLLYWOOD BL,,34.1034,-118.3325,,,,,,,,,,,,,,,
210514287,5,Harbor,507,22300 DENKER AV,,33.8234,-118.3038,,,,,,,,,,,,,,,
210410522,4,Hollenbeck,428,3100 N EASTERN AV,,34.081,-118.178,,,,,,,,,,,,,,,
211519075,15,N Hollywood,1524,6500 SAINT CLAIRE AV,,34.1869,-118.3987,,,,,,,,,,,,,,,
211900618,19,Mission,1917,13100 BROMONT AV,,34.3088,-118.4353,,,,,,,,,,,,,,,
210121094,1,Central,157,5TH ST,SAN PEDRO,34.0442,-118.2439,,,,,,,,,,,,,,,
211111023,11,Northeast,1162,SANTA MONICA BL,VERMONT AV,34.0909,-118.2917,,,,,,,,,,,,,,,
211408444,14,Pacific,1431,1500 OCEAN FRONT WK,,33.9869,-118.4736,,,,,,,,,,,,,,,
210317117,3,Southwest,397,1400 W MARTIN LUTHER KING JR BL,,34.0109,-118.3007,,,,,,,,,,,,,,,
210414528,4,Hollenbeck,471,ANDERSON,4TH ST,34.0422,-118.2254,,,,,,,,,,,,,,,
211224954,12,77th Street,1243,6900 S WESTERN AV,,33.9768,-118.309,,,,,,,,,,,,,,,
210917098,9,Van Nuys,971,VENTURA BL,SEPULVEDA BL,34.1538,-118.4662,,,,,,,,,,,,,,,
211013838,10,West Valley,1025,DARBY,SHERMAN WY,34.2011,-118.5335,,,,,,,,,,,,,,,
210214842,2,Rampart,245,2200 W 6TH ST,,34.0601,-118.2761,,,,,,,,,,,,,,,
210908591,9,Van Nuys,933,14700 CALVERT ST,,34.1816,-118.4531,,,,,,,,,,,,,,,
211317096,13,Newton,1341,42ND PL,BROADWAY,34.0155,-118.2772,,,,,,,,,,,,,,,
210219257,2,Rampart,256,1800 W 7TH ST,,34.0565,-118.2724,,,,,,,,,,,,,,,
211418151,14,Pacific,1412,HAMPTON DR,SUNSET AV,33.995,-118.4755,,,,,,,,,,,,,,,
210308171,3,Southwest,311,5400 HOMESIDE AV,,34.0273,-118.3622,,,,,,,,,,,,,,,
212117161,21,Topanga,2145,6600 GLADE AV,,34.1904,-118.6082,,,,,,,,,,,,,,,
211308478,13,Newton,1361,100 W 49TH ST,,33.9983,-118.2783,,,,,,,,,,,,,,,
210212109,2,Rampart,235,2200 W COURT ST,,34.0697,-118.2697,,,,,,,,,,,,,,,
211208858,12,77th Street,1243,GAGE AV,WESTERN AV,33.9819,-118.309,,,,,,,,,,,,,,,
211907705,19,Mission,1944,11200 LAUREL CANYON BL,,34.2737,-118.4479,,,,,,,,,,,,,,,
211223473,12,77th Street,1258,78TH ST,SAN PEDRO ST,33.9688,-118.2695,,,,,,,,,,,,,,,
212011168,20,Olympic,2079,1300 S VERMONT AV,,34.0468,-118.2916,,,,,,,,,,,,,,,
211910616,19,Mission,1911,SAN FERNANDO RD,ROXFORD,34.31,-118.4732,,,,,,,,,,,,,,,
210409573,4,Hollenbeck,438,2400 N EASTERN AV,,34.0728,-118.1804,,,,,,,,,,,,,,,
210900520,9,Van Nuys,998,3300 COLDWATER CANYON AV,,34.137,-118.4187,,,,,,,,,,,,,,,
212109644,21,Topanga,2143,6600 FALLBROOK AV,,34.1883,-118.6274,,,,,,,,,,,,,,,
210912832,9,Van Nuys,989,4300 VENTURA CANYON AV,,34.1478,-118.4296,,,,,,,,,,,,,,,
211225843,12,77th Street,1259,7800 AVALON BL,,33.9684,-118.2652,,,,,,,,,,,,,,,
210109444,1,Central,139,700 E 3RD ST,,34.0455,-118.2379,,,,,,,,,,,,,,,
210406050,4,Hollenbeck,497,OLYMPIC,ORME,34.0234,-118.2177,,,,,,,,,,,,,,,
211200839,12,77th Street,1259,E 80TH ST,SAN PEDRO ST,33.9711,-118.2629,,,,,,,,,,,,,,,
211806900,18,Southeast,1806,900 E 92ND ST,,33.9529,-118.2586,,,,,,,,,,,,,,,
211910895,19,Mission,1961,SEPULVEDA BL,NORDHOFF,34.2355,-118.4677,,,,,,,,,,,,,,,
211215445,12,77th Street,1256,75TH ST,FIGUEROA ST,33.9717,-118.2827,,,,,,,,,,,,,,,
211215831,12,77th Street,1269,400 E 81ST ST,,33.9656,-118.2673,,,,,,,,,,,,,,,
210219365,2,Rampart,271,11TH ST,HOOVER,34.0529,-118.2819,,,,,,,,,,,,,,,
210816723,8,West LA,859,1400 S LA CIENEGA BL,,34.0495,-118.3805,,,,,,,,,,,,,,,
221805159,18,Southeast,1844,1000 109TH ST,,33.9373,-118.2584,,,,,,,,,,,,,,,
211204378,12,77th Street,1245,6300 S NORMANDIE AV,,33.982,-118.3003,,,,,,,,,,,,,,,
210607634,6,Hollywood,668,5600 LEXINGTON AV,,34.0928,-118.3132,,,,,,,,,,,,,,,
210119051,1,Central,148,600 E 5TH ST,,34.0438,-118.2416,,,,,,,,,,,,,,,
211105386,11,Northeast,1161,1200 N KENMORE AV,,34.0934,-118.2974,,,,,,,,,,,,,,,
210118185,1,Central,192,PICO,HOPE,34.0397,-118.2661,,,,,,,,,,,,,,,
211224288,12,77th Street,1256,FIGUEROA ST,76TH ST,33.9708,-118.2827,,,,,,,,,,,,,,,
210115268,1,Central,124,1ST,MAIN,34.0522,-118.2434,,,,,,,,,,,,,,,
211314122,13,Newton,1344,4100 WADSWORTH AV,,34.0078,-118.2636,,,,,,,,,,,,,,,
211415651,14,Pacific,1488,9000 BELLANCA AV,,33.9574,-118.3805,,,,,,,,,,,,,,,
210304303,3,Southwest,333,4400 W ADAMS BL,,34.0326,-118.3358,,,,,,,,,,,,,,,
211907964,19,Mission,1961,9200 N SEPULVEDA BL,,34.2376,-118.4677,,,,,,,,,,,,,,,
211319495,13,Newton,1309,1900 SACRAMENTO ST,,34.0306,-118.2322,,,,,,,,,,,,,,,
