DR_NO,AREA,AREA NAME,Rpt Dist No,LOCATION,Cross Street,LAT,LON,,,,,,,,,,,,,,,,
211318782,13,Newton,1385,CENTRAL AV,GAGE AV,33.9823,-118.2565,,,,,,,,,,,,,,,,
211209293,12,77th Street,1241,3400 HYDE PARK BL,,33.9806,-118.3312,,,,,,,,,,,,,,,,
212005748,20,Olympic,2041,3700 W OLYMPIC BL,,34.0531,-118.3186,,,,,,,,,,,,,,,,
211501023,15,N Hollywood,1503,WHITSETT AV,SATICOY ST,34.2085,-118.4052,,,,,,,,,,,,,,,,
210310529,3,Southwest,395,MARTIN LUTHER KING JR BL,WESTERN AV,34.0109,-118.3089,,,,,,,,,,,,,,,,
211300910,13,Newton,1347,41ST PL,LONG BEACH,34.0072,-118.2432,,,,,,,,,,,,,,,,
210604670,6,Hollywood,646,6700 W SUNSET BL,,34.098,-118.3365,,,,,,,,,,,,,,,,
210900893,9,Van Nuys,946,6000 HAZELTINE AV,,34.1794,-118.44,,,,,,,,,,,,,,,,
210207055,2,Rampart,256,7TH ST,LITTLE ST,34.0547,-118.2729,,,,,,,,,,,,,,,,
210207160,2,Rampart,219,TEMPLE,BEAUDRY,34.0632,-118.2514,,,,,,,,,,,,,,,,
221000501,10,West Valley,1001,19200 LANARK ST,,34.2174,-118.5515,,,,,,,,,,,,,,,,
210905740,9,Van Nuys,909,13700 LEADWELL ST,,34.2039,-118.4322,,,,,,,,,,,,,,,,
210100877,1,Central,174,700 S MAIN ST,,34.0437,-118.2518,,,,,,,,,,,,,,,,
211611190,16,Foothill,1613,12600 PIERCE ST,,34.2758,-118.4052,,,,,,,,,,,,,,,,
210309565,3,Southwest,314,3900 W 28TH ST,,34.0306,-118.3281,,,,,,,,,,,,,,,,
210100914,1,Central,182,FLOWER,PICO,34.0406,-118.2664,,,,,,,,,,,,,,,,
211505889,15,N Hollywood,1591,4000 LAUREL CANYON BL,,34.1325,-118.3974,,,,,,,,,,,,,,,,
211613315,16,Foothill,1691,8000 WILKINSON AV,,34.2157,-118.4041,,,,,,,,,,,,,,,,
211318355,13,Newton,1393,70TH ST,BROADWAY,33.9765,-118.2783,,,,,,,,,,,,,,,,
210616426,6,Hollywood,668,WILTON PL,LA MIRADA AV,34.0938,-118.3136,,,,,,,,,,,,,,,,
211909888,19,Mission,1988,REEDLEY,ALLOTT,34.2227,-118.4273,,,,,,,,,,,,,,,,
211011923,10,West Valley,1018,SHERMAN WY,WOODLEY AV,34.2012,-118.4837,,,,,,,,,,,,,,,,
211306025,13,Newton,1372,54TH ST,SAN PEDRO ST,33.9934,-118.2671,,,,,,,,,,,,,,,,
211217665,12,77th Street,1218,5700 S HOOVER ST,,33.9901,-118.2871,,,,,,,,,,,,,,,,
210114196,1,Central,139,800 E 4TH PL,,34.0454,-118.2333,,,,,,,,,,,,,,,,
211225433,12,77th Street,1241,6300 CRENSHAW BL,,33.9825,-118.3309,,,,,,,,,,,,,,,,
210108583,1,Central,158,800 E 6TH ST,,34.0407,-118.2427,,,,,,,,,,,,,,,,
211307945,13,Newton,1313,14TH ST,GRIFFITH AV,34.03,-118.2501,,,,,,,,,,,,,,,,
212000961,20,Olympic,2029,6TH ST,VERMONT AV,34.0637,-118.2905,,,,,,,,,,,,,,,,
210213862,2,Rampart,256,1600 WILSHIRE BL,,0,0,,,,,,,,,,,,,,,,
210915982,9,Van Nuys,957,13800 WEDDINGTON ST,,34.1667,-118.4356,,,,,,,,,,,,,,,,
212109505,21,Topanga,2115,21800 LANARK ST,,34.2176,-118.6045,,,,,,,,,,,,,,,,
210617916,6,Hollywood,646,6700 HOLLYWOOD BL,,34.1016,-118.3365,,,,,,,,,,,,,,,,
211611612,16,Foothill,1675,PENDLETON,NORRIS,34.2346,-118.3784,,,,,,,,,,,,,,,,
211208809,12,77th Street,1267,8500 S BROADWAY,,33.9622,-118.285,,,,,,,,,,,,,,,,
210612505,6,Hollywood,644,1400 N MARTEL AV,,34.0962,-118.3507,,,,,,,,,,,,,,,,
210405357,4,Hollenbeck,448,200 ALCAZAR ST,,34.0621,-118.1975,,,,,,,,,,,,,,,,
211223169,12,77th Street,1203,1700 W 51ST ST,,33.9969,-118.3089,,,,,,,,,,,,,,,,
211607295,16,Foothill,1612,13200 PAXTON ST,,34.278,-118.4203,,,,,,,,,,,,,,,,
210507857,5,Harbor,528,1200 BLINN AV,,33.7876,-118.2452,,,,,,,,,,,,,,,,
210808693,8,West LA,884,2400 S SEPULVEDA BL,,34.0364,-118.4346,,,,,,,,,,,,,,,,
211213944,12,77th Street,1268,7900 S MAIN ST,,33.967,-118.2739,,,,,,,,,,,,,,,,
211514918,15,N Hollywood,1557,5100 RIVERTON AV,,34.1626,-118.3659,,,,,,,,,,,,,,,,
210112022,1,Central,156,500 S SAN PEDRO ST,,34.0437,-118.2455,,,,,,,,,,,,,,,,
211610061,16,Foothill,1687,10900 RATNER ST,,34.218,-118.3683,,,,,,,,,,,,,,,,
211213667,12,77th Street,1213,1600 W 58TH ST,,33.9897,-118.3045,,,,,,,,,,,,,,,,
211816016,18,Southeast,1824,1100 E CENTURY BL,,33.9457,-118.2565,,,,,,,,,,,,,,,,
210612637,6,Hollywood,666,6100 DE LONGPRE AV,,34.0962,-118.3237,,,,,,,,,,,,,,,,
211818562,18,Southeast,1844,11300 AVALON BL,,33.932,-118.2652,,,,,,,,,,,,,,,,
212016969,20,Olympic,2015,4000 BEVERLY BL,,34.0763,-118.2959,,,,,,,,,,,,,,,,
210300588,3,Southwest,393,4300 CRENSHAW BL,,34.0049,-118.3334,,,,,,,,,,,,,,,,
211515887,15,N Hollywood,1549,11200 CUMPSTON ST,,34.17,-118.3752,,,,,,,,,,,,,,,,
210318437,3,Southwest,325,2600 S BUDLONG AV,,34.0323,-118.2959,,,,,,,,,,,,,,,,
210118109,1,Central,118,WILHARDT,NAUD,34.0686,-118.2266,,,,,,,,,,,,,,,,
210309744,3,Southwest,375,3900 S WESTERN AV,,34.0146,-118.313,,,,,,,,,,,,,,,,
211100568,11,Northeast,1124,DREW ST,ESTARA,34.1199,-118.2431,,,,,,,,,,,,,,,,
210509791,5,Harbor,525,200 N AVALON BL,,33.7739,-118.2678,,,,,,,,,,,,,,,,
211310738,13,Newton,1333,900 E 28TH ST,,34.0175,-118.2574,,,,,,,,,,,,,,,,
211600847,16,Foothill,1622,13600 DAVENTRY ST,,34.2704,-118.4288,,,,,,,,,,,,,,,,
211817406,18,Southeast,1844,400 E LANZIT AV,,33.9311,-118.2678,,,,,,,,,,,,,,,,
211318319,13,Newton,1342,3700 WOODLAWN AV,,34.0142,-118.2728,,,,,,,,,,,,,,,,
211111526,11,Northeast,1136,EL PASO DR,EAGLE ROCK BL,34.1222,-118.2243,,,,,,,,,,,,,,,,
210204135,2,Rampart,221,400 N KENMORE AV,,34.0777,-118.297,,,,,,,,,,,,,,,,
211514235,15,N Hollywood,1521,HART ST,FULTON AV,34.1976,-118.4225,,,,,,,,,,,,,,,,
210214215,2,Rampart,237,100 LUCAS AV,,34.0613,-118.2598,,,,,,,,,,,,,,,,
211411210,14,Pacific,1441,00 WASHINGTON BL,,33.9792,-118.4666,,,,,,,,,,,,,,,,
210917756,9,Van Nuys,906,7300 LENNOX AV,,34.203,-118.4458,,,,,,,,,,,,,,,,
210310757,3,Southwest,334,3400 11TH AV,,34.0251,-118.3294,,,,,,,,,,,,,,,,
211820179,18,Southeast,1841,10500 S VERMONT AV,,33.9404,-118.2916,,,,,,,,,,,,,,,,
210911956,9,Van Nuys,926,MAMMOTH AV,ARCHWOOD ST,34.193,-118.4324,,,,,,,,,,,,,,,,
210109919,1,Central,112,MAIN ST,S ALISO,34.0554,-118.2404,,,,,,,,,,,,,,,,
210516591,5,Harbor,557,600 W 5TH ST,,33.7397,-118.2906,,,,,,,,,,,,,,,,
210112278,1,Central,148,5TH,TOWNE,34.043,-118.242,,,,,,,,,,,,,,,,
211300702,13,Newton,1313,PICO,PALOMA,34.0304,-118.2484,,,,,,,,,,,,,,,,
210300986,3,Southwest,375,1800 W 38TH PL,,34.0164,-118.3133,,,,,,,,,,,,,,,,
211710962,17,Devonshire,1771,21000 PLUMMER ST,,34.2427,-118.5925,,,,,,,,,,,,,,,,
210406158,4,Hollenbeck,424,3500 VALLEY BL,,34.07,-118.1998,,,,,,,,,,,,,,,,
211407953,14,Pacific,1413,300 HAMPTON DR,,33.9961,-118.4766,,,,,,,,,,,,,,,,
211314911,13,Newton,1303,CENTRAL AV,OLYMPIC BL,34.0316,-118.2444,,,,,,,,,,,,,,,,
210404930,4,Hollenbeck,428,2700 CHADWICK CIR,,34.0793,-118.1764,,,,,,,,,,,,,,,,
211012494,10,West Valley,1017,VALERIO,OSTROM,34.2048,-118.5077,,,,,,,,,,,,,,,,
211221454,12,77th Street,1245,6500 S VERMONT AV,,33.9808,-118.2917,,,,,,,,,,,,,,,,
210608103,6,Hollywood,647,1600 VINE ST,,34.0998,-118.3267,,,,,,,,,,,,,,,,
211500779,15,N Hollywood,1526,6200 BECK AV,,34.183,-118.3834,,,,,,,,,,,,,,,,
210700636,7,Wilshire,767,4TH,NORTON AV,34.0457,-118.3255,,,,,,,,,,,,,,,,
211812384,18,Southeast,1805,300 E 91ST ST,,33.9538,-118.2695,,,,,,,,,,,,,,,,
210104585,1,Central,148,500 E 4TH ST,,34.0444,-118.2407,,,,,,,,,,,,,,,,
211010604,10,West Valley,1025,7000 RESEDA BL,,34.1977,-118.536,,,,,,,,,,,,,,,,
211805725,18,Southeast,1837,103RD PL,BEACH AV,33.9424,-118.2421,,,,,,,,,,,,,,,,
211612580,16,Foothill,1651,13200 OSBORNE ST,,34.2461,-118.4205,,,,,,,,,,,,,,,,
210711349,7,Wilshire,745,1000 S SYCAMORE AV,,34.0561,-118.3449,,,,,,,,,,,,,,,,
210312270,3,Southwest,397,1100 W 42ND ST,,34.0073,-118.294,,,,,,,,,,,,,,,,
210315423,3,Southwest,328,FIGUEROA ST,30TH ST,34.0251,-118.278,,,,,,,,,,,,,,,,
211220238,12,77th Street,1263,83RD ST,WESTERN AV,33.9637,-118.309,,,,,,,,,,,,,,,,
211209841,12,77th Street,1273,WESTERN AV,MANCHESTER AV,33.96,-118.309,,,,,,,,,,,,,,,,
211015242,10,West Valley,1015,SATICOY ST,RESEDA BL,34.2084,-118.536,,,,,,,,,,,,,,,,
210315793,3,Southwest,397,VERMONT AV,MARTIN LUTHER KING JR BL,34.0109,-118.2915,,,,,,,,,,,,,,,,
211405147,14,Pacific,1474,8400 LINCOLN BL,,33.9606,-118.42,,,,,,,,,,,,,,,,
212000800,20,Olympic,2013,4500 BEVERLY BL,,34.0763,-118.3069,,,,,,,,,,,,,,,,
212010966,20,Olympic,2033,600 S WESTERN AV,,34.0568,-118.3091,,,,,,,,,,,,,,,,
211222479,12,77th Street,1267,MANCHESTER AV,BROADWAY,33.9601,-118.2783,,,,,,,,,,,,,,,,
210515746,5,Harbor,562,800 S PATTON AV,,33.7361,-118.3056,,,,,,,,,,,,,,,,
210308410,3,Southwest,361,3900 GIBRALTAR AV,,34.0161,-118.3546,,,,,,,,,,,,,,,,
210409996,4,Hollenbeck,473,HOLLENBECK DR,SAINT LOUIS,34.0378,-118.219,,,,,,,,,,,,,,,,
211209421,12,77th Street,1253,1800 W 77TH ST,,33.97,-118.3096,,,,,,,,,,,,,,,,
211000939,10,West Valley,1063,5500 RESEDA BL,,34.1701,-118.536,,,,,,,,,,,,,,,,
210900604,9,Van Nuys,915,SHERMAN WY,HAZELTINE,34.2012,-118.44,,,,,,,,,,,,,,,,
211225751,12,77th Street,1283,10000 S HARVARD BL,,33.9432,-118.3068,,,,,,,,,,,,,,,,
211320325,13,Newton,1324,1300 E 22ND ST,,34.0213,-118.2526,,,,,,,,,,,,,,,,
210316426,3,Southwest,338,1400 W 30TH ST,,34.0272,-118.2959,,,,,,,,,,,,,,,,
210413962,4,Hollenbeck,459,3200 E CESAR E CHAVEZ AV,,34.045,-118.1956,,,,,,,,,,,,,,,,
211609065,16,Foothill,1668,7300 VALAHO DR,,34.2496,-118.291,,,,,,,,,,,,,,,,
210907655,9,Van Nuys,933,14500 CALVERT ST,,34.1816,-118.4494,,,,,,,,,,,,,,,,
211113621,11,Northeast,1133,CASITAS AV,CARILLON ST,34.1129,-118.2482,,,,,,,,,,,,,,,,
211214406,12,77th Street,1283,CENTURY BL,WESTERN AV,33.9455,-118.309,,,,,,,,,,,,,,,,
212100896,21,Topanga,2189,20800 VENTURA BL,,34.1664,-118.5863,,,,,,,,,,,,,,,,
210212250,2,Rampart,266,700 S BURLINGTON AV,,34.0547,-118.2737,,,,,,,,,,,,,,,,
211818527,18,Southeast,1842,100 E 111TH ST,,33.9348,-118.2739,,,,,,,,,,,,,,,,
210209571,2,Rampart,269,1200 W 8TH ST,,34.0496,-118.2677,,,,,,,,,,,,,,,,
211907493,19,Mission,1941,SEPULVEDA,CHATSWORTH,34.2646,-118.4674,,,,,,,,,,,,,,,,
211207848,12,77th Street,1218,5700 S VERMONT AV,,33.9899,-118.2915,,,,,,,,,,,,,,,,
210406852,4,Hollenbeck,477,2900 WHITTIER BL,,34.0317,-118.2097,,,,,,,,,,,,,,,,
210200879,2,Rampart,212,300 N JUANITA AV,,34.0763,-118.2905,,,,,,,,,,,,,,,,
211501026,15,N Hollywood,1538,5900 TUJUNGA AV,,34.1776,-118.379,,,,,,,,,,,,,,,,
211100965,11,Northeast,1183,1700 GLENDALE BL,,34.0858,-118.2599,,,,,,,,,,,,,,,,
211408850,14,Pacific,1431,100 WESTMINSTER AV,,33.9894,-118.4736,,,,,,,,,,,,,,,,
211808111,18,Southeast,1823,10200 TOWNE AV,,33.9433,-118.2674,,,,,,,,,,,,,,,,
211500663,15,N Hollywood,1599,3900 KENTUCKY DR,,34.1353,-118.363,,,,,,,,,,,,,,,,
210410546,4,Hollenbeck,408,LOCKE AV,DRYSDALE AV,34.0887,-118.1785,,,,,,,,,,,,,,,,
211612530,16,Foothill,1602,11700 SPROULE AV,,34.2826,-118.411,,,,,,,,,,,,,,,,
212010572,20,Olympic,2029,3200 W 4TH ST,,34.0669,-118.2892,,,,,,,,,,,,,,,,
210412586,4,Hollenbeck,491,BOYLE,OLYMPIC,34.0253,-118.221,,,,,,,,,,,,,,,,
210508989,5,Harbor,503,1000 253RD ST,,33.7947,-118.2928,,,,,,,,,,,,,,,,
211604386,16,Foothill,1613,12700 VAN NUYS BL,,34.2756,-118.4092,,,,,,,,,,,,,,,,
211907627,19,Mission,1983,CHASE ST,COLUMBUS AV,34.2246,-118.4654,,,,,,,,,,,,,,,,
211308687,13,Newton,1343,AVALON BL,KING BL,34.0114,-118.2624,,,,,,,,,,,,,,,,
211221045,12,77th Street,1265,8400 KANSAS AV,,33.9623,-118.294,,,,,,,,,,,,,,,,
211607852,16,Foothill,1606,11300 SUNBURST ST,,34.2782,-118.3781,,,,,,,,,,,,,,,,
210309872,3,Southwest,393,CRENSHAW BL,HOMELAND DR,34.0053,-118.3337,,,,,,,,,,,,,,,,
210313091,3,Southwest,395,WESTERN,43RD PL,34.0046,-118.3089,,,,,,,,,,,,,,,,
210319864,3,Southwest,308,HOOVER ST,SANTA MONICA FY,34.0347,-118.2809,,,,,,,,,,,,,,,,
211419776,14,Pacific,1412,00 ROSE AV,,33.9946,-118.4805,,,,,,,,,,,,,,,,
210317897,3,Southwest,363,KING,CRENSHAW,34.0126,-118.3403,,,,,,,,,,,,,,,,
210611749,6,Hollywood,631,1400 BLUE JAY WY,,34.0976,-118.387,,,,,,,,,,,,,,,,
211218263,12,77th Street,1265,79TH ST,NORMANDIE AV,33.9673,-118.3003,,,,,,,,,,,,,,,,
211511088,15,N Hollywood,1586,BLUFFSIDE DR,VALLEYHEART DR,34.142,-118.3615,,,,,,,,,,,,,,,,
210507312,5,Harbor,557,2ND ST,PACIFIC,33.7424,-118.2879,,,,,,,,,,,,,,,,
211204840,12,77th Street,1249,FLORENCE AV,FIGUEROA ST,33.9747,-118.2827,,,,,,,,,,,,,,,,
210609705,6,Hollywood,632,8100 W SUNSET BL,,34.098,-118.3652,,,,,,,,,,,,,,,,
211513675,15,N Hollywood,1526,LANKERSHIM BL,EMELITA ST,34.1849,-118.3834,,,,,,,,,,,,,,,,
211013370,10,West Valley,1004,8000 DARBY AV,,34.2164,-118.5334,,,,,,,,,,,,,,,,
211804911,18,Southeast,1832,100 W 104TH ST,,33.9419,-118.2744,,,,,,,,,,,,,,,,
211817990,18,Southeast,1862,IMPERIAL HY,FIGUEROA,33.931,-118.2826,,,,,,,,,,,,,,,,
210713128,7,Wilshire,753,PICO BL,SPAULDING AV,34.0507,-118.3625,,,,,,,,,,,,,,,,
210122018,1,Central,111,BROADWAY,CESAR E CHAVEZ,34.0585,-118.2403,,,,,,,,,,,,,,,,
212106421,21,Topanga,2155,6300 TOPANGA CANYON BL,,34.1828,-118.6102,,,,,,,,,,,,,,,,
210512896,5,Harbor,506,22100 DENKER AV,,33.8257,-118.3038,,,,,,,,,,,,,,,,
210305083,3,Southwest,373,MARTIN LUTHER KING JR BL,CRENSHAW BL,34.0109,-118.3351,,,,,,,,,,,,,,,,
211308175,13,Newton,1309,2000 E 15TH ST,,34.0227,-118.2361,,,,,,,,,,,,,,,,
210409377,4,Hollenbeck,457,2400 E CESAR E CHAVEZ AV,,34.0469,-118.2032,,,,,,,,,,,,,,,,
210210289,2,Rampart,299,PICO,TOBERMAN ST,34.0444,-118.2764,,,,,,,,,,,,,,,,
210613745,6,Hollywood,646,HOLLYWOOD,WHITLEY,34.1016,-118.3333,,,,,,,,,,,,,,,,
210208348,2,Rampart,246,600 S ALVARADO ST,,34.0593,-118.275,,,,,,,,,,,,,,,,
211225191,12,77th Street,1263,MANCHESTER AV,WESTERN AV,33.96,-118.309,,,,,,,,,,,,,,,,
211217514,12,77th Street,1232,3600 W 60TH ST,,33.9872,-118.3277,,,,,,,,,,,,,,,,
210304172,3,Southwest,397,4200 S KANSAS AV,,34.0068,-118.2937,,,,,,,,,,,,,,,,
210507313,5,Harbor,567,00 UNKNOWN,,33.7289,-118.2846,,,,,,,,,,,,,,,,
211307117,13,Newton,1377,54TH ST,LONG BEACH,33.9938,-118.2432,,,,,,,,,,,,,,,,
211212162,12,77th Street,1205,5100 S VERMONT AV,,33.9974,-118.2982,,,,,,,,,,,,,,,,
211206153,12,77th Street,1215,SLAUSON AV,VERMONT AV,33.9891,-118.2915,,,,,,,,,,,,,,,,
211300971,13,Newton,1313,14TH ST,CENTRAL,34.0286,-118.2473,,,,,,,,,,,,,,,,
210910593,9,Van Nuys,974,4500 WILLIS AV,,34.152,-118.4553,,,,,,,,,,,,,,,,
211316130,13,Newton,1325,1100 E 28TH ST,,34.0165,-118.2552,,,,,,,,,,,,,,,,
210208170,2,Rampart,281,1200 S LAKE ST,,34.0481,-118.2836,,,,,,,,,,,,,,,,
211225135,12,77th Street,1249,FLORENCE AV,FIGUEROA ST,33.9747,-118.2827,,,,,,,,,,,,,,,,
210707790,7,Wilshire,702,7500 MELROSE AV,,34.0837,-118.3533,,,,,,,,,,,,,,,,
210305125,3,Southwest,393,EDGEHILL,STOCKER,34.0084,-118.3304,,,,,,,,,,,,,,,,
210708088,7,Wilshire,782,5800 ERNEST AV,,34.0351,-118.3745,,,,,,,,,,,,,,,,
211206305,12,77th Street,1265,MANCHESTER AV,VERMONT AV,33.96,-118.2918,,,,,,,,,,,,,,,,
211205530,12,77th Street,1211,5700 10TH AV,,33.989,-118.3282,,,,,,,,,,,,,,,,
210404618,4,Hollenbeck,422,EASTLAKE,BROADWAY,34.0738,-118.2078,,,,,,,,,,,,,,,,
211508725,15,N Hollywood,1547,11600 BURBANK BL,,34.1722,-118.3846,,,,,,,,,,,,,,,,
210318172,3,Southwest,356,1300 EXPOSITION BL,,34.0219,-118.3045,,,,,,,,,,,,,,,,
211911333,19,Mission,1998,14200 ROSCOE BL,,34.2216,-118.4429,,,,,,,,,,,,,,,,
211817952,18,Southeast,1823,300 E CENTURY BL,,33.9456,-118.2695,,,,,,,,,,,,,,,,
210219195,2,Rampart,256,7TH ST,BONNIE BRAE,34.0555,-118.2746,,,,,,,,,,,,,,,,
211224077,12,77th Street,1211,5300 2ND AV,,33.9937,-118.3193,,,,,,,,,,,,,,,,
210910675,9,Van Nuys,943,14300 AETNA ST,,34.1801,-118.4487,,,,,,,,,,,,,,,,
211220079,12,77th Street,1266,400 W 82ND ST,,33.965,-118.2814,,,,,,,,,,,,,,,,
211209052,12,77th Street,1218,FIGUEROA ST,53RD ST,33.9942,-118.2827,,,,,,,,,,,,,,,,
211712764,17,Devonshire,1797,16200 NORDHOFF ST,,34.2356,-118.4851,,,,,,,,,,,,,,,,
210315913,3,Southwest,359,FIGUEROA ST,EXPOSITION BL,34.0182,-118.2824,,,,,,,,,,,,,,,,
210912995,9,Van Nuys,933,VAN NUYS BL,FRIAR,34.1857,-118.4487,,,,,,,,,,,,,,,,
211112702,11,Northeast,1102,3900 CHEVY CHASE DR,,34.1334,-118.2725,,,,,,,,,,,,,,,,
211712602,17,Devonshire,1781,20200 PARTHENIA ST,,34.2332,-118.5829,,,,,,,,,,,,,,,,
210316845,3,Southwest,395,4300 S HARVARD BL,,34.0053,-118.3068,,,,,,,,,,,,,,,,
211900532,19,Mission,1959,10400 VENA AV,,34.2594,-118.4398,,,,,,,,,,,,,,,,
210208232,2,Rampart,233,RAMPART BL,TEMPLE ST,34.0725,-118.2749,,,,,,,,,,,,,,,,
211105930,11,Northeast,1183,1900 EFFIE ST,,34.0844,-118.2567,,,,,,,,,,,,,,,,
211222570,12,77th Street,1268,BROADWAY,MANCHESTER BL,33.9601,-118.2783,,,,,,,,,,,,,,,,
211511498,15,N Hollywood,1512,SHERMAN WY,BELLAIRE AV,34.2012,-118.4094,,,,,,,,,,,,,,,,
211310489,13,Newton,1377,1500 E 56TH ST,,33.9921,-118.2478,,,,,,,,,,,,,,,,
210109029,1,Central,162,800 S FLOWER ST,,34.0468,-118.2605,,,,,,,,,,,,,,,,
210408648,4,Hollenbeck,451,N MYERS,KEARNEY ST,34.0526,-118.2278,,,,,,,,,,,,,,,,
211000748,10,West Valley,1025,6800 YARMOUTH AV,,34.1939,-118.5197,,,,,,,,,,,,,,,,
211001133,10,West Valley,1028,16500 SHERMAN WY,,34.2011,-118.4931,,,,,,,,,,,,,,,,
210707419,7,Wilshire,789,2000 4TH AV,,34.0385,-118.3213,,,,,,,,,,,,,,,,
211821918,18,Southeast,1822,100 W CENTURY BL,,33.9456,-118.2744,,,,,,,,,,,,,,,,
211709392,17,Devonshire,1785,18400 NORDHOFF ST,,34.2355,-118.535,,,,,,,,,,,,,,,,
211805121,18,Southeast,1824,103RD ST,AVALON,33.9438,-118.265,,,,,,,,,,,,,,,,
210812214,8,West LA,889,1800 S LA CIENEGA BL,,34.0425,-118.3818,,,,,,,,,,,,,,,,
210511666,5,Harbor,512,BELLE PORTE AV,261ST ST,33.7817,-118.3041,,,,,,,,,,,,,,,,
210115455,1,Central,148,5TH ST,CROCKER,34.0435,-118.2427,,,,,,,,,,,,,,,,
211506384,15,N Hollywood,1514,12000 VANOWEN ST,,34.194,-118.3949,,,,,,,,,,,,,,,,
210511837,5,Harbor,555,700 W ELBERON AV,,33.7484,-118.2923,,,,,,,,,,,,,,,,
212112777,21,Topanga,2187,20900 VENTURA BL,,34.1664,-118.5882,,,,,,,,,,,,,,,,
210909963,9,Van Nuys,933,ERWIN ST,VAN NUYS BL,34.1836,-118.4488,,,,,,,,,,,,,,,,
210204782,2,Rampart,275,1600 W 11TH ST,,34.0506,-118.2769,,,,,,,,,,,,,,,,
211208372,12,77th Street,1207,900 W 47TH ST,,34.0006,-118.2897,,,,,,,,,,,,,,,,
210313654,3,Southwest,392,2300 W 48TH ST,,34,-118.3192,,,,,,,,,,,,,,,,
210206970,2,Rampart,245,ALVARADO ST,6TH ST,34.0593,-118.2749,,,,,,,,,,,,,,,,
211508485,15,N Hollywood,1543,LAUREL CANYON BL,CHANDLER BL,34.1684,-118.3965,,,,,,,,,,,,,,,,
212110206,21,Topanga,2139,20200 SATICOY ST,,34.2084,-118.5735,,,,,,,,,,,,,,,,
211907577,19,Mission,1916,SAYRE ST,DRONFIELD AV,34.3075,-118.4368,,,,,,,,,,,,,,,,
211409865,14,Pacific,1435,PALMS BL,SAWTELLE,34.0182,-118.4251,,,,,,,,,,,,,,,,
210207476,2,Rampart,212,OAKWOOD AV,MADISON AV,34.0777,-118.2892,,,,,,,,,,,,,,,,
210700439,7,Wilshire,758,1100 S MULLEN AV,,34.0524,-118.3343,,,,,,,,,,,,,,,,
210800975,8,West LA,809,2200 COLDWATER CANYON DR,,34.1119,-118.4044,,,,,,,,,,,,,,,,
212009469,20,Olympic,2031,600 S WESTERN AV,,34.0599,-118.3139,,,,,,,,,,,,,,,,
211304099,13,Newton,1383,5900 S MAIN ST,,33.986,-118.2739,,,,,,,,,,,,,,,,
210615058,6,Hollywood,639,5200 HOLLYWOOD BL,,34.1036,-118.3049,,,,,,,,,,,,,,,,
210408645,4,Hollenbeck,451,N MYERS,KEARNEY ST,34.0526,-118.2278,,,,,,,,,,,,,,,,
211216224,12,77th Street,1232,3200 W SLAUSON AV,,33.989,-118.329,,,,,,,,,,,,,,,,
211218188,12,77th Street,1266,82ND ST,GRAND AV,33.9651,-118.2803,,,,,,,,,,,,,,,,
210909535,9,Van Nuys,914,14900 HARTLAND ST,,34.1953,-118.4584,,,,,,,,,,,,,,,,
210214422,2,Rampart,218,1100 ECHO PARK AV,,34.0752,-118.2583,,,,,,,,,,,,,,,,
212006587,20,Olympic,2093,SANTA MONICA FY,WESTERN,34.0385,-118.3046,,,,,,,,,,,,,,,,
210409560,4,Hollenbeck,478,WHITTIER BL,LORENA ST,34.0278,-118.201,,,,,,,,,,,,,,,,
211813642,18,Southeast,1835,10600 S CENTRAL AV,,33.9395,-118.2542,,,,,,,,,,,,,,,,
212117864,21,Topanga,2177,5600 DE SOTO AV,,34.172,-118.5881,,,,,,,,,,,,,,,,
210711202,7,Wilshire,784,LA BREA,WASHINGTON,34.0404,-118.3475,,,,,,,,,,,,,,,,
211225591,12,77th Street,1243,2100 W FLORENCE AV,,33.979,-118.3112,,,,,,,,,,,,,,,,
210312212,3,Southwest,353,4400 EXPOSITION BL,,34.0237,-118.3442,,,,,,,,,,,,,,,,
211406939,14,Pacific,1454,JEFFERSON,LINCOLN,33.9832,-118.4327,,,,,,,,,,,,,,,,
210716088,7,Wilshire,769,1500 ARLINGTON AV,,34.0454,-118.3207,,,,,,,,,,,,,,,,
211820341,18,Southeast,1846,1300 E 114TH ST,,33.931,-118.2516,,,,,,,,,,,,,,,,
211223384,12,77th Street,1267,500 W 83RD ST,,33.9632,-118.2834,,,,,,,,,,,,,,,,
211804464,18,Southeast,1844,600 E 111TH PL,,33.9339,-118.2652,,,,,,,,,,,,,,,,
211812565,18,Southeast,1831,700 LACONIA BL,,33.9177,-118.288,,,,,,,,,,,,,,,,
210411722,4,Hollenbeck,463,4TH,CUMMINGS,34.0428,-118.2167,,,,,,,,,,,,,,,,
211221543,12,77th Street,1259,7300 AVALON BL,,33.973,-118.2652,,,,,,,,,,,,,,,,
211210899,12,77th Street,1232,3600 W SLAUSON AV,,33.9872,-118.3277,,,,,,,,,,,,,,,,
211306777,13,Newton,1307,800 E 7TH ST,,34.039,-118.2444,,,,,,,,,,,,,,,,
210710417,7,Wilshire,713,400 N ORANGE GROVE AV,,34.0782,-118.3604,,,,,,,,,,,,,,,,
211200727,12,77th Street,1267,MANCHESTER,FIGUEROA,33.9601,-118.2827,,,,,,,,,,,,,,,,
211104822,11,Northeast,1173,1900 LEMOYNE ST,,34.0873,-118.2544,,,,,,,,,,,,,,,,
