DR_NO,AREA,AREA NAME,Rpt Dist No,LOCATION,Cross Street,LAT,LON,,,,,,,,,,,,,,,
210806983,8,West LA,842,WESTGATE AV,TEXAS AV,34.0455,-118.4619,,,,,,,,,,,,,,,
210319017,3,Southwest,338,3100 ORCHARD AV,,34.0261,-118.2882,,,,,,,,,,,,,,,
210205610,2,Rampart,233,100 N RAMPART BL,,34.0695,-118.2768,,,,,,,,,,,,,,,
211416816,14,Pacific,1436,3700 SAWTELLE BL,,34.0134,-118.4213,,,,,,,,,,,,,,,
210808899,8,West LA,832,11800 MAYFIELD AV,,34.0493,-118.4666,,,,,,,,,,,,,,,
221505446,15,N Hollywood,1548,5400 FAIR AV,,34.1681,-118.3743,,,,,,,,,,,,,,,
210119588,1,Central,161,700 S FIGUEROA ST,,34.0483,-118.2631,,,,,,,,,,,,,,,
211417204,14,Pacific,1454,12800 ADMIRAL AV,,33.9855,-118.4289,,,,,,,,,,,,,,,
211115370,11,Northeast,1162,4500 W SUNSET BL,,34.0981,-118.2874,,,,,,,,,,,,,,,
210122303,1,Central,132,200 S FIGUEROA ST,,34.0562,-118.2535,,,,,,,,,,,,,,,
210813096,8,West LA,812,800 N HANLEY AV,,34.0724,-118.4877,,,,,,,,,,,,,,,
210808235,8,West LA,884,2400 S SEPULVEDA BL,,34.0364,-118.4346,,,,,,,,,,,,,,,
210804086,8,West LA,828,10500 GARWOOD PL,,34.0679,-118.4355,,,,,,,,,,,,,,,
211405422,14,Pacific,1464,12800 W RUNWAY RD,,33.9753,-118.4197,,,,,,,,,,,,,,,
210118528,1,Central,176,800 S SAN PEDRO ST,,34.0404,-118.2504,,,,,,,,,,,,,,,
212017217,20,Olympic,2036,600 S BERENDO ST,,34.0608,-118.2941,,,,,,,,,,,,,,,
211408610,14,Pacific,1444,700 MARR ST,,33.9877,-118.4549,,,,,,,,,,,,,,,
211513190,15,N Hollywood,1501,13200 CANTARA ST,,34.2198,-118.4181,,,,,,,,,,,,,,,
210812387,8,West LA,831,12400 WILSHIRE BL,,34.0473,-118.4768,,,,,,,,,,,,,,,
210716358,7,Wilshire,721,8600 BURTON WY,,34.0721,-118.38,,,,,,,,,,,,,,,
211405826,14,Pacific,1413,300 6TH AV,,33.9956,-118.4722,,,,,,,,,,,,,,,
211413438,14,Pacific,1413,500 VERNON AV,,33.9958,-118.472,,,,,,,,,,,,,,,
210807164,8,West LA,835,1800 GREENFIELD AV,,34.0481,-118.4408,,,,,,,,,,,,,,,
211422016,14,Pacific,1459,4800 S SEPULVEDA BL,,34.0006,-118.4027,,,,,,,,,,,,,,,
211414204,14,Pacific,1441,2300 BOONE AV,,33.9864,-118.4587,,,,,,,,,,,,,,,
211508017,15,N Hollywood,1555,11100 OTSEGO ST,,34.163,-118.3709,,,,,,,,,,,,,,,
211518108,15,N Hollywood,1563,4200 TUJUNGA AV,,34.1512,-118.3864,,,,,,,,,,,,,,,
210906535,9,Van Nuys,952,15200 BURBANK BL,,34.1721,-118.4642,,,,,,,,,,,,,,,
210109450,1,Central,176,8TH ST,SANTEE,34.0413,-118.2517,,,,,,,,,,,,,,,
211409186,14,Pacific,1431,1700 PACIFIC AV,,33.9869,-118.4716,,,,,,,,,,,,,,,
210707328,7,Wilshire,717,300 N MCCADDEN PL,,34.0762,-118.3373,,,,,,,,,,,,,,,
210316697,3,Southwest,327,1100 W 28TH ST,,34.0294,-118.2846,,,,,,,,,,,,,,,
210314696,3,Southwest,328,2800 S FIGUEROA ST,,34.0268,-118.2808,,,,,,,,,,,,,,,
212004516,20,Olympic,2045,S MARIPOSA,JAMES M WOOD,34.0559,-118.2987,,,,,,,,,,,,,,,
211514647,15,N Hollywood,1548,11000 CHANDLER BL,,34.1681,-118.3725,,,,,,,,,,,,,,,
231505305,15,N Hollywood,1555,11200 OTSEGO ST,,34.163,-118.3747,,,,,,,,,,,,,,,
210817330,8,West LA,841,1200 WELLESLEY AV,,34.0418,-118.4681,,,,,,,,,,,,,,,
210108531,1,Central,162,8TH ST,FLOWER,34.0473,-118.2601,,,,,,,,,,,,,,,
211507176,15,N Hollywood,1548,5300 LANKERSHIM BL,,34.167,-118.3759,,,,,,,,,,,,,,,
211517077,15,N Hollywood,1583,4000 RADFORD AV,,34.1442,-118.3928,,,,,,,,,,,,,,,
212007786,20,Olympic,2069,1000 S WESTMORELAND AV,,34.0508,-118.2891,,,,,,,,,,,,,,,
210116934,1,Central,101,1100 ALPINE ST,,34.0662,-118.2476,,,,,,,,,,,,,,,
210805393,8,West LA,884,2200 CAMDEN AV,,34.0398,-118.4349,,,,,,,,,,,,,,,
211412995,14,Pacific,1445,12700 CASWELL AV,,33.9976,-118.4384,,,,,,,,,,,,,,,
211315642,13,Newton,1321,300 W ADAMS BL,,34.0289,-118.2686,,,,,,,,,,,,,,,
211113266,11,Northeast,1179,100 E AVENUE 42,,34.0929,-118.2078,,,,,,,,,,,,,,,
211516910,15,N Hollywood,1549,5500 FULCHER AV,,34.17,-118.373,,,,,,,,,,,,,,,
211407042,14,Pacific,1413,500 SUNSET AV,,33.9965,-118.4726,,,,,,,,,,,,,,,
210704730,7,Wilshire,701,600 N SWEETZER AV,,34.0819,-118.3703,,,,,,,,,,,,,,,
210118550,1,Central,163,800 S BROADWAY,,34.0434,-118.255,,,,,,,,,,,,,,,
211820093,18,Southeast,1831,600 LACONIA BL,,33.9187,-118.2851,,,,,,,,,,,,,,,
211411687,14,Pacific,1427,11100 NATIONAL BL,,34.0279,-118.4273,,,,,,,,,,,,,,,
210311098,3,Southwest,358,1000 W 34TH ST,,34.024,-118.2869,,,,,,,,,,,,,,,
212009303,20,Olympic,2029,WILSHIRE BL,SHATTO PL,34.0618,-118.2903,,,,,,,,,,,,,,,
211422344,14,Pacific,1437,3700 S BENTLEY AV,,34.0154,-118.4171,,,,,,,,,,,,,,,
211406898,14,Pacific,1444,700 MARR ST,,33.9877,-118.4549,,,,,,,,,,,,,,,
211111497,11,Northeast,1149,5500 MEDIA DR,,34.1074,-118.1978,,,,,,,,,,,,,,,
210618916,6,Hollywood,621,2100 SUNSET CREST DR,,34.1114,-118.389,,,,,,,,,,,,,,,
211408411,14,Pacific,1402,11500 CLARKSON RD,,34.0252,-118.4357,,,,,,,,,,,,,,,
211411857,14,Pacific,1464,12600 VILLAGE LN,,33.9778,-118.4145,,,,,,,,,,,,,,,
210812432,8,West LA,882,COLBY AV,OLYMPIC BL,34.0373,-118.4462,,,,,,,,,,,,,,,
210310891,3,Southwest,338,1200 W 29TH ST,,34.0284,-118.2866,,,,,,,,,,,,,,,
210809682,8,West LA,884,2400 S SEPULVEDA BL,,34.0364,-118.4346,,,,,,,,,,,,,,,
221404271,14,Pacific,1493,12000 VISTA DEL MAR,,33.9308,-118.4349,,,,,,,,,,,,,,,
211507216,15,N Hollywood,1517,VANOWEN ST,ENSIGN AV,34.194,-118.3714,,,,,,,,,,,,,,,
210711827,7,Wilshire,701,8000 CLINTON ST,,34.0816,-118.3648,,,,,,,,,,,,,,,
211420033,14,Pacific,1454,13400 MAXELLA AV,,33.987,-118.4407,,,,,,,,,,,,,,,
210106247,1,Central,174,800 S LOS ANGELES ST,,34.0426,-118.2528,,,,,,,,,,,,,,,
210207275,2,Rampart,218,1000 LAGUNA AV,,34.0745,-118.2578,,,,,,,,,,,,,,,
211516327,15,N Hollywood,1555,11000 HESBY ST,,34.162,-118.3704,,,,,,,,,,,,,,,
211415695,14,Pacific,1463,13100 FOUNTAIN PARK DR,,33.9747,-118.4287,,,,,,,,,,,,,,,
212017376,20,Olympic,2024,3600 WILSHIRE BL,,34.0636,-118.3047,,,,,,,,,,,,,,,
210319423,3,Southwest,399,4300 S FIGUEROA ST,,34.0075,-118.2819,,,,,,,,,,,,,,,
210114897,1,Central,157,500 S SAN PEDRO ST,,34.0438,-118.2441,,,,,,,,,,,,,,,
210618798,6,Hollywood,647,6200 HOLLYWOOD BL,,34.1016,-118.3252,,,,,,,,,,,,,,,
210410623,4,Hollenbeck,439,2000 BARNETT WY,,34.0665,-118.1727,,,,,,,,,,,,,,,
212004764,20,Olympic,2027,3300 WILSHIRE BL,,34.0636,-118.296,,,,,,,,,,,,,,,
210309832,3,Southwest,308,2300 S UNION AV,,34.0347,-118.2836,,,,,,,,,,,,,,,
211408248,14,Pacific,1438,VENICE BL,OVERLAND AV,34.0188,-118.407,,,,,,,,,,,,,,,
211412720,14,Pacific,1432,PALMS BL,LINCOLN BL,33.9971,-118.459,,,,,,,,,,,,,,,
211416010,14,Pacific,1465,5400 INGLEWOOD BL,,33.9856,-118.4072,,,,,,,,,,,,,,,
210412306,4,Hollenbeck,421,2100 MANITOU AV,,34.0718,-118.218,,,,,,,,,,,,,,,
210108982,1,Central,162,800 S GRAND AV,,34.0447,-118.259,,,,,,,,,,,,,,,
212009994,20,Olympic,2029,SHATTO,WILSHIRE,34.0618,-118.2899,,,,,,,,,,,,,,,
210108085,1,Central,132,200 S OLIVE ST,,34.0532,-118.2494,,,,,,,,,,,,,,,
211411885,14,Pacific,1412,OCEAN FRONT WK,NAVY ST,33.9958,-118.4816,,,,,,,,,,,,,,,
210115789,1,Central,145,400 S MAIN ST,,34.0478,-118.2475,,,,,,,,,,,,,,,
220804036,8,West LA,882,11300 W PICO BL,,34.038,-118.4436,,,,,,,,,,,,,,,
210300718,3,Southwest,358,600 MCCARTHY WY,,34.0215,-118.2868,,,,,,,,,,,,,,,
212011474,20,Olympic,2023,300 S OXFORD AV,,34.0671,-118.3078,,,,,,,,,,,,,,,
210812104,8,West LA,832,11600 DARLINGTON AV,,34.0507,-118.4667,,,,,,,,,,,,,,,
211420665,14,Pacific,1487,8800 S SEPULVEDA BL,,33.9568,-118.3962,,,,,,,,,,,,,,,
211113270,11,Northeast,1145,GLENDALE BL,SILVER LAKE BL,34.1008,-118.2592,,,,,,,,,,,,,,,
210117639,1,Central,158,WILDE,KOHLER,34.0388,-118.2411,,,,,,,,,,,,,,,
210312138,3,Southwest,377,1200 W 39TH PL,,34.0142,-118.2987,,,,,,,,,,,,,,,
211115672,11,Northeast,1144,1800 LUCILE AV,,34.0957,-118.2742,,,,,,,,,,,,,,,
212017297,20,Olympic,2022,500 S GRAMERCY PL,,34.0635,-118.3128,,,,,,,,,,,,,,,
210210085,2,Rampart,261,2500 W 8TH ST,,34.0568,-118.2821,,,,,,,,,,,,,,,
211405977,14,Pacific,1464,12700 MILLENNIUM DR,,33.9754,-118.4178,,,,,,,,,,,,,,,
211106158,11,Northeast,1172,1400 SILVER LAKE BL,,34.0848,-118.2712,,,,,,,,,,,,,,,
210808315,8,West LA,892,11300 EXPOSITION BL,,34.0345,-118.4383,,,,,,,,,,,,,,,
210320044,3,Southwest,325,2700 MENLO AV,,34.0299,-118.2903,,,,,,,,,,,,,,,
210805998,8,West LA,886,2700 FORRESTER DR,,34.0428,-118.4029,,,,,,,,,,,,,,,
210114357,1,Central,159,600 S SANTA FE AV,,34.0364,-118.2303,,,,,,,,,,,,,,,
210108404,1,Central,162,600 W 9TH ST,,34.0462,-118.2585,,,,,,,,,,,,,,,
210810676,8,West LA,882,2100 BELOIT AV,,34.0388,-118.4403,,,,,,,,,,,,,,,
210812203,8,West LA,841,1200 MCCLELLAN DR,,34.0422,-118.4696,,,,,,,,,,,,,,,
211116210,11,Northeast,1117,2200 NORWALK AV,,34.1325,-118.2161,,,,,,,,,,,,,,,
211105494,11,Northeast,1117,2200 ADDISON WY,,34.1343,-118.2156,,,,,,,,,,,,,,,
210110233,1,Central,119,800 N ALAMEDA ST,,34.0561,-118.2375,,,,,,,,,,,,,,,
211111498,11,Northeast,1128,100 S AVENUE 63,,34.1147,-118.1827,,,,,,,,,,,,,,,
211420992,14,Pacific,1432,1600 ABBOT KINNEY BL,,33.9934,-118.46,,,,,,,,,,,,,,,
210112889,1,Central,119,800 N ALAMEDA ST,,34.0561,-118.2375,,,,,,,,,,,,,,,
210211885,2,Rampart,204,600 MICHELTORENA ST,,34.0857,-118.2812,,,,,,,,,,,,,,,
211408928,14,Pacific,1443,BOCCACCIO AV,ZENO PL,33.9888,-118.458,,,,,,,,,,,,,,,
210812760,8,West LA,882,11200 MISSISSIPPI AV,,34.0399,-118.442,,,,,,,,,,,,,,,
210815705,8,West LA,893,11200 RICHLAND AV,,34.0324,-118.4337,,,,,,,,,,,,,,,
211004269,10,West Valley,1023,7000 WILBUR AV,,34.1975,-118.5448,,,,,,,,,,,,,,,
210309653,3,Southwest,358,3600 MCCLINTOCK AV,,34.021,-118.2897,,,,,,,,,,,,,,,
211422413,14,Pacific,1433,2300 PENMAR AV,,33.9954,-118.4515,,,,,,,,,,,,,,,
210816193,8,West LA,836,2000 OVERLAND AV,,34.0474,-118.4294,,,,,,,,,,,,,,,
211714069,17,Devonshire,1764,9300 TAMPA AV,,34.244,-118.5583,,,,,,,,,,,,,,,
210111113,1,Central,138,500 E 4TH ST,,34.0468,-118.2415,,,,,,,,,,,,,,,
210816651,8,West LA,851,1500 S SALTAIR AV,,34.0406,-118.4619,,,,,,,,,,,,,,,
210105501,1,Central,182,1100 S GRAND AV,,34.0405,-118.263,,,,,,,,,,,,,,,
210816026,8,West LA,835,1700 CAMDEN AV,,34.0478,-118.4418,,,,,,,,,,,,,,,
210814334,8,West LA,832,11600 MAYFIELD AV,,34.0531,-118.4618,,,,,,,,,,,,,,,
211416585,14,Pacific,1407,3700 VINTON AV,,34.0215,-118.4033,,,,,,,,,,,,,,,
210411202,4,Hollenbeck,424,3500 MANITOU AV,,34.072,-118.2039,,,,,,,,,,,,,,,
210312256,3,Southwest,329,3000 S FLOWER ST,,34.0236,-118.2773,,,,,,,,,,,,,,,
211405587,14,Pacific,1483,8700 PERSHING DR,,33.9538,-118.4407,,,,,,,,,,,,,,,
210106187,1,Central,174,800 S LOS ANGELES ST,,34.0426,-118.2528,,,,,,,,,,,,,,,
211412294,14,Pacific,1452,MARQUESAS WY,VIA DOLCE,33.9764,-118.4602,,,,,,,,,,,,,,,
210616917,6,Hollywood,627,2200 N BEACHWOOD DR,,34.1227,-118.3181,,,,,,,,,,,,,,,
210813054,8,West LA,828,10800 WILSHIRE BL,,34.0649,-118.4372,,,,,,,,,,,,,,,
210805555,8,West LA,836,1800 THAYER AV,,34.0551,-118.4264,,,,,,,,,,,,,,,
210618841,6,Hollywood,647,VINE,SELMA,34.0998,-118.3267,,,,,,,,,,,,,,,
210616715,6,Hollywood,645,6800 HOLLYWOOD BL,,34.1016,-118.3391,,,,,,,,,,,,,,,
210905710,9,Van Nuys,969,5000 COLDWATER CANYON AV,,34.1613,-118.4138,,,,,,,,,,,,,,,
212105583,21,Topanga,2157,21000 VANOWEN ST,,34.1938,-118.5911,,,,,,,,,,,,,,,
211711496,17,Devonshire,1743,10300 RESEDA BL,,34.2573,-118.5361,,,,,,,,,,,,,,,
210310744,3,Southwest,336,1800 W JEFFERSON BL,,34.0282,-118.3133,,,,,,,,,,,,,,,
210318732,3,Southwest,338,3100 ORCHARD AV,,34.0261,-118.2882,,,,,,,,,,,,,,,
211516500,15,N Hollywood,1586,4000 WILLOW CREST AV,,34.1417,-118.3628,,,,,,,,,,,,,,,
211411688,14,Pacific,1416,CENTINELA AV,PALMS BL,34.011,-118.4391,,,,,,,,,,,,,,,
210814105,8,West LA,853,1500 SAWTELLE BL,,34.0471,-118.449,,,,,,,,,,,,,,,
211114845,11,Northeast,1136,4300 EAGLE ROCK BL,,34.1227,-118.2232,,,,,,,,,,,,,,,
210809597,8,West LA,839,1900 AVENUE OF THE STARS,,34.0601,-118.4175,,,,,,,,,,,,,,,
210507009,5,Harbor,563,1000 S GRAND AV,,33.7343,-118.2902,,,,,,,,,,,,,,,
211409273,14,Pacific,1444,JEFFERSON,LINCOLN,33.9881,-118.4456,,,,,,,,,,,,,,,
210118549,1,Central,185,1000 S BROADWAY,,34.0406,-118.2578,,,,,,,,,,,,,,,
211513415,15,N Hollywood,1565,11300 MOORPARK ST,,34.1504,-118.3773,,,,,,,,,,,,,,,
211515659,15,N Hollywood,1538,5600 FAIR AV,,34.1722,-118.3746,,,,,,,,,,,,,,,
211508889,15,N Hollywood,1545,12000 MAGNOLIA BL,,34.1649,-118.3947,,,,,,,,,,,,,,,
210812379,8,West LA,827,11600 CHENAULT ST,,34.0563,-118.4677,,,,,,,,,,,,,,,
211413079,14,Pacific,1464,12800 W RUNWAY RD,,33.9753,-118.4197,,,,,,,,,,,,,,,
210813347,8,West LA,831,11900 GOSHEN AV,,34.0458,-118.4673,,,,,,,,,,,,,,,
211410444,14,Pacific,1415,PENMAR,PALMS,34.0019,-118.4566,,,,,,,,,,,,,,,
210406990,4,Hollenbeck,429,5300 CRONUS ST,,34.083,-118.1678,,,,,,,,,,,,,,,
210317918,3,Southwest,358,WATT WY,37TH PL,34.0215,-118.2868,,,,,,,,,,,,,,,
212114490,21,Topanga,2134,SHERMAN WY,TOPANGA CANYON BL,34.201,-118.606,,,,,,,,,,,,,,,
211008079,10,West Valley,1091,4100 COLDSTREAM TR,,34.1437,-118.5631,,,,,,,,,,,,,,,
211419159,14,Pacific,1406,3400 KEYSTONE AV,,34.0253,-118.4107,,,,,,,,,,,,,,,
211415371,14,Pacific,1425,11400 NATIONAL BL,,34.0256,-118.4328,,,,,,,,,,,,,,,
210705542,7,Wilshire,719,500 N ARDEN BL,,34.0789,-118.326,,,,,,,,,,,,,,,
210207071,2,Rampart,219,700 E KENSINGTON RD,,34.0672,-118.2526,,,,,,,,,,,,,,,
210810600,8,West LA,853,1500 BELOIT AV,,34.0483,-118.4485,,,,,,,,,,,,,,,
210910988,9,Van Nuys,911,15400 VANOWEN ST,,34.1939,-118.4687,,,,,,,,,,,,,,,
211406389,14,Pacific,1454,13200 FIJI WY,,33.9792,-118.4355,,,,,,,,,,,,,,,
210807245,8,West LA,847,2300 OVERLAND AV,,34.0429,-118.4255,,,,,,,,,,,,,,,
211506600,15,N Hollywood,1555,LANKERSHIM,HESBY,34.1621,-118.3729,,,,,,,,,,,,,,,
211412452,14,Pacific,1483,8700 PERSHING DR,,33.9538,-118.4407,,,,,,,,,,,,,,,
211517768,15,N Hollywood,1566,10800 WHIPPLE ST,,34.1481,-118.365,,,,,,,,,,,,,,,
211415300,14,Pacific,1414,600 SUNSET AV,,33.9975,-118.4705,,,,,,,,,,,,,,,
211422354,14,Pacific,1444,13700 MARINA POINTE DR,,33.9849,-118.4445,,,,,,,,,,,,,,,
210119832,1,Central,182,700 W 9TH ST,,34.0458,-118.2614,,,,,,,,,,,,,,,
211418306,14,Pacific,1433,1100 NOWITA PL,,33.9988,-118.4568,,,,,,,,,,,,,,,
210306588,3,Southwest,338,3100 S HOOVER ST,,34.0268,-118.2896,,,,,,,,,,,,,,,
210509525,5,Harbor,564,PALOS VERDES ST,5TH ST,33.7403,-118.2814,,,,,,,,,,,,,,,
211114747,11,Northeast,1132,3900 LOS FELIZ BL,,34.1136,-118.2775,,,,,,,,,,,,,,,
210211190,2,Rampart,246,600 S ALVARADO ST,,34.0593,-118.275,,,,,,,,,,,,,,,
210111912,1,Central,161,700 S FIGUEROA ST,,34.0483,-118.2631,,,,,,,,,,,,,,,
211912409,19,Mission,1972,15100 RAYEN ST,,34.2337,-118.463,,,,,,,,,,,,,,,
211417924,14,Pacific,1413,1300 ABBOT KINNEY BL,,33.9956,-118.4722,,,,,,,,,,,,,,,
212116596,21,Topanga,2143,22900 VICTORY BL,,34.1865,-118.6256,,,,,,,,,,,,,,,
211404431,14,Pacific,1458,11300 CULVER BL,,33.9996,-118.4144,,,,,,,,,,,,,,,
210806732,8,West LA,832,11600 DARLINGTON AV,,34.0507,-118.4667,,,,,,,,,,,,,,,
210610760,6,Hollywood,645,7000 LANEWOOD AV,,34.0992,-118.3417,,,,,,,,,,,,,,,
210610527,6,Hollywood,648,N WESTERN AV,HOLLYWOOD BL,34.1018,-118.3093,,,,,,,,,,,,,,,
210804487,8,West LA,884,PICO BL,WESTWOOD BL,34.0402,-118.4283,,,,,,,,,,,,,,,
210106206,1,Central,159,600 S SANTA FE AV,,34.0364,-118.2303,,,,,,,,,,,,,,,
221404916,14,Pacific,1457,12200 HAVELOCK AV,,33.9889,-118.4153,,,,,,,,,,,,,,,
210807837,8,West LA,832,900 GRANVILLE AV,,34.0516,-118.4663,,,,,,,,,,,,,,,
211410920,14,Pacific,1431,17TH,OCEAN FRONT WK,33.9866,-118.4728,,,,,,,,,,,,,,,
220804802,8,West LA,848,2300 FOX HILLS DR,,34.0508,-118.415,,,,,,,,,,,,,,,
211707068,17,Devonshire,1723,20500 CELTIC ST,,34.2713,-118.5827,,,,,,,,,,,,,,,
210815311,8,West LA,891,11800 W PICO BL,,34.0307,-118.4475,,,,,,,,,,,,,,,
211116610,11,Northeast,1173,1800 CERRO GORDO ST,,34.0932,-118.2495,,,,,,,,,,,,,,,
211418778,14,Pacific,1445,12700 MITCHELL AV,,33.997,-118.4373,,,,,,,,,,,,,,,
211420269,14,Pacific,1444,13600 MARINA POINTE DR,,33.9849,-118.4445,,,,,,,,,,,,,,,
211408923,14,Pacific,1456,11700 COURTLEIGH DR,,33.9974,-118.4188,,,,,,,,,,,,,,,
210122887,1,Central,176,200 E 8TH ST,,34.0413,-118.2517,,,,,,,,,,,,,,,
210619875,6,Hollywood,647,6200 HOLLYWOOD BL,,34.1016,-118.3252,,,,,,,,,,,,,,,
212015409,20,Olympic,2081,1800 S WILTON PL,,34.0408,-118.3144,,,,,,,,,,,,,,,
210812990,8,West LA,892,11500 W PICO BL,,34.0321,-118.4399,,,,,,,,,,,,,,,
211414695,14,Pacific,1413,500 INDIANA AV,,33.9951,-118.4715,,,,,,,,,,,,,,,
211906961,19,Mission,1985,CHASE ST,VESPER AV,34.2247,-118.4503,,,,,,,,,,,,,,,
210808339,8,West LA,884,11000 W PICO BL,,34.0383,-118.4325,,,,,,,,,,,,,,,
210318242,3,Southwest,328,700 W 27TH ST,,34.0281,-118.2788,,,,,,,,,,,,,,,
210809613,8,West LA,833,10900 OHIO AV,,34.0565,-118.4427,,,,,,,,,,,,,,,
210320700,3,Southwest,357,3500 S CATALINA ST,,34.0236,-118.2938,,,,,,,,,,,,,,,
210109763,1,Central,154,500 S LOS ANGELES ST,,34.046,-118.2493,,,,,,,,,,,,,,,
211410881,14,Pacific,1477,8000 S SEPULVEDA BL,,33.9642,-118.3962,,,,,,,,,,,,,,,
211511601,15,N Hollywood,1548,CHANDLER,TUJUNGA,34.1681,-118.379,,,,,,,,,,,,,,,
210814619,8,West LA,831,800 S BUNDY DR,,34.0504,-118.4724,,,,,,,,,,,,,,,
211417948,14,Pacific,1412,200 ROSE AV,,33.9961,-118.4777,,,,,,,,,,,,,,,
210810386,8,West LA,852,11600 IOWA AV,,34.0423,-118.4526,,,,,,,,,,,,,,,
211515848,15,N Hollywood,1567,4400 LANKERSHIM BL,,34.1504,-118.3659,,,,,,,,,,,,,,,
210808104,8,West LA,835,2000 CAMDEN AV,,34.0426,-118.4374,,,,,,,,,,,,,,,
210813057,8,West LA,881,1900 S BUNDY DR,,34.035,-118.4567,,,,,,,,,,,,,,,
210809713,8,West LA,802,1000 VIA DE LA PAZ,,34.048,-118.5269,,,,,,,,,,,,,,,
211506291,15,N Hollywood,1548,11100 CHANDLER BL,,34.1681,-118.3725,,,,,,,,,,,,,,,
212017238,20,Olympic,2027,3200 W 6TH ST,,34.0636,-118.2923,,,,,,,,,,,,,,,
211819912,18,Southeast,1826,1600 E 103RD ST,,33.9485,-118.2461,,,,,,,,,,,,,,,
210614410,6,Hollywood,645,SUNSET,MANSFIELD,34.098,-118.3405,,,,,,,,,,,,,,,
211423253,14,Pacific,1415,1700 PENMAR AV,,34.0023,-118.4569,,,,,,,,,,,,,,,
221504378,15,N Hollywood,1549,5500 KLUMP AV,,34.17,-118.3752,,,,,,,,,,,,,,,
221704364,17,Devonshire,1764,PLUMMER ST,CORBIN AV,34.2427,-118.5623,,,,,,,,,,,,,,,
211422135,14,Pacific,1463,5300 PLAYA VISTA DR,,33.9749,-118.4281,,,,,,,,,,,,,,,
210607064,6,Hollywood,644,1400 N ALTA VISTA BL,,34.0964,-118.3471,,,,,,,,,,,,,,,
210811092,8,West LA,881,1900 S BARRINGTON AV,,34.0371,-118.4503,,,,,,,,,,,,,,,
210814177,8,West LA,848,2300 FOX HILLS DR,,34.0501,-118.4144,,,,,,,,,,,,,,,
210210084,2,Rampart,269,1200 W 8TH ST,,34.0496,-118.2677,,,,,,,,,,,,,,,
212015440,20,Olympic,2029,3100 WILSHIRE BL,,34.0652,-118.2878,,,,,,,,,,,,,,,
210809714,8,West LA,835,1900 WESTWOOD BL,,34.047,-118.4344,,,,,,,,,,,,,,,
210815244,8,West LA,836,1800 MANNING AV,,34.0521,-118.4308,,,,,,,,,,,,,,,
211412969,14,Pacific,1458,5000 S SLAUSON AV,,33.9954,-118.4097,,,,,,,,,,,,,,,
212015414,20,Olympic,2031,3900 W 8TH ST,,34.0599,-118.3139,,,,,,,,,,,,,,,
211404525,14,Pacific,1412,00 BROOKS AV,,33.9911,-118.4761,,,,,,,,,,,,,,,
211411094,14,Pacific,1467,CENTER DR,HOWARD HUGHES PARKWAY,33.9749,-118.3873,,,,,,,,,,,,,,,
210806858,8,West LA,832,800 GRANVILLE AV,,34.0526,-118.4674,,,,,,,,,,,,,,,
211421689,14,Pacific,1433,1000 SUPERBA AV,,33.9964,-118.4575,,,,,,,,,,,,,,,
211507218,15,N Hollywood,1517,11200 VANOWEN ST,,34.1938,-118.3757,,,,,,,,,,,,,,,
210119981,1,Central,182,HOPE,9TH,34.0451,-118.2604,,,,,,,,,,,,,,,
211411938,14,Pacific,1441,300 WASHINGTON BL,,33.9843,-118.4643,,,,,,,,,,,,,,,
211509760,15,N Hollywood,1585,4100 ARCH DR,,34.1417,-118.3719,,,,,,,,,,,,,,,
211404916,14,Pacific,1474,8400 LINCOLN BL,,33.9606,-118.42,,,,,,,,,,,,,,,
210113348,1,Central,144,400 S SPRING ST,,34.0482,-118.2489,,,,,,,,,,,,,,,
210219137,2,Rampart,236,300 N WESTLAKE AV,,34.0687,-118.2672,,,,,,,,,,,,,,,
210810150,8,West LA,839,10200 SANTA MONICA BL,,34.06,-118.42,,,,,,,,,,,,,,,
212010194,20,Olympic,2036,WILSHIRE BL,NEW HAMPSHIRE AV,34.0618,-118.2929,,,,,,,,,,,,,,,
210807531,8,West LA,883,SEPULVEDA BL,PICO BL,34.0373,-118.4354,,,,,,,,,,,,,,,
210118689,1,Central,162,700 S GRAND AV,,34.0469,-118.2569,,,,,,,,,,,,,,,
210707991,7,Wilshire,701,800 N FAIRFAX AV,,34.0855,-118.3615,,,,,,,,,,,,,,,
211407646,14,Pacific,1415,1000 ELKGROVE AV,,34,-118.4598,,,,,,,,,,,,,,,
220104221,1,Central,132,200 S OLIVE ST,,34.0535,-118.2491,,,,,,,,,,,,,,,
210804915,8,West LA,836,1800 THAYER AV,,34.0551,-118.4264,,,,,,,,,,,,,,,
210815696,8,West LA,835,1800 SELBY AV,,34.0504,-118.4333,,,,,,,,,,,,,,,
210104576,1,Central,162,600 W 9TH ST,,34.0462,-118.2585,,,,,,,,,,,,,,,
210109303,1,Central,182,12TH ST,HOPE ST,34.0408,-118.2644,,,,,,,,,,,,,,,
211509758,15,N Hollywood,1549,5500 KLUMP AV,,34.17,-118.3752,,,,,,,,,,,,,,,
210118482,1,Central,165,600 WALL ST,,34.0433,-118.2488,,,,,,,,,,,,,,,
211113078,11,Northeast,1144,1700 GRIFFITH PARK BL,,34.0977,-118.274,,,,,,,,,,,,,,,
210817334,8,West LA,817,10800 WEYBURN AV,,34.0623,-118.4434,,,,,,,,,,,,,,,
210108421,1,Central,182,1000 S GRAND AV,,34.0421,-118.2614,,,,,,,,,,,,,,,
